"file","unit","scope","node","start_line","call","expression"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","1",22,"library","library(digest)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","2",22,"library","library(dplyr)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","3",22,"library","library(gt)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","4",22,"library","library(readr)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","5",22,"library","library(scales)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","6",22,"library","library(tibble)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","7",22,"library","library(tidyr)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","8",22,"<-","root <- normalizePath(Sys.getenv(""QUARTO_PROJECT_DIR""), winslash = ""/"", mustWork = TRUE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","8/3",22,"normalizePath","normalizePath(Sys.getenv(""QUARTO_PROJECT_DIR""), winslash = ""/"", mustWork = TRUE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","8/3/2",22,"Sys.getenv","Sys.getenv(""QUARTO_PROJECT_DIR"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9",22,"stopifnot","stopifnot(getRversion() >= numeric_version(""4.6.1""), getRversion() < numeric_version(""4.7.0""))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/2",22,">=","getRversion() >= numeric_version(""4.6.1"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/2/2",22,"getRversion","getRversion()"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/2/3",22,"numeric_version","numeric_version(""4.6.1"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/3",22,"<","getRversion() < numeric_version(""4.7.0"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/3/2",22,"getRversion","getRversion()"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","9/3/3",22,"numeric_version","numeric_version(""4.7.0"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","10",22,"<-","absolute_path <- function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body",22,"{","{
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2",22,"ifelse","ifelse(grepl(""^/"", path), path, file.path(root, path))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/2",22,"grepl","grepl(""^/"", path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","absolute_path","10/body/2/4",22,"file.path","file.path(root, path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","11",22,"<-","read_stored_csv <- function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body",22,"{","{
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2",22,"<-","full_path <- absolute_path(path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/2/3",22,"absolute_path","absolute_path(path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3",22,"stopifnot","stopifnot(file.exists(full_path))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3/2",22,"file.exists","file.exists(full_path)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4",22,"readr::read_csv","readr::read_csv(full_path, show_col_types = FALSE)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4/1",22,"::","readr::read_csv"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","12",22,"<-","assert_columns <- function(data, required, label) {
    missing_columns <- setdiff(required, names(data))
    if (length(missing_columns) > 0L) {
        stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", ""))
    }
    invisible(data)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body",22,"{","{
    missing_columns <- setdiff(required, names(data))
    if (length(missing_columns) > 0L) {
        stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", ""))
    }
    invisible(data)
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2",22,"<-","missing_columns <- setdiff(required, names(data))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3",22,"setdiff","setdiff(required, names(data))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/2/3/3",22,"names","names(data)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3",22,"if","if (length(missing_columns) > 0L) {
    stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", ""))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/2",22,">","length(missing_columns) > 0L"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/2/2",22,"length","length(missing_columns)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3",22,"{","{
    stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", ""))
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2",22,"stop","stop(label, "" is missing required columns: "", paste(missing_columns, collapse = "", ""))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/3/3/2/4",22,"paste","paste(missing_columns, collapse = "", "")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","assert_columns","12/body/4",22,"invisible","invisible(data)"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","13",22,"<-","prep_gt <- function(data, source_note = NULL, groupname_col = NULL) {
    output <- gt::tab_options(gt::sub_missing(gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col)), missing_text = ""—""), table.font.size = gt::px(13), table.width = gt::pct(100), data_row.padding = gt::px(4), heading.align = ""left"", source_notes.font.size = gt::px(11))
    if (!is.null(source_note)) {
        output <- gt::tab_source_note(output, gt::md(source_note))
    }
    output
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body",22,"{","{
    output <- gt::tab_options(gt::sub_missing(gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col)), missing_text = ""—""), table.font.size = gt::px(13), table.width = gt::pct(100), data_row.padding = gt::px(4), heading.align = ""left"", source_notes.font.size = gt::px(11))
    if (!is.null(source_note)) {
        output <- gt::tab_source_note(output, gt::md(source_note))
    }
    output
}"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2",22,"<-","output <- gt::tab_options(gt::sub_missing(gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col)), missing_text = ""—""), table.font.size = gt::px(13), table.width = gt::pct(100), data_row.padding = gt::px(4), heading.align = ""left"", source_notes.font.size = gt::px(11))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3",22,"gt::tab_options","gt::tab_options(gt::sub_missing(gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col)), missing_text = ""—""), table.font.size = gt::px(13), table.width = gt::pct(100), data_row.padding = gt::px(4), heading.align = ""left"", source_notes.font.size = gt::px(11))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/1",22,"::","gt::tab_options"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2",22,"gt::sub_missing","gt::sub_missing(gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col)), missing_text = ""—"")"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/1",22,"::","gt::sub_missing"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2",22,"gt::opt_row_striping","gt::opt_row_striping(gt::gt(data, groupname_col = groupname_col))"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/1",22,"::","gt::opt_row_striping"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","prep_gt","13/body/2/3/2/2/2",22,"gt::gt","gt::gt(data, groupname_col = groupname_col)"
