"file","unit","status","detail"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_2","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_3","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_4","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_5","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_6","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_7","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_8","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_9","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_10","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_11","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_12","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_13","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_14","PARSED_NOT_EVALUATED",""
"notebooks/preparation/01_import_state_alignment.qmd","chunk_15","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_2","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_3","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_4","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_5","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_6","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_7","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_8","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_9","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_10","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_11","PARSED_NOT_EVALUATED",""
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_12","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_2","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_3","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_4","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_5","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_6","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_7","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_8","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_9","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_10","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_11","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_12","PARSED_NOT_EVALUATED",""
"notebooks/preparation/03_reference_profiles.qmd","chunk_13","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_1","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_2","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_3","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_4","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_5","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_6","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_7","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_8","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_9","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_10","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_11","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_12","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_13","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_14","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_15","PARSED_NOT_EVALUATED",""
"notebooks/preparation/04_metric_derivation.qmd","chunk_16","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_1","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_2","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_3","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_4","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_5","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_6","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_7","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_8","PARSED_NOT_EVALUATED",""
"notebooks/preparation/05_model_input_acquisition.qmd","chunk_9","PARSED_NOT_EVALUATED",""
