"file","outer_scope","name","expression"
"notebooks/preparation/01_import_state_alignment.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/01_import_state_alignment.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/02_coverage_sample_flow.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/02_coverage_sample_flow.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/03_reference_profiles.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/03_reference_profiles.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/04_metric_derivation.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/04_metric_derivation.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE, progress = FALSE)
}"
"notebooks/preparation/05_model_input_acquisition.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/05_model_input_acquisition.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE, progress = FALSE)
}"
"notebooks/preparation/06_model_ready_datasets.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/06_model_ready_datasets.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE)
}"
"notebooks/preparation/06_model_ready_datasets.qmd","TOP_LEVEL","read_stored_rds","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readRDS(full_path)
}"
"notebooks/preparation/07_example_days.qmd","TOP_LEVEL","absolute_path","function(path) {
    ifelse(grepl(""^/"", path), path, file.path(root, path))
}"
"notebooks/preparation/07_example_days.qmd","TOP_LEVEL","read_stored_csv","function(path) {
    full_path <- absolute_path(path)
    stopifnot(file.exists(full_path))
    readr::read_csv(full_path, show_col_types = FALSE, progress = FALSE)
}"
"notebooks/descriptives.qmd","TOP_LEVEL","read_descriptive_csv","function(...) {
    readr::read_csv(file.path(root, ...), show_col_types = FALSE, progress = FALSE)
}"
"notebooks/descriptives.qmd","TOP_LEVEL","include_descriptive_figure","function(filename) {
    source_path <- file.path(root, ""artifacts"", ""10_figures"", ""descriptives"", filename)
    input_file <- knitr::current_input(dir = TRUE)
    if (!length(input_file) || !nzchar(input_file)) {
        stop(""Cannot resolve the source document path for a descriptive figure"")
    }
    source_relative_path <- xfun::relative_path(source_path, dirname(input_file), error = FALSE)
    knitr::include_graphics(source_relative_path, rel_path = FALSE, error = FALSE)
}"
"notebooks/hypotheses/H01.qmd","TOP_LEVEL","read_stage3","function(name) {
    read_csv(file.path(table_root, paste0(name, "".csv"")), show_col_types = FALSE, progress = FALSE)
}"
"notebooks/hypotheses/H01.qmd","TOP_LEVEL","read_source","function(name) {
    read_csv(file.path(source_root, paste0(name, "".csv"")), show_col_types = FALSE, progress = FALSE)
}"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","TOP_LEVEL","read_h01_csv","function(path) {
    readr::read_csv(file.path(root, path), show_col_types = FALSE, progress = FALSE)
}"
"notebooks/hypotheses/H02.qmd","TOP_LEVEL","read_h02_csv","function(...) {
    readr::read_csv(file.path(root, ...), show_col_types = FALSE)
}"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","TOP_LEVEL","read_h02_csv","function(path) {
    readr::read_csv(file.path(root, path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H03.qmd","TOP_LEVEL","read_h03","function(...) {
    readr::read_csv(file.path(root, ""artifacts"", ...), show_col_types = FALSE, na = """")
}"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","TOP_LEVEL","read_h03_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H04.qmd","TOP_LEVEL","artifact","function(...) file.path(root, ""artifacts"", ...)"
"notebooks/hypotheses/H04.qmd","TOP_LEVEL","read_h04","function(...) {
    readr::read_csv(artifact(...), show_col_types = FALSE, na = """")
}"
"audit/hypotheses/H04/H04_analysis_preparation.qmd","TOP_LEVEL","read_h04_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H05.qmd","TOP_LEVEL","read_h05","function(...) {
    readr::read_csv(file.path(root, ...), show_col_types = FALSE)
}"
"audit/hypotheses/H05/H05_analysis_preparation.qmd","TOP_LEVEL","read_h05_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H06.qmd","TOP_LEVEL","artifact","function(...) file.path(h06_root, ""artifacts"", ...)"
"notebooks/hypotheses/H06.qmd","TOP_LEVEL","read_h06","function(...) {
    readr::read_csv(artifact(...), show_col_types = FALSE, na = """")
}"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","TOP_LEVEL","read_h06_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H06_daily.qmd","TOP_LEVEL","read_h06_daily","function(stage, file) {
    readr::read_csv(file.path(project_root, ""artifacts"", stage, ""H06_daily"", file), show_col_types = FALSE, na = c("""", ""NA""))
}"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","TOP_LEVEL","read_h06d","function(filename) {
    readr::read_csv(file.path(project_root, ""artifacts/11_source_data/H06_daily"", filename), show_col_types = FALSE, na = c("""", ""NA""))
}"
"notebooks/hypotheses/H07.qmd","TOP_LEVEL","read_h07","function(...) {
    readr::read_csv(file.path(root, ...), show_col_types = FALSE)
}"
"audit/hypotheses/H07/H07_analysis_preparation.qmd","TOP_LEVEL","read_h07_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"notebooks/hypotheses/H08.qmd","TOP_LEVEL","read_h08","function(area, name) {
    readr::read_csv(file.path(root, ""artifacts"", area, ""H08"", name), show_col_types = FALSE, progress = FALSE, na = """")
}"
"audit/hypotheses/H08/H08_analysis_preparation.qmd","TOP_LEVEL","read_h08_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE, progress = FALSE, na = """")
}"
"notebooks/hypotheses/H09.qmd","TOP_LEVEL","read_h09","function(area, name) {
    readr::read_csv(file.path(root, ""artifacts"", area, ""H09"", name), show_col_types = FALSE, progress = FALSE, na = """")
}"
"audit/hypotheses/H09/H09_analysis_preparation.qmd","TOP_LEVEL","read_h09_csv","function(area, name) {
    readr::read_csv(file.path(root, ""artifacts"", area, ""H09"", name), show_col_types = FALSE, progress = FALSE, na = """")
}"
"notebooks/hypotheses/H10.qmd","TOP_LEVEL","read_h10","function(...) {
    readr::read_csv(file.path(root, ""artifacts"", ...), show_col_types = FALSE, progress = FALSE, na = """")
}"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","TOP_LEVEL","read_h10_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE, progress = FALSE, na = """")
}"
"notebooks/hypotheses/H11.qmd","TOP_LEVEL","read_h11","function(...) {
    readr::read_csv(file.path(root, ...), show_col_types = FALSE)
}"
"audit/hypotheses/H11/H11_analysis_preparation.qmd","TOP_LEVEL","read_h11_csv","function(relative_path) {
    readr::read_csv(file.path(root, relative_path), show_col_types = FALSE)
}"
"scripts/report_harmonization/post_render_gt_html_semantics.R","TOP_LEVEL","read_declared_output_files","function(environment, project_dir) {
    list_file <- environment_value(environment, ""QUARTO_USE_FILE_FOR_PROJECT_OUTPUT_FILES"")
    if (nzchar(list_file)) {
        list_path <- resolve_path(list_file, project_dir, must_work = TRUE)
        assert_condition(file.exists(list_path) && !dir.exists(list_path), ""The Quarto output-list indirection path must be an existing file."")
        outputs <- readLines(list_path, warn = FALSE, encoding = ""UTF-8"")
    }
    else {
        output_value <- environment_value(environment, ""QUARTO_PROJECT_OUTPUT_FILES"")
        assert_condition(nzchar(output_value), paste0(""QUARTO_PROJECT_OUTPUT_FILES is missing and no output-list "", ""indirection file was declared.""))
        outputs <- strsplit(output_value, ""\n"", fixed = TRUE)[[1L]]
    }
    outputs <- sub(""\r$"", """", outputs)
    assert_condition(length(outputs) > 0L && all(nzchar(outputs)), ""The declared Quarto output list must contain only nonempty paths."")
    assert_condition(!anyDuplicated(outputs), ""The declared Quarto output list contains duplicate paths."")
    outputs
}"
"scripts/report_harmonization/repair_gt_html_semantics.R","TOP_LEVEL","read_file_raw","function(path) {
    size <- file.info(path)$size
    readBin(path, what = ""raw"", n = size)
}"
"scripts/descriptives/build_descriptives.R","TOP_LEVEL","read_plot_source_csv","function(path) {
    readr::read_csv(path, show_col_types = FALSE, progress = FALSE)
}"
"scripts/descriptives/build_descriptives.R","TOP_LEVEL","read_png_dimensions","function(path) {
    connection <- file(path, open = ""rb"")
    on.exit(close(connection), add = TRUE)
    signature <- readBin(connection, what = ""raw"", n = 8L)
    expected <- as.raw(c(137, 80, 78, 71, 13, 10, 26, 10))
    if (!identical(signature, expected)) {
        stop(""Not a PNG file: "", path, call. = FALSE)
    }
    seek(connection, where = 16L, origin = ""start"")
    dimensions <- readBin(connection, what = ""integer"", n = 2L, size = 4L, endian = ""big"", signed = TRUE)
    c(width_px = dimensions[[1L]], height_px = dimensions[[2L]])
}"
"scripts/pipeline/paths_io.R","TOP_LEVEL","artifact_sha256","function(path) {
    if (!file.exists(path)) {
        stop(""Cannot hash missing artifact: "", path, call. = FALSE)
    }
    connection <- file(path, open = ""rb"")
    on.exit(close(connection), add = TRUE)
    unname(unclass(as.character(openssl::sha256(connection))))
}"
"scripts/pipeline/paths_io.R","TOP_LEVEL","read_rds_artifact","function(path, expected_class = NULL) {
    if (!file.exists(path)) {
        stop(""Required RDS artifact does not exist: "", path, call. = FALSE)
    }
    object <- readRDS(path)
    if (!is.null(expected_class) && !inherits(object, expected_class)) {
        stop(""Artifact "", path, "" has class "", paste(class(object), collapse = ""/""), ""; expected "", expected_class, call. = FALSE)
    }
    object
}"
"scripts/pipeline/paths_io.R","TOP_LEVEL","manifest_row","function(metadata) {
    scalar <- vapply(metadata, length, integer(1)) == 1L
    as.data.frame(metadata[scalar], stringsAsFactors = FALSE, optional = TRUE)
}"
"scripts/pipeline/site_solar_context.R","TOP_LEVEL","read_site_metadata","function(path) {
    if (!is.character(path) || length(path) != 1L || is.na(path) || !nzchar(path)) {
        abort_pipeline(""`path` must be one non-empty file path"")
    }
    if (!file.exists(path)) {
        abort_pipeline(""Site metadata file does not exist: %s"", path)
    }
    metadata <- utils::read.csv(path, stringsAsFactors = FALSE, check.names = FALSE, fileEncoding = ""UTF-8"")
    validate_site_metadata(metadata, object = ""site metadata"")
    tibble::as_tibble(metadata)
}"
"scripts/descriptives/descriptive_contract.R","TOP_LEVEL","manifest_artifact_paths","function(manifest, root) {
    if (!""path"" %in% names(manifest)) {
        stop(""Shared artifact manifest has no `path` column"", call. = FALSE)
    }
    paths <- as.character(manifest$path)
    absolute <- grepl(""^/"", paths)
    paths[!absolute] <- file.path(root, paths[!absolute])
    vapply(paths, normalizePath, character(1), winslash = ""/"", mustWork = FALSE)
}"
"scripts/descriptives/build_descriptive_data.R","load_descriptive_inputs","read_csv","function(path) {
    readr::read_csv(path, show_col_types = FALSE, progress = FALSE)
}"
"scripts/descriptives/build_descriptive_replications.R","TOP_LEVEL","read_gap_timing_unaware_near_eye","function(root) {
    contract <- gap_timing_unaware_near_eye_contract(root)
    if (!file.exists(contract$path[[1L]])) {
        stop(""Gap-timing-unaware near-eye source is missing"", call. = FALSE)
    }
    observed_sha256 <- artifact_sha256(contract$path[[1L]])
    if (!identical(observed_sha256, contract$expected_sha256[[1L]])) {
        stop(""Gap-timing-unaware near-eye source hash changed: "", observed_sha256, call. = FALSE)
    }
    workspace <- new.env(parent = baseenv())
    loaded_objects <- base::load(contract$path[[1L]], envir = workspace)
    if (!contract$object[[1L]] %in% loaded_objects) {
        stop(""Expected gap-timing-unaware object is absent"", call. = FALSE)
    }
    data <- dplyr::as_tibble(dplyr::ungroup(workspace[[contract$object[[1L]]]]))
    required <- c(""site"", ""Id"", ""Date"", ""Datetime"", ""MEDI"", ""photoperiod.state"")
    if (!all(required %in% names(data))) {
        stop(""Gap-timing-unaware near-eye object is incomplete"", call. = FALSE)
    }
    list(data = data, provenance = dplyr::transmute(contract, dataset_id = .data$dataset_id, reader_label = .data$reader_label, source_path = substring(normalizePath(.data$path, winslash = ""/"", mustWork = TRUE), nchar(normalizePath(root, winslash = ""/"", mustWork = TRUE)) + 2L), source_object = .data$object, source_sha256 = observed_sha256, aggregation = .data$aggregation))
}"
"scripts/descriptives/build_previous_comparisons.R","TOP_LEVEL","read_previous_descriptive_tables","function(root) {
    path <- file.path(root, ""docs"", ""Descriptives.html"")
    if (!file.exists(path)) {
        stop(""Historical descriptive render is unavailable: "", path, call. = FALSE)
    }
    document <- xml2::read_html(path)
    nodes <- rvest::html_elements(document, ""table"")
    if (length(nodes) != 4L) {
        stop(""Expected four tables in the historical descriptive render; found "", length(nodes), call. = FALSE)
    }
    lapply(nodes, rvest::html_table, fill = TRUE)
}"
