"path","absolute_path","bytes","symlink","sha256"
"artifacts/12_manifests/import_alignment_artifacts.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/import_alignment_artifacts.csv",41887,,"f76d876fbce63068f38976c189c590618da730531abaeb6ab74093758f9bb350"
"artifacts/12_manifests/state_interval_artifacts.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/state_interval_artifacts.csv",9104,,"216392d001ac92a3f7313200bae0354b21315a70d7017309d022fb4d1fc6903a"
"artifacts/12_manifests/pinned_downloads.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/pinned_downloads.csv",19254,,"126b6db8ba69dabdacf9e252132d3db6676965a269301405c66268a49cb1e994"
"config/site_display_registry.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/config/site_display_registry.csv",295,,"3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809"
"artifacts/02_aligned/source_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/source_audit.csv",15677,,"6eba1b000d7245d6bee2b2e494070d655d1eebe85e4edd877726e2deae8a0ca8"
"artifacts/02_aligned/key_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/key_audit.csv",4745,,"fccd3d7fe2d9c39a4d668afbac21b083f418814023dc2e5dfc28614dc30b6c4f"
"artifacts/02_aligned/time_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/time_audit.csv",1985,,"27a1cd2ae351a4a2b5a3de7393f046661d3049b9d22b715349e28504cdd5c7fb"
"artifacts/02_aligned/stream_epoch_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/stream_epoch_audit.csv",63051,,"fd0f532edfc0979b6aaed82589aa5b59c7ed494f83c655f1d662fcaefeb5156f"
"artifacts/02_aligned/join_cardinality_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/join_cardinality_audit.csv",1022,,"cb63b4b1a5743b683a98b3bae3421adbe13887753932c347c43f14707cdd25d7"
"artifacts/02_aligned/state_conflict_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/state_conflict_audit.csv",1220,,"51a8409b3a21b31327cc4260da0c218ebde153594a0018f079815329f336cf8b"
"artifacts/02_aligned/state_interval_summary.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/state_interval_summary.csv",317,,"ac5af495a8b76be973bf68efdface6896160c0f4abf11e0092d2edde1f072765"
"artifacts/02_aligned/state_interval_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/state_interval_audit.csv",3022,,"3c9e05c6320bc8b47bfa2f2163bc44d6809db394c28fac67b1b14e7749812800"
"artifacts/02_aligned/saturation_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/saturation_audit.csv",958,,"6f3747b37beea89348c9b766af654436111c0bbfc902fdf5f0525d878b64e508"
"artifacts/02_aligned/sample_audit.csv","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/02_aligned/sample_audit.csv",4389,,"36d96c4e9d41dddd5b347f52b034879c771fe574ce79c8abfbbf8996cb19a27d"
