"route","file","unit","scope","kind","expression","target","dynamic","exists"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(manifest_registry$Manifest[index])","artifacts/12_manifests/import_alignment_artifacts.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(manifest_registry$Manifest[index])","artifacts/12_manifests/state_interval_artifacts.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/12_manifests/pinned_downloads.csv"")","artifacts/12_manifests/pinned_downloads.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""config/site_display_registry.csv"")","config/site_display_registry.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/source_audit.csv"")","artifacts/02_aligned/source_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/key_audit.csv"")","artifacts/02_aligned/key_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/time_audit.csv"")","artifacts/02_aligned/time_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/stream_epoch_audit.csv"")","artifacts/02_aligned/stream_epoch_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/join_cardinality_audit.csv"")","artifacts/02_aligned/join_cardinality_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/state_conflict_audit.csv"")","artifacts/02_aligned/state_conflict_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/state_interval_summary.csv"")","artifacts/02_aligned/state_interval_summary.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/state_interval_audit.csv"")","artifacts/02_aligned/state_interval_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/saturation_audit.csv"")","artifacts/02_aligned/saturation_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/sample_audit.csv"")","artifacts/02_aligned/sample_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/02_aligned/dst_fold_audit.csv"")","artifacts/02_aligned/dst_fold_audit.csv",FALSE,TRUE
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","READ_OR_INCLUDE","readr::read_csv(full_path, show_col_types = FALSE)","{path}",TRUE,FALSE
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/12_manifests/coverage_artifacts.csv"")","artifacts/12_manifests/coverage_artifacts.csv",FALSE,TRUE
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""config/site_display_registry.csv"")","config/site_display_registry.csv",FALSE,TRUE
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/coverage_settings.csv"")","artifacts/03_coverage/coverage_settings.csv",FALSE,TRUE
"notebooks/preparation/02_coverage_sample_flow.qmd","notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","READ_OR_INCLUDE","read_stored_csv(""artifacts/03_coverage/light_glasses_daily_coverage.csv"")","artifacts/03_coverage/light_glasses_daily_coverage.csv",FALSE,TRUE
