"route","file","unit","scope","name","value"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","root","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","manifest_registry","Imported and state-aligned measurements | Prepared sleep and wear intervals | artifacts/12_manifests/import_alignment_artifacts.csv | artifacts/12_manifests/state_interval_artifacts.csv"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","manifest_checks","{vector(""list"", nrow(manifest_registry))}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","manifest_objects","{vector(""list"", nrow(manifest_registry))}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","manifest","{read_stored_csv(manifest_registry$Manifest[index])}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","listed_paths","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/{manifest$path}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","exists","{file.exists(listed_paths)}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","observed_bytes","{rep(NA_real_, length(listed_paths))}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","observed_sha256","{rep(NA_character_, length(listed_paths))}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","manifest_summary","{dplyr::bind_rows(manifest_checks)}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","pinned_downloads","{read_stored_csv(""artifacts/12_manifests/pinned_downloads.csv"")}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","source_paths","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/{pinned_downloads$local_path}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","source_exists","{file.exists(source_paths)}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","source_bytes","{rep(NA_real_, length(source_paths))}"
"notebooks/preparation/01_import_state_alignment.qmd","notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","source_sha256","{rep(NA_character_, length(source_paths))}"
