"file","unit","scope","node","start_line","call","expression","eligible_unit","context","route"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","1",22,"library","library(digest)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","2",22,"library","library(dplyr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","3",22,"library","library(gt)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","4",22,"library","library(readr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","5",22,"library","library(scales)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","6",22,"library","library(tibble)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","7",22,"library","library(tidyr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","8/3/2",22,"Sys.getenv","Sys.getenv(""QUARTO_PROJECT_DIR"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","24/3",22,"file.exists","file.exists(source_paths)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","27/3/2",22,"file.info","file.info(source_paths[source_exists])",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","34/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/source_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/4/3/2",22,"utils::packageVersion","utils::packageVersion(""gt"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","1",21,"library","library(digest)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","2",21,"library","library(dplyr)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","3",21,"library","library(gt)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","4",21,"library","library(readr)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","5",21,"library","library(scales)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","6",21,"library","library(tibble)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","7",21,"library","library(tidyr)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","8/3/2",21,"Sys.getenv","Sys.getenv(""QUARTO_PROJECT_DIR"")",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","49/3/3/4/3/2",21,"utils::packageVersion","utils::packageVersion(""gt"")",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","1",21,"library","library(digest)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","2",21,"library","library(dplyr)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","3",21,"library","library(ggplot2)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","4",21,"library","library(gt)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","5",21,"library","library(readr)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","6",21,"library","library(scales)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","7",21,"library","library(tibble)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","8",21,"library","library(tidyr)",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","9/3/2",21,"Sys.getenv","Sys.getenv(""QUARTO_PROJECT_DIR"")",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","74/3/3/3/2",21,"utils::packageVersion","utils::packageVersion(""gt"")",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","74/3/3/4/2",21,"utils::packageVersion","utils::packageVersion(""dplyr"")",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
"notebooks/preparation/03_reference_profiles.qmd","chunk_1","TOP_LEVEL","74/3/3/5/2",21,"utils::packageVersion","utils::packageVersion(""ggplot2"")",TRUE,"notebooks/preparation/03_reference_profiles.qmd::TOP_LEVEL","notebooks/preparation/03_reference_profiles.qmd"
