"file","unit","scope","node","start_line","call","expression","eligible_unit","context","route"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","1",22,"library","library(digest)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","2",22,"library","library(dplyr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","3",22,"library","library(gt)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","4",22,"library","library(readr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","5",22,"library","library(scales)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","6",22,"library","library(tibble)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","7",22,"library","library(tidyr)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","8/3/2",22,"Sys.getenv","Sys.getenv(""QUARTO_PROJECT_DIR"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/2/3",22,"read_stored_csv","read_stored_csv(manifest_registry$Manifest[index])",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/5/3",22,"file.exists","file.exists(listed_paths)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","18/4/8/3/2",22,"file.info","file.info(listed_paths[exists])",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","21/3",22,"read_stored_csv","read_stored_csv(""artifacts/12_manifests/pinned_downloads.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","24/3",22,"file.exists","file.exists(source_paths)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","27/3/2",22,"file.info","file.info(source_paths[source_exists])",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","32/3",22,"read_stored_csv","read_stored_csv(""config/site_display_registry.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","34/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/source_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","35/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/key_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","36/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/time_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","37/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/stream_epoch_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","38/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/join_cardinality_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","39/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/state_conflict_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","40/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/state_interval_summary.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","41/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/state_interval_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","42/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/saturation_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","43/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/sample_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","44/3",22,"read_stored_csv","read_stored_csv(""artifacts/02_aligned/dst_fold_audit.csv"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","TOP_LEVEL","61/3/3/4/3/2",22,"utils::packageVersion","utils::packageVersion(""gt"")",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::TOP_LEVEL","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/3/2",22,"file.exists","file.exists(full_path)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::read_stored_csv","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/01_import_state_alignment.qmd","chunk_1","read_stored_csv","11/body/4",22,"readr::read_csv","readr::read_csv(full_path, show_col_types = FALSE)",TRUE,"notebooks/preparation/01_import_state_alignment.qmd::read_stored_csv","notebooks/preparation/01_import_state_alignment.qmd"
"notebooks/preparation/02_coverage_sample_flow.qmd","chunk_1","TOP_LEVEL","1",21,"library","library(digest)",TRUE,"notebooks/preparation/02_coverage_sample_flow.qmd::TOP_LEVEL","notebooks/preparation/02_coverage_sample_flow.qmd"
