run_order,run_id,dataset_id,placement_id,sample_role,analysis_role,test_role,metric_slot,metric_id,predictor_order,predictor_id,predictor,contrast,participant_days,participants,sites,estimate,lower_95,upper_95,effect_scale,interval_type,response_family,response_transform,result_status,source_frame_sha256,source_branch,abbreviation,manuscript_category,analysis_unit,display_unit,variant_label,manuscript_name,dataset_label,placement_label,sample_role_label,association_raw_p_value,site_heterogeneity_raw_p_value,association_bh_adjusted_p_value,site_heterogeneity_bh_adjusted_p_value,association_slot_status,site_heterogeneity_slot_status,association_fdr_supported,site_heterogeneity_fdr_supported,association_h01_claim_eligible,site_heterogeneity_h01_claim_eligible,association_claim_status,site_heterogeneity_claim_status,association_adjusted_inferential_decision,site_heterogeneity_adjusted_inferential_decision
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,1,daily_geometric_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.6899141437342402,0.6277466269309191,0.7582382848501225,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,d4ac66042e1584fc8191789e17a975c536a4d18cd5347e04ee26444e43fafb3b,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Near eye,All available,3.1420488219116e-14,3.694138536341625e-4,2.3565366164336996e-13,0.00184706926817081,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,2,m10_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.5211185312387892,0.4435685259503608,0.612226764779211,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,e3583cd6cf203a7423f355434539365bd944f25536d62d8fd35142881ff41ffb,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Near eye,All available,5.5637844044217364e-15,4.717279509030251e-6,8.345676606632604e-14,3.537959631772688e-5,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,3,l10_mean_medi,1,work_free_day,Work/free day,Free day versus Work day,784,141,9,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,c674ab22cd08786ecaa074b548d0475be0a8c20f5098cae96d3fc5ab75dc1ecd,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Near eye,All available,,,,,FROZEN_NAMED_NA_L10_COMPONENT_FAILURE,FROZEN_NAMED_NA_L10_COMPONENT_FAILURE,FALSE,FALSE,FALSE,FALSE,NO_L10_CLAIM_NON_ESTIMABLE_NAMED_NA_SLOT,NO_L10_SITE_INTERACTION_CLAIM_NON_ESTIMABLE_NAMED_NA_SLOT,NOT_ESTIMABLE,NOT_ESTIMABLE
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,4,duration_above_1000,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.9575610346739946,0.8347868429002742,1.098391934329359,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,6fb7c61bf7a182124851918f01b4ebd18efa4e4bae453d9517ad5e8b00be1d4d,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Near eye,All available,0.5355620709844542,0.00700018359337916,0.6694525887305678,0.01500039341438391,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,TRUE,FALSE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_GE_0.05,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,5,duration_above_250_wake,1,work_free_day,Work/free day,Free day minus Work day,729,141,9,0.6997328377913065,0.6263502463769952,0.7817128629159552,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,b1faee77f9936c83fa48ee43a2141b60e3c9af1af1f70cb357cc9deb80d2df32,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Near eye,All available,4.2108036814377005e-10,0.004723101936432,1.5790513805391375e-9,0.01293648717652017,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,6,duration_below_10_pre_sleep,1,work_free_day,Work/free day,Free day minus Work day,648,139,9,0.16553310450831613,0.02648117033429159,0.30458503868234066,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,403357cc256de9d127a6860a607c5919f9b5842e6f0a0e6ec2f74516b1af5ce1,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Near eye,All available,0.01788647528952825,0.9486587153460676,0.02981079214921376,1,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,7,duration_below_1_sleep_environment,1,work_free_day,Work/free day,Free day minus Work day,770,141,9,1.0015413929873531,0.9718645445705296,1.0321244534240266,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,69a94ed5a0eabf0ac84ff8607811ee7bb27f5a309b433b6e2d318160af43af73,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Near eye,All available,0.9200661343703208,0.00298652371128309,0.9857851439682008,0.01119946391731158,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,FALSE,TRUE,FALSE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_GE_0.05,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,8,longest_bout_above_250,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.8865468421533623,0.795029941587205,0.9885983687142528,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,af4556a70023c58eaa2b9d1aa1b360324ca34319b64f4b03349cdb38e8d60b86,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Near eye,All available,0.02939751729246883,0.01277194283165619,0.04409627593870324,0.02394739280935536,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,TRUE,TRUE,TRUE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,9,m10_midpoint,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.711715302380886,0.4359491304141725,0.9874814743475996,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,2ef675e201a4999eb164c9771f023118e2e66866b539a80727be698c9e066e1b,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Near eye,All available,1.071907868400944e-6,0.865677245615385,3.215723605202833e-6,0.998858360325444,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,10,l10_midpoint,1,work_free_day,Work/free day,Free day minus Work day,784,141,9,0.5731152650819543,0.31568970482312814,0.8305408253407804,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,74eaa3b8d040a985afb150ff4944de22ebf15a8180d9406578801e27a8e5cc08,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Near eye,All available,2.1164640767517272e-5,0.14148581011780492,4.5352801644679866e-5,0.23580968352967488,ESTIMABLE_PRODUCTION_RAW_TEST,ESTIMABLE_PRODUCTION_RAW_TEST,TRUE,FALSE,TRUE,FALSE,ASSOCIATION_CLAIM_ELIGIBLE_WITH_EXPLICIT_LIMITATIONS,SITE_INTERACTION_CLAIM_SENSITIVITY_DEPENDENT_WITH_LIMITATIONS,BH_Q_LT_0.05_WITH_EXPLICIT_DIAGNOSTIC_LIMITATIONS,BH_Q_GE_0.05
