run_id,placement,factor_order,factor_id,factor_label,deletion_level,candidate_id,participant_key,local_date,candidate_reason,screen_score,screened_mder,observations_removed,participants_removed,full_estimate_per_point,full_standard_error_per_point,full_estimate_per_sd,sensitivity_estimate_per_point,sensitivity_conf_low_per_point,sensitivity_conf_high_per_point,sensitivity_estimate_per_sd,absolute_change_per_point,change_in_full_standard_errors,sign_reversal,sensitivity_interval_contains_zero,refit_status
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant,KNUST::KNUST_S007,KNUST::KNUST_S007,,participant_with_Tukey_outer_tail_day,,3.5741020070192846,1,1,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,0.0037803618928413264,-3.923724446942096e-4,0.007953096230376863,0.014962260070944838,0.004179827847930271,0.8231609642510315,TRUE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant,UCR::UCR_S015,UCR::UCR_S015,,top_3_maximum_absolute_pearson_residual,0.35719902658072944,,5,1,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,-3.0583243473595776e-4,-0.010314840973896896,0.00970317610442498,-0.0012078763750571495,9.363352035298702e-5,0.01843986444038572,FALSE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant,UCR::UCR_S020,UCR::UCR_S020,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.7062581336677465,1.717271047644382,6,1,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,-3.902991143144213e-4,-0.010461325485001236,0.009680727256372394,-0.0015434502856469562,9.166840774523476e-6,0.0018052861901546662,FALSE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant,UCR::UCR_S028,UCR::UCR_S028,,top_2_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.43229230240569994,1.335177196204089,6,1,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,-7.12844423490949e-4,-0.010802510376377174,0.009376821529395275,-0.0028188466095946997,3.1337846840200426e-4,0.061715681030509416,FALSE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant_day,KNUST::KNUST_S007::2024-11-19,KNUST::KNUST_S007,2024-11-19,Tukey_outer_tail_day,,3.5741020070192846,1,1,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,0.0037803618928413264,-3.923724446942096e-4,0.007953096230376863,0.014962260070944838,0.004179827847930271,0.8231609642510315,TRUE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant_day,UCR::UCR_S020::2025-07-24,UCR::UCR_S020,2025-07-24,Tukey_outer_tail_day,,1.717271047644382,1,0,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,-4.0877332285210765e-4,-0.010447412304540816,0.009629865658836601,-0.0016132707649272975,9.30736776316287e-6,0.0018329610934473884,FALSE,TRUE,PASS
main__chest__all_available,chest,1,leba_f2,Spending time outdoors,participant_day,UCR::UCR_S028::2025-08-13,UCR::UCR_S028,2025-08-13,Tukey_outer_tail_day,,1.335177196204089,1,0,-3.994659550889448e-4,0.005077777044169443,-0.001576538171405851,-6.12627055965735e-4,-0.010599459299450406,0.009374205187518936,-0.002417802884731238,2.1316110087679023e-4,0.041979216303234985,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,KNUST::KNUST_S007,KNUST::KNUST_S007,,participant_with_Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.0024143844494413287,-0.007304609497381279,0.002475840598498621,-0.007739875227344167,0.0017107571975785436,0.289395766418686,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,UCR::UCR_S015,UCR::UCR_S015,,top_3_maximum_absolute_pearson_residual,0.3563397538483385,,5,1,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.003469259383464554,-0.015405464728564239,0.008466945961635131,-0.010892500290377026,6.558822635553182e-4,0.11095060749162765,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,UCR::UCR_S020,UCR::UCR_S020,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.7062645584789164,1.717271047644382,6,1,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.004124002911482463,-0.01584823634382821,0.007600230520863285,-0.013220457901584078,1.138735537409112e-6,1.926312185406277e-4,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant,UCR::UCR_S028,UCR::UCR_S028,,top_2_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.4320639276429854,1.335177196204089,6,1,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.003966586034443145,-0.015670172747228102,0.0077370006783418115,-0.012700844114016216,1.5855561257672752e-4,0.026821645460018376,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant_day,KNUST::KNUST_S007::2024-11-19,KNUST::KNUST_S007,2024-11-19,Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.0024143844494413287,-0.007304609497381279,0.002475840598498621,-0.007739875227344167,0.0017107571975785436,0.289395766418686,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant_day,UCR::UCR_S020::2025-07-24,UCR::UCR_S020,2025-07-24,Tukey_outer_tail_day,,1.717271047644382,1,0,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.0041351697641607175,-0.015821961479318716,0.00755162195099728,-0.013212330073822678,1.0028117140845234e-5,0.0016963802051039032,FALSE,TRUE,PASS
main__chest__all_available,chest,2,leba_f3,Using phones and smartwatches in bed before sleep,participant_day,UCR::UCR_S028::2025-08-13,UCR::UCR_S028,2025-08-13,Tukey_outer_tail_day,,1.335177196204089,1,0,-0.004125141647019872,0.005911479696988691,-0.01318028911752818,-0.004007067083500879,-0.015634944163298407,0.007620809996296647,-0.0128030276759167,1.1807456351899288e-4,0.019973774684389104,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant,KNUST::KNUST_S007,KNUST::KNUST_S007,,participant_with_Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-5.730561694891629e-4,-0.004360405650689763,0.003214293311711437,-0.0023971480114449097,0.00380041858352874,0.8283143753460364,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant,UCR::UCR_S015,UCR::UCR_S015,,top_3_maximum_absolute_pearson_residual,0.3571803247255243,,5,1,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-0.004360256864525512,-0.013400981448729733,0.00468046771967871,-0.018284593315970786,1.3217888492391035e-5,0.002880884515568953,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant,UCR::UCR_S020,UCR::UCR_S020,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.7062456421965329,1.717271047644382,6,1,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-0.004388940849965443,-0.013491952299936364,0.004714070600005478,-0.018404878662624885,1.5466096947539844e-5,0.0033708893245774293,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant,UCR::UCR_S028,UCR::UCR_S028,,top_2_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.43222095361935964,1.335177196204089,6,1,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-0.004378826089615104,-0.013447899590558834,0.0046902474113286255,-0.018362462748782945,5.3513365972012936e-6,0.0011663423208138968,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant_day,KNUST::KNUST_S007::2024-11-19,KNUST::KNUST_S007,2024-11-19,Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-5.730561694891629e-4,-0.004360405650689763,0.003214293311711437,-0.0023971480114449097,0.00380041858352874,0.8283143753460364,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant_day,UCR::UCR_S020::2025-07-24,UCR::UCR_S020,2025-07-24,Tukey_outer_tail_day,,1.717271047644382,1,0,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-0.004406723893638357,-0.013480087960588243,0.004666640173311528,-0.01841968042634581,3.324914062045447e-5,0.007246765201914237,FALSE,TRUE,PASS
main__chest__all_available,chest,3,leba_f4,Controlling and using ambient light before bedtime,participant_day,UCR::UCR_S028::2025-08-13,UCR::UCR_S028,2025-08-13,Tukey_outer_tail_day,,1.335177196204089,1,0,-0.004373474753017903,0.004588135491359882,-0.01828070222860496,-0.004379022881728924,-0.013403958191520661,0.004645912428062813,-0.018303892870970544,5.548128711021193e-6,0.001209233842694732,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant,KNUST::KNUST_S007,KNUST::KNUST_S007,,participant_with_Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.0021507845764694605,-0.0065335676137967084,0.002231998460857787,-0.007991471424857715,0.0023265470665287057,0.4356434234698333,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant,UCR::UCR_S015,UCR::UCR_S015,,top_3_maximum_absolute_pearson_residual,0.3569246394690424,,5,1,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.004284553194409842,-0.014830477034770823,0.0062613706459511385,-0.01591971822562271,1.9277844858832383e-4,0.03609755612618054,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant,UCR::UCR_S020,UCR::UCR_S020,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.7064255986044468,1.717271047644382,6,1,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.004691731228205724,-0.015290666886547458,0.005907204430136012,-0.017471390044688253,2.1439958520755743e-4,0.04014609058809691,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant,UCR::UCR_S028,UCR::UCR_S028,,top_2_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.4326990140355562,1.335177196204089,6,1,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.004847178502537298,-0.015457063092617174,0.005762706087542579,-0.01798842867711758,3.698468595391318e-4,0.06925342468553321,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant_day,KNUST::KNUST_S007::2024-11-19,KNUST::KNUST_S007,2024-11-19,Tukey_outer_tail_day,,3.5741020070192846,1,1,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.0021507845764694605,-0.0065335676137967084,0.002231998460857787,-0.007991471424857715,0.0023265470665287057,0.4356434234698333,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant_day,UCR::UCR_S020::2025-07-24,UCR::UCR_S020,2025-07-24,Tukey_outer_tail_day,,1.717271047644382,1,0,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.004611345372035354,-0.015171860756652864,0.005949170012582155,-0.017118117146700303,1.3401372903718792e-4,0.02509392590833228,FALSE,TRUE,PASS
main__chest__all_available,chest,4,leba_f5,Using light in the morning and during daytime,participant_day,UCR::UCR_S028::2025-08-13,UCR::UCR_S028,2025-08-13,Tukey_outer_tail_day,,1.335177196204089,1,0,-0.004477331642998166,0.005340484766183577,-0.016620634844282303,-0.004697851390505485,-0.015200232688385606,0.0058045299073746365,-0.017439242553408393,2.2051974750731881e-4,0.041292084363514975,FALSE,TRUE,PASS
main__glasses__all_available,glasses,1,leba_f2,Spending time outdoors,participant,IZTECH::IZTECH_S003,IZTECH::IZTECH_S003,,top_3_maximum_absolute_pearson_residual,0.2300425596200899,,6,1,0.0010548724042982252,0.002036532366289808,0.004060282047002446,0.0010387665869142676,-0.0029679040481801412,0.005045437222008677,0.0040118029343902545,1.6105817383957593e-5,0.007908451469052499,FALSE,TRUE,PASS
main__glasses__all_available,glasses,1,leba_f2,Spending time outdoors,participant,KNUST::KNUST_S011,KNUST::KNUST_S011,,top_2_maximum_absolute_pearson_residual,0.2920936457173806,,6,1,0.0010548724042982252,0.002036532366289808,0.004060282047002446,0.0014952106022785288,-0.00252068314182235,0.005511104346379407,0.005686176993144922,4.4033819798030356e-4,0.2162195923173663,FALSE,TRUE,PASS
main__glasses__all_available,glasses,1,leba_f2,Spending time outdoors,participant,RISE::RISE_S001,RISE::RISE_S001,,top_1_maximum_absolute_pearson_residual;participant_with_Tukey_outer_tail_day,0.954161008704512,1.8572919415446438,6,1,0.0010548724042982252,0.002036532366289808,0.004060282047002446,8.696601925899926e-4,-0.003098871411456422,0.004838191796636407,0.003352807775731751,1.8521221170823257e-4,0.09094488984020203,FALSE,TRUE,PASS
