run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,effect_status
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.0069791046856286865,0.004795252930897632,-0.016377627726948178,0.0024194183556908054,0.9840584508619765,0.9629913192887705,1.0055864630514797,-0.03866312587682787,0.026564935766087008,-0.09072944322997833,0.013403191476322601,0.9148225771226791,0.8114664277631963,1.0313431572521026,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,-0.012609982638299575,0.006937958094653146,-0.02620813063006787,9.881653534687205e-4,0.9713819234095198,0.9414383149228385,1.0022779253509726,-0.06985729087186948,0.038435180331095394,-0.1451888600601187,0.005474278316379727,0.8514177680431193,0.7158320512401937,1.0126847694003107,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,0.0018744910562078889,0.00369432180134319,-0.005366246621725897,0.009115228734141674,1.004325503262736,0.9877197854011297,1.0212103993586705,0.010384381224484398,0.020465953051107523,-0.029728149664973964,0.05049691211394276,1.0241990796145055,0.9338386621601692,1.1233029828264722,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,-0.02397519482658194,0.012443829279695768,-0.04836465204455064,4.1426239138676185e-4,0.9763099269946006,0.9527862882552453,1.0004143482099013,-0.13281875215461228,0.06893682778843345,-0.26793245182838177,0.002294947519157209,0.875623782651153,0.7649594509700169,1.0022975829268703,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,-0.019020351161728066,0.010183488029337726,-0.03897962093622477,9.389186127686383e-4,0.9811593943061068,0.9617703089251162,1.0009393595348353,-0.10536970919803831,0.05641489808201479,-0.21594087763028502,0.005201459234208408,0.8999917258518436,0.8057829402621228,1.0052150103082231,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,0.011326253326123196,0.011529787546962782,-0.011271715015322266,0.03392422166756866,0.011326253326123196,-0.011271715015322266,0.03392422166756866,0.06274563540542365,0.06387318249850098,-0.06244350186959234,0.18793477268043962,0.06274563540542365,-0.06244350186959234,0.18793477268043962,difference,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,-3.9411301062586507e-4,0.0032174865252085736,-0.0067002707207775925,0.005912044699525862,0.9996059646417051,0.9933221260437092,1.005929555326653,-0.0021833231662079294,0.0178243617390202,-0.037118430222101234,0.032751783889685374,0.9978190585501486,0.9635620137281683,1.033294027183171,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,-0.006833500740197592,0.004043113710907122,-0.014757857998975638,0.001090856518580454,0.9843884269968873,0.9665896533159105,1.0025149471455197,-0.037856503262044996,0.022398204552085643,-0.08175617750249393,0.006043170978403942,0.916523271713635,0.8284071192035084,1.0140121784567928,ratio,wald_normal,PASS
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,-0.013132617629244503,0.006663866329607484,-0.02619355563306429,-7.16796254247188e-5,0.9702136542891531,0.9414699102836839,0.9998349651827696,-0.07275260529295104,0.036916755706288704,-0.1451081169033404,-3.97093682561675e-4,0.8457604931984772,0.7159651496680485,0.9990860758892799,ratio,wald_normal,PASS
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,-0.0052560247445489145,0.004297673699098512,-0.013679310412087024,0.0031672609229891945,0.9879704958054982,0.9689931112620717,1.0073195456579176,-0.029117538060243454,0.023808426250997,-0.07578119604077554,0.017546119920288636,0.935152548914639,0.8398830253875388,1.0412286750741624,ratio,wald_normal,PASS
