"check","pass"
"stop_manifest_identity",TRUE
"143_exact_unique_noncircular_members",TRUE
"current_edit_targets",TRUE
"one_exact_missing_blank_line",TRUE
"one_exact_execution_accounting_phrase",TRUE
"internal_two_change_reverse",TRUE
"unique_formatter_insertion_point",TRUE
"formatter_exact_insertion_reverse",TRUE
"frozen_temporal_leaf_identities",TRUE
"frozen_original_to_export_exact_fields",TRUE
"only_two_recorded_fallback_metadata_rows",TRUE
"one_exact_display_row_1",TRUE
"one_exact_display_row_2",TRUE
"paired_display_exact_reverse",TRUE
"only_two_route_string_cells",TRUE
"complete_formatter_table_set_unchanged",TRUE
"complete_other_formatted_tables_unchanged",TRUE
"formatter_pair_bindings_and_notes_unchanged",TRUE
"old_display_matches_full_formatter",TRUE
"prospective_display_matches_full_formatter",TRUE
"exact_two_existing_leaf_manifest_rows",TRUE
"unique_exact_manifest_line_1",TRUE
"unique_exact_manifest_line_2",TRUE
"only_two_existing_manifest_rows_resealed",TRUE
"all_author_files_still_exact",TRUE
