run_id,model_role,fitted_bin,observations,fitted_mean,fitted_minimum,fitted_maximum,pearson_mean,pearson_q25,pearson_q75,absolute_pearson_mean,observed_mean,zero_fraction
main__glasses__all_available,additive,28,553,402.79052841321516,402.79052841321516,402.79052841321516,1.695418664127867,-20.129137111760897,-12.23494725288737,32.124513652591766,439.6280713384256,0.28028933092224234
main__glasses__all_available,additive,27,553,359.59793026973864,359.59793026973864,359.59793026973864,-7.414980084673673,-18.929441495736423,-9.189696609259416,19.796890344394235,218.57887938620715,0.2911392405063291
main__glasses__all_available,additive,30,553,518.5324244624835,518.5324244624835,518.5324244624835,10.003769291294015,-22.661107265027393,-17.635165368719875,45.778467209174934,744.9689942543511,0.28390596745027125
main__glasses__all_available,additive,20,553,182.8454987791987,182.8454987791987,182.8454987791987,-1.09828677843011,-13.46178439915637,-4.386996755294319,17.775486469563468,168.15800296442873,0.3092224231464738
main__glasses__all_available,additive,19,553,174.29149045107968,174.29149045107968,174.29149045107968,-1.3807977409920587,-13.16749010566512,-7.656502582916929,17.73205757010215,155.73053702191388,0.2875226039783002
main__glasses__all_available,additive,23,553,245.67843342658142,245.67843342658142,245.67843342658142,-2.356846967125897,-15.575068431959831,-9.46758375539674,21.206173307769024,208.76067147247377,0.24593128390596744
main__glasses__all_available,additive,29,553,475.9394024158184,475.9394024158184,475.9394024158184,3.5191165824479116,-21.781430962434246,-16.63215229741258,37.92533422161586,550.8444299643344,0.27486437613019893
main__glasses__all_available,additive,26,553,342.6184830947084,342.6184830947084,342.6184830947084,1.0900769129296102,-18.42965170052493,-9.010692865250261,27.082160528214413,362.72052138696955,0.2585895117540687
main__glasses__all_available,additive,18,553,166.474532550015,166.474532550015,166.474532550015,-1.8574483612674124,-12.839531627216022,-0.6256661242027804,14.276623101894446,142.68979963209628,0.2314647377938517
main__glasses__all_available,additive,15,553,139.32740679864176,139.32740679864176,139.32740679864176,2.9035745470414827,-11.76980576035308,-2.3171239267762545,18.4548490219135,173.4367011512608,0.27124773960216997
main__glasses__all_available,additive,24,553,278.8990843732316,278.8990843732316,278.8990843732316,-2.926480787613687,-16.700223709269782,-7.41641694604717,20.54051671162877,229.30179035892317,0.2730560578661845
main__glasses__all_available,additive,16,553,142.98952874499804,142.98952874499804,142.98952874499804,3.3326671277121593,-11.892378776682165,-3.697346380231561,19.837775841170767,182.64146146571468,0.2513562386980108
main__glasses__all_available,additive,25,553,308.23023562327506,308.23023562327506,308.23023562327506,-5.479647008127937,-17.28624943518956,-8.952772568208092,20.345194231191385,208.34278408050088,0.2640144665461121
main__glasses__all_available,additive,21,553,195.68167491891793,195.68167491891793,195.68167491891793,-0.9597572296898463,-13.965139997718293,-9.498745036440228,20.477742809063024,182.2617038709293,0.2875226039783002
main__glasses__all_available,additive,13,553,129.9953059101381,129.9953059101381,129.9953059101381,-3.534208016715507,-11.338971631000568,-4.561654207745942,12.521719263185469,89.70672723661583,0.30560578661844484
main__glasses__all_available,additive,17,553,156.24211935617797,156.24211935617797,156.24211935617797,-4.299984392666606,-12.540306823295627,-8.342666687359639,14.522052876244906,102.35813596988046,0.2766726943942134
main__glasses__all_available,additive,22,553,209.57480065679096,209.57480065679096,209.57480065679096,-3.888431343686001,-14.27524637496858,-8.37895000236982,17.36834626149181,152.92635359420578,0.24050632911392406
main__glasses__all_available,additive,4,554,67.42317225298852,67.42317225298852,67.42317225298852,1.5731755556722866,-8.131106161263938,-1.9829872905754595,12.36743464839302,79.77569908494246,0.2924187725631769
main__glasses__all_available,additive,8,553,99.00170673618356,99.00170673618356,99.00170673618356,-4.438094682400361,-9.865397020399508,-7.142775618746594,10.855295663342135,54.57921500269715,0.23688969258589512
main__glasses__all_available,additive,14,553,136.80331464843766,136.80331464843766,136.80331464843766,-0.8990972433400056,-11.665347720829143,-1.3783353683608344,14.310978982025826,126.28719681872118,0.27486437613019893
main__glasses__all_available,additive,5,554,79.33344579679795,79.33344579679795,79.33344579679795,0.869321939184082,-8.791835337937272,-1.0195642444869408,12.096597156180083,87.4563488064644,0.27256317689530685
main__glasses__all_available,additive,7,553,89.60609671617621,89.60609671617621,89.60609671617621,2.570525514365925,-9.36176467745836,0.5366037172274795,14.66617398368669,113.99941193437486,0.2911392405063291
main__glasses__all_available,additive,9,553,109.63234846979884,109.63234846979884,109.63234846979884,-4.018813084147485,-10.404118575433493,-3.126394825165728,10.323660782149481,67.70902881202015,0.27848101265822783
main__glasses__all_available,additive,6,554,84.49548971476837,84.49548971476837,84.49548971476837,6.618591668733307,-9.160986021996477,-3.150676436002609,19.01656320167836,145.45916963542564,0.31227436823104693
main__glasses__all_available,additive,10,553,114.66939217796346,114.66939217796346,114.66939217796346,2.961360093565654,-10.68298634790821,-5.84898095114127,18.409561225714512,146.57536858306614,0.30198915009041594
main__glasses__all_available,additive,11,553,121.20975092410448,121.20975092410448,121.20975092410448,-0.2970064588606346,-10.977986996825864,-8.94955887943317,17.04379724817292,118.18960414554472,0.35985533453887886
main__glasses__all_available,additive,12,553,125.6737417138608,125.6737417138608,125.6737417138608,-2.0107998357581196,-11.187038636925333,-4.972160995128931,14.15431865056922,103.26315769254386,0.3453887884267631
main__glasses__all_available,additive,3,554,60.89914268249756,60.89914268249756,60.89914268249756,5.5318572767388785,-7.745640792528423,12.776302876654128,14.56478858040094,104.23995111792625,0.3231046931407942
main__glasses__all_available,additive,2,554,56.0612134605762,56.0612134605762,56.0612134605762,4.6545003398710945,-7.465133301753285,1.6419281201705491,13.939840446551278,90.82733552607473,0.3267148014440433
main__glasses__all_available,additive,1,554,48.988670567298264,48.988670567298264,48.988670567298264,3.2706688576960623,-6.858492977025225,3.0072748288170272,11.394422617176662,71.75962664301079,0.24187725631768953
main__chest__all_available,additive,29,611,441.39982782959686,441.39982782959686,441.39982782959686,-2.900211303836398,-20.964768648180492,-15.938633417644974,30.71507782616749,382.39494150480294,0.3011456628477905
main__chest__all_available,additive,30,611,590.9642179900341,590.9642179900341,590.9642179900341,12.023452304399788,-24.966531380787195,-17.767424399495347,50.40466635214683,874.2530470235243,0.27168576104746317
main__chest__all_available,additive,22,612,247.40870495425722,247.40870495425722,247.40870495425722,-4.7606394987261424,-15.686453574406418,-6.772903709982819,17.856918364792023,172.57452277836165,0.2647058823529412
main__chest__all_available,additive,21,612,233.5064331986709,233.5064331986709,233.5064331986709,1.0321689820355855,-15.201689404578001,-11.721184818329359,25.081547269288883,249.60093160152337,0.29248366013071897
main__chest__all_available,additive,28,611,409.759345353543,409.759345353543,409.759345353543,-4.384132896011557,-20.21290152011256,-15.999410967128924,28.93039775599084,321.3582618552507,0.29296235679214405
main__chest__all_available,additive,26,611,319.29495203961653,319.29495203961653,319.29495203961653,-1.6478061506639545,-17.99265892183069,-10.641948303415333,25.657060304931164,284.2551138274388,0.309328968903437
main__chest__all_available,additive,27,611,379.18696007548687,379.18696007548687,379.18696007548687,7.903526544143019,-19.475200390962407,-13.715587861454143,37.72493434373797,530.2553912692374,0.32078559738134205
main__chest__all_available,additive,23,611,256.3953803376947,256.3953803376947,256.3953803376947,1.162153583776356,-15.948803902431226,-6.672771963813702,23.73308799354667,275.6554004661362,0.28805237315875615
main__chest__all_available,additive,20,612,204.11370265231415,204.11370265231415,204.11370265231415,-1.1342828013319168,-14.425325036175868,-9.951047473667032,21.24871548689347,187.4808604721469,0.32679738562091504
main__chest__all_available,additive,25,611,287.4075538436228,287.4075538436228,287.4075538436228,-6.743560341882402,-16.898344908277636,-10.951054125740884,18.936766529289443,172.976333306306,0.24549918166939444
main__chest__all_available,additive,14,612,143.17776354119758,143.17776354119758,143.17776354119758,-4.258619044666924,-11.959107442736203,-8.869434568686328,14.555167310325789,92.1353556705645,0.29411764705882354
main__chest__all_available,additive,19,612,180.05760335008353,180.05760335008353,180.05760335008353,-0.22476363726582674,-13.351907804833548,-2.9368282391862484,17.609336114299232,176.76543525486795,0.24673202614379086
main__chest__all_available,additive,15,612,150.86255440868595,150.86255440868595,150.86255440868595,-2.544695348313898,-12.243897693739754,-8.004335417464477,15.852003132469324,119.85792809180944,0.31699346405228757
