component,basis_k,term,Estimate,Std. Error,z value,Pr(>|z|),t value,Pr(>|t|)
occurrence,12,(Intercept),1.9053481552135056,0.35288871185765835,5.3992890426658064,6.690550556734462e-8,,
occurrence,12,previous_sleep_duration_centered_h,-0.19823594427615876,0.03316113202362648,-5.977960708184527,2.2594821182288864e-9,,
occurrence,12,siteTHUAS,0.39576493090143616,0.38824710266219836,1.019363514080822,0.30803042103004347,,
occurrence,12,siteBAUA,0.2874383653774671,0.3575527115254516,0.8039048680435092,0.42145191842447766,,
occurrence,12,siteMPI,0.6204620690768329,0.32858019548881656,1.8883124351234697,0.05898401889663068,,
occurrence,12,siteTUM,1.4258521867393257,0.406320465570774,3.509181317599585,4.494883625645117e-4,,
occurrence,12,siteFUSPCEU,-0.8193915603162705,0.3492505384687774,-2.3461425826535214,0.018968849463439817,,
occurrence,12,siteIZTECH,0.8509498423106046,0.356621954711356,2.386139807346829,0.01702627696365341,,
occurrence,12,siteUCR,1.1390078508156458,0.49171847722760453,2.316382042907098,0.02053741833204725,,
occurrence,12,siteKNUST,-1.1281929448626038,0.36648233073033937,-3.0784374859609187,0.0020808918329429118,,
occurrence,12,work_free_dayFree day,0.007865955871047844,0.31272773405846865,0.025152728761745187,0.9799331419968572,,
occurrence,12,"activity_statusActive (light, moderate, or vigorous exercise)",0.12674580618432435,0.2856980561459717,0.4436355216906555,0.6573061195431369,,
occurrence,12,"work_free_dayFree day:activity_statusActive (light, moderate, or vigorous exercise)",-0.35990267080026217,0.3712296776331283,-0.9694878736390786,0.3323018276326237,,
positive_magnitude,12,(Intercept),3.8890452486388303,0.24096116554480784,,,16.139717949345844,5.621277991235047e-58
positive_magnitude,12,previous_sleep_duration_centered_h,-0.0958857627569818,0.0262040125770874,,,-3.659201523999558,2.541091417548745e-4
positive_magnitude,12,siteTHUAS,-0.14692501301174976,0.3165671130465924,,,-0.4641196351628772,0.6425706273831554
positive_magnitude,12,siteBAUA,-0.08068508442374034,0.2927202480108905,,,-0.2756388906200246,0.7828302798573173
positive_magnitude,12,siteMPI,-0.6596209683021299,0.26821403322500054,,,-2.4593081889521575,0.013934800954023219
positive_magnitude,12,siteTUM,-0.1033838920990363,0.3280768594738277,,,-0.3151209514284068,0.7526754135515142
positive_magnitude,12,siteFUSPCEU,-0.7544985709096736,0.2892340532089147,,,-2.6086090574013316,0.00910260625264167
positive_magnitude,12,siteIZTECH,-0.5089330138799486,0.2903864600138901,,,-1.7526058682474543,0.07969574559081527
positive_magnitude,12,siteUCR,-0.6053217225535,0.3958107880450326,,,-1.5293209301931172,0.1262118045789533
positive_magnitude,12,siteKNUST,-1.0408168164485982,0.30367062865293193,,,-3.427453030494292,6.113585328500778e-4
positive_magnitude,12,work_free_dayFree day,-0.20185244836936336,0.15056075040534544,,,-1.3406711100066149,0.1800531596825065
positive_magnitude,12,"activity_statusActive (light, moderate, or vigorous exercise)",-0.10508891497889802,0.1294155109757103,,,-0.8120271997274108,0.41679246350686505
positive_magnitude,12,"work_free_dayFree day:activity_statusActive (light, moderate, or vigorous exercise)",0.23730177255128376,0.18482762806188954,,,1.2839085532809156,0.19919925387560686
occurrence,16,(Intercept),1.8949278647620673,0.35003548687950153,5.413530729855369,6.179398354695856e-8,,
occurrence,16,previous_sleep_duration_centered_h,-0.19830243792580016,0.03311352136274236,-5.988563878588882,2.117019916960396e-9,,
occurrence,16,siteTHUAS,0.3952413050369634,0.3866421159151142,1.0222406943472684,0.3066669946421145,,
occurrence,16,siteBAUA,0.29221351324016676,0.3560735163979127,0.8206550046075815,0.41184280720143185,,
occurrence,16,siteMPI,0.6207475112424369,0.3272173812708656,1.8970493218653062,0.05782142883886693,,
occurrence,16,siteTUM,1.4200160448958827,0.40474460564952847,3.5084248809618126,4.5076851363518115e-4,,
occurrence,16,siteFUSPCEU,-0.8139474307872574,0.34784222966353423,-2.3399902639037933,0.019284242601768174,,
occurrence,16,siteIZTECH,0.8508198753313269,0.35516595164354114,2.3955558560558305,0.01659518552829448,,
occurrence,16,siteUCR,1.1362064072579714,0.489881211570252,2.31935085572277,0.0203760200290971,,
occurrence,16,siteKNUST,-1.1238986112921312,0.3649739802967185,-3.07939379782202,0.002074223083984133,,
occurrence,16,work_free_dayFree day,0.00900819804224715,0.30985956825729166,0.029071873084026246,0.976807268340187,,
occurrence,16,"activity_statusActive (light, moderate, or vigorous exercise)",0.12951330548296072,0.28254173726304244,0.4583864555288185,0.6466748208087915,,
occurrence,16,"work_free_dayFree day:activity_statusActive (light, moderate, or vigorous exercise)",-0.363900174023989,0.3681042750302192,-0.9885790486788423,0.3228691411155584,,
positive_magnitude,16,(Intercept),3.8975909207129393,0.24045028194584228,,,16.20955022041027,1.8561842138225385e-58
positive_magnitude,16,previous_sleep_duration_centered_h,-0.08986739191180457,0.0256518065634202,,,-3.503355277906883,4.611451022818618e-4
positive_magnitude,16,siteTHUAS,-0.12271959297210637,0.31689846790590237,,,-0.38725208671108463,0.6985766071938744
positive_magnitude,16,siteBAUA,-0.09135297763669045,0.2931880917812645,,,-0.31158488423481107,0.7553615519268103
positive_magnitude,16,siteMPI,-0.673077510902746,0.2687204922989153,,,-2.5047494708890237,0.012267248294189454
positive_magnitude,16,siteTUM,-0.099728866383596515,0.32889004266090427,,,-0.303228597548087,0.7617210255013315
positive_magnitude,16,siteFUSPCEU,-0.7601064350680851,0.2894248065377264,,,-2.626265675568502,0.008643937597238482
positive_magnitude,16,siteIZTECH,-0.5190110728179389,0.2909564394580492,,,-1.7838102287224722,0.07448030910329476
positive_magnitude,16,siteUCR,-0.6173667065187882,0.39625851329271494,,,-1.5579897612514924,0.11926260969057444
positive_magnitude,16,siteKNUST,-1.0939746125521612,0.3040324597929676,,,-3.5982164973342274,3.2172388922686683e-4
positive_magnitude,16,work_free_dayFree day,-0.21721290228693796,0.14707922987498437,,,-1.4768428041917707,0.13974458166312376
positive_magnitude,16,"activity_statusActive (light, moderate, or vigorous exercise)",-0.041774833955456295,0.12676466043648085,,,-0.32954637208521376,0.7417486243311076
positive_magnitude,16,"work_free_dayFree day:activity_statusActive (light, moderate, or vigorous exercise)",0.1827127009549943,0.18075023529517514,,,1.0108573339150255,0.3121055343622304
