run_id,model_role,working_power,formula,observations,participants,participant_days,sites,iterations,converged,design_columns,design_rank,full_rank,aliased_coefficients,finite_coefficients,hc3_covariance_finite,hc3_covariance_positive_definite,hc3_covariance_rank,hc3_covariance_minimum_eigenvalue,hc3_covariance_condition_number,dispersion,exact_zero_hours,exact_zero_fraction,fitted_minimum,fitted_median,fitted_maximum,pearson_mean,pearson_sd,pearson_q01,pearson_q99,residual_fitted_spearman,absolute_residual_fitted_spearman,maximum_cluster_score_share,maximum_cluster_leverage_share,elapsed_seconds,fit_warnings,covariance_warnings,fit_error,numerical_check_pass
main__glasses__all_available,additive,1,response_value ~ site + work_free_day + activity_status + previous_sleep_duration_centered_h,16596,137,715,9,8,TRUE,12,12,TRUE,0,TRUE,TRUE,TRUE,12,0.0024968395636258897,46.64492390195118,3617.8667648208275,4697,0.28302000482043865,40.84857213945734,141.16425602586952,547.9613704739802,0.12577665367813412,60.12863531003214,-22.60715607710596,209.90097265027825,-0.5638578151030963,0.5526452408076601,0.3649914897788647,0.023796528459955252,0.036000000000000476,,,,TRUE
main__glasses__all_available,full,1,response_value ~ site * work_free_day + site * activity_status +      site * previous_sleep_duration_centered_h,16596,137,715,9,8,TRUE,36,36,TRUE,0,TRUE,TRUE,TRUE,36,3.09071854038412e-4,2320.8465151620344,3347.4925840449137,4697,0.28302000482043865,21.679004039240294,146.52953289342855,1035.1266532105305,0.020821479863401573,57.7964622848726,-25.96698293715861,203.57391731493925,-0.5203095448935469,0.574457412462302,0.4000870604378654,0.026426478399509682,0.13400000000000034,,,,TRUE
main__chest__all_available,additive,1,response_value ~ site + work_free_day + activity_status + previous_sleep_duration_centered_h,18352,149,789,8,8,TRUE,11,11,TRUE,0,TRUE,TRUE,TRUE,11,0.0013893114432689823,77.78644557508333,4471.412934069806,5337,0.2908129904097646,45.21845463509357,154.33936111351957,709.179891391557,0.1335571624699566,66.85026631876764,-24.69950275500203,230.69303923327897,-0.6054814652558641,0.5845960557746942,0.2236531346522551,0.01874334972225194,0.03200000000000003,,,,TRUE
main__chest__all_available,full,1,response_value ~ site * work_free_day + site * activity_status +      site * previous_sleep_duration_centered_h,18352,149,789,8,9,TRUE,32,32,TRUE,0,TRUE,TRUE,TRUE,32,2.1557858146175514e-4,6979.42769780325,4069.891808636636,5337,0.2908129904097646,43.46872554914111,133.3889103822401,1197.3058314504838,0.031084362840483874,63.741765161730484,-29.270353420076802,222.23247083479055,-0.5582027475738516,0.5970669447055684,0.18317541825163783,0.027103014108163497,0.1429999999999989,,,,TRUE
main__glasses__paired_common,additive,1,response_value ~ site + work_free_day + activity_status + previous_sleep_duration_centered_h,12842,109,553,8,8,TRUE,11,11,TRUE,0,TRUE,TRUE,TRUE,11,0.0029030856264036535,43.52976294109517,3837.744874681572,3733,0.29068680890826976,40.248238448861684,149.47982068472132,596.4816885949564,0.18065459579504292,61.925143762186906,-23.568436833579717,218.34596333015276,-0.5899465608420067,0.5676288682272485,0.39766430627795807,0.025868478530813116,0.02200000000000024,,,,TRUE
main__glasses__paired_common,full,1,response_value ~ site * work_free_day + site * activity_status +      site * previous_sleep_duration_centered_h,12842,109,553,8,8,TRUE,32,32,TRUE,0,TRUE,TRUE,TRUE,32,3.179520452228324e-4,2238.922768512396,3546.9439822913178,3733,0.29068680890826976,22.32138462442418,129.64184404618345,1035.1266532107777,0.024673017015892824,59.4842772261027,-27.781871884434665,212.61720475248993,-0.5277595831476689,0.585258215021557,0.45039640765449634,0.029729788199448434,0.08300000000000018,,,,TRUE
main__chest__paired_common,additive,1,response_value ~ site + work_free_day + activity_status + previous_sleep_duration_centered_h,12842,109,553,8,8,TRUE,11,11,TRUE,0,TRUE,TRUE,TRUE,11,0.002621536795051128,47.93946042231776,4872.968194707434,3805,0.29629341224108396,45.48552813507698,143.30965180063015,838.8871596137651,0.1808005117610602,69.77922531850064,-27.312206197765526,245.11367227107326,-0.6362703620609415,0.611707011693117,0.23800394011342,0.025646991331719597,0.02200000000000024,,,,TRUE
main__chest__paired_common,full,1,response_value ~ site * work_free_day + site * activity_status +      site * previous_sleep_duration_centered_h,12842,109,553,8,9,TRUE,32,32,TRUE,0,TRUE,TRUE,TRUE,32,2.009646153889793e-4,6997.756615927852,4435.607233852632,3805,0.29629341224108396,42.761118002141906,126.11182048704849,1406.4546995085639,0.01733300075703092,66.51987082460406,-31.299495815542148,242.86747607848372,-0.5638060370399671,0.6283306335427695,0.19946931288165945,0.029203241869044026,0.09600000000000009,,,,TRUE
gap_timing_unaware__glasses__all_available,additive,1,response_value ~ site + work_free_day + activity_status + previous_sleep_duration_centered_h,16329,137,702,9,8,TRUE,12,12,TRUE,0,TRUE,TRUE,TRUE,12,0.002488085425933284,43.42384534906879,3727.3876471314625,4622,0.28305468797844324,40.80265987716181,143.96665490302004,578.5885378022851,0.11459540057835291,61.031658569332954,-22.71403885452797,205.7658380046065,-0.5633603494198569,0.5512496647889196,0.2618908566248484,0.02430659027649238,0.03200000000000003,,,,TRUE
gap_timing_unaware__glasses__all_available,full,1,response_value ~ site * work_free_day + site * activity_status +      site * previous_sleep_duration_centered_h,16329,137,702,9,8,TRUE,36,36,TRUE,0,TRUE,TRUE,TRUE,36,3.3914687727486866e-4,2144.159769839354,3435.0284790785554,4622,0.28305468797844324,22.828035589086678,148.2077820688252,1075.3491229615538,0.021611694663664548,58.546252474539074,-26.17046398838963,199.39217822619554,-0.5223033619783025,0.5733502037031128,0.29775025919926085,0.0232840413951828,0.13100000000000023,,,,TRUE
