run_id,placement,total_fitted_predictor_variance,shapley_efficiency_error,scale,reference_distribution,uncertainty,group,component_variance,shapley,shapley_share,partial_unique,partial_unique_share
reader_temporal_raw_mean__near_eye,Near-eye,12.89272981080654,-5.861977570020827e-14,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,global_time,6.065696161520419,7.793239385748982,0.6044677504384508,3.71112599929784,0.28784641063269756
reader_temporal_raw_mean__near_eye,Near-eye,12.89272981080654,-5.861977570020827e-14,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,light_source_deviations,1.23933737947393,3.126090185218489,0.24246922343771107,0.7451589746631176,0.05779683477416349
reader_temporal_raw_mean__near_eye,Near-eye,12.89272981080654,-5.861977570020827e-14,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,site_deviations,0.5809873811216365,0.6683517753596024,0.051839430839495104,0.5759945915472481,0.0446759220118346
reader_temporal_raw_mean__near_eye,Near-eye,12.89272981080654,-5.861977570020827e-14,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,participant_curves,0.8188158169734141,0.9806699495827034,0.07606379439990413,0.7972856687011367,0.06183994238620132
reader_temporal_raw_mean__near_eye,Near-eye,12.89272981080654,-5.861977570020827e-14,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,participant_day_shifts,0.2537191755279236,0.3243785148967054,0.025159800884434497,0.2507935338881277,0.01945232216670789
reader_temporal_raw_mean__chest,Chest,14.145427186845744,-2.913225216616411e-13,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,global_time,6.26489103073637,8.244354049034593,0.5828282129719818,3.413514851029222,0.24131578395904166
reader_temporal_raw_mean__chest,Chest,14.145427186845744,-2.913225216616411e-13,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,light_source_deviations,1.5229173239081086,3.735641877537345,0.2640883041702148,0.8253683271023747,0.0583487735082267
reader_temporal_raw_mean__chest,Chest,14.145427186845744,-2.913225216616411e-13,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,site_deviations,0.9679121522620429,0.9253883836875682,0.0654196138062281,0.9577844835672406,0.06770983095214778
reader_temporal_raw_mean__chest,Chest,14.145427186845744,-2.913225216616411e-13,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,participant_curves,0.6544380813936834,0.8031545747715353,0.05677838952212152,0.638887156141173,0.04516563181176269
reader_temporal_raw_mean__chest,Chest,14.145427186845744,-2.913225216616411e-13,natural-log conditional-mean linear predictor,sites equally weighted; participants equally weighted within site; hours equally weighted within participant,point allocation; no simulation interval computed,participant_day_shifts,0.34861370853732604,0.4368883018144111,0.03088547952943313,0.3422056513767713,0.024191963017914268
