run_id,placement,scale,group_1,group_2,covariance
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,global_time,6.065696161520419
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,light_source_deviations,global_time,1.696452954743364
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,global_time,0.018834540299221547
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,global_time,0.008354553794412878
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,global_time,0.0039011753915639087
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,light_source_deviations,1.696452954743364
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,light_source_deviations,light_source_deviations,1.23933737947393
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,light_source_deviations,0.06638437665303308
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,light_source_deviations,0.10431559408515846
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,light_source_deviations,0.019599880263003612
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,site_deviations,0.01883454029922146
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,light_source_deviations,site_deviations,0.06638437665303308
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,site_deviations,0.5809873811216365
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,site_deviations,0.0020855891506075613
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,site_deviations,5.988813510385484e-5
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,participant_curves,0.008354553794412878
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,light_source_deviations,participant_curves,0.10431559408515853
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,participant_curves,0.002085589150607563
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,participant_curves,0.8188158169734141
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,participant_curves,0.047098395579110386
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,global_time,participant_day_shifts,0.003901175391563914
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,light_source_deviations,participant_day_shifts,0.01959988026300361
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,site_deviations,participant_day_shifts,5.988813510385569e-5
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_curves,participant_day_shifts,0.047098395579110386
reader_temporal_raw_mean__near_eye,Near-eye,natural-log conditional-mean linear predictor,participant_day_shifts,participant_day_shifts,0.2537191755279236
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,global_time,global_time,6.26489103073637
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,light_source_deviations,global_time,2.068482996353302
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,global_time,-0.10056401276180199
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,global_time,0.008936607651710275
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,global_time,0.0026074270550131137
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,global_time,light_source_deviations,2.0684829963533025
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,light_source_deviations,light_source_deviations,1.5229173239081086
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,light_source_deviations,0.05087330722039726
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,light_source_deviations,0.06765912139652439
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,light_source_deviations,0.025709128659012793
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,global_time,site_deviations,-0.10056401276180199
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,light_source_deviations,site_deviations,0.050873307220397346
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,site_deviations,0.9679121522620429
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,site_deviations,0.009664831866744042
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,site_deviations,-0.002497894899814054
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,global_time,participant_curves,0.008936607651710275
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,light_source_deviations,participant_curves,0.06765912139652439
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,participant_curves,0.009664831866744035
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,participant_curves,0.6544380813936834
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,participant_curves,0.06245593246287317
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,global_time,participant_day_shifts,0.0026074270550131176
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,light_source_deviations,participant_day_shifts,0.025709128659012804
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,site_deviations,participant_day_shifts,-0.002497894899814052
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_curves,participant_day_shifts,0.06245593246287318
reader_temporal_raw_mean__chest,Chest,natural-log conditional-mean linear predictor,participant_day_shifts,participant_day_shifts,0.34861370853732604
