"path","expected_sha256","observed_sha256","bytes","status"
"_build/nathealth/notebooks/hypotheses/H02.html","df73f2f87d6d3bdc9acd44493a113e18b510884f0ecb8e2214b39dc3d71cb164","df73f2f87d6d3bdc9acd44493a113e18b510884f0ecb8e2214b39dc3d71cb164",270001,"PASS"
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","d02a0963d657ab5044ef30b5c081d627f8cb64d5781c7edc1d95d2d58c055dfa","d02a0963d657ab5044ef30b5c081d627f8cb64d5781c7edc1d95d2d58c055dfa",580722,"PASS"
"artifacts/10_figures/H02/figure4_exact_layout_replication.png","2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2","2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678,"PASS"
"artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png","a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1","a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1",2189439,"PASS"
"artifacts/10_figures/H02/model_diagnostics_near_eye.png","63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c","63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c",920581,"PASS"
"artifacts/10_figures/H02/model_diagnostics_chest.png","10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8","10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8",936716,"PASS"
"artifacts/11_source_data/H02/figure4_exact_layout_source.rds","63ea7588e5a19f5df64710e54d647b18cc74bc7c87dc7e8829bf65b7dfea825b","63ea7588e5a19f5df64710e54d647b18cc74bc7c87dc7e8829bf65b7dfea825b",212976,"PASS"
"artifacts/11_source_data/H02/figure4_exact_layout_source_chest.rds","f577321a48a04bf23d577abadcd4c57c264afe82ec889f6cebe5b6c5d20d5294","f577321a48a04bf23d577abadcd4c57c264afe82ec889f6cebe5b6c5d20d5294",162592,"PASS"
"artifacts/11_source_data/H02/paired_placement_site_curves.csv","3bc65cdd98bb8e71c5bc6f586e0aab966a929cc6b47df25b8e6eaf1376f5c5c8","3bc65cdd98bb8e71c5bc6f586e0aab966a929cc6b47df25b8e6eaf1376f5c5c8",173630,"PASS"
"artifacts/11_source_data/H02/preparation_response_distribution_positive_observations.csv","22dff3af0f213b3ceaed0d5ca827da4184b662ff7d0366d592b6598b56e96842","22dff3af0f213b3ceaed0d5ca827da4184b662ff7d0366d592b6598b56e96842",1409727,"PASS"
"artifacts/11_source_data/H02/preparation_response_distribution_exact_zero_summary.csv","f2cc126a168bf8d6db3c5b13b3c6fea83030b23e7fdebff882bea1eb390f31db","f2cc126a168bf8d6db3c5b13b3c6fea83030b23e7fdebff882bea1eb390f31db",244,"PASS"
"artifacts/09_tables/H02/variation_summary.csv","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0",22180,"PASS"
"artifacts/09_tables/H02/dominance_summary.csv","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f",9051,"PASS"
