"path","bytes","sha256","observed_sha256","observed_bytes","pass"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/author_gate.md",658,"2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a","2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a",658,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/00_preflight.R",8363,"77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e","77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e",8363,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/01_validate_and_prepare.R",14015,"4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262","4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262",14015,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary_gate_v2.R",5099,"f0b1cd0dababf36701a0254d3a32f5918f42026525cd7778749fc39d158bff1e","f0b1cd0dababf36701a0254d3a32f5918f42026525cd7778749fc39d158bff1e",5099,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary.R",5019,"ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374","ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374",5019,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/03_audit_derivative_gate_stop.R",2754,"c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d","c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d",2754,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/04_seal_prefit_stop.R",5124,"9bbe13143a8326a226d214165c51bc9f4db485b4395afac5c6d031f8a7e2532b","9bbe13143a8326a226d214165c51bc9f4db485b4395afac5c6d031f8a7e2532b",5124,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/05_saved_derivative_gate_v2.R",7841,"25dfbbc1e137cf4924970dec3ad11fb673c4d74fe54511d53dac723e78036b9a","25dfbbc1e137cf4924970dec3ad11fb673c4d74fe54511d53dac723e78036b9a",7841,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/06_derive_primary_estimands.R",14586,"dc88dfca95189435dcf456069d4d69857ecba5c5d2b35abba188c1fca7fc1ea0","dc88dfca95189435dcf456069d4d69857ecba5c5d2b35abba188c1fca7fc1ea0",14586,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/boundary_model_contract.R",13006,"a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd","a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd",13006,TRUE
