scope,path,expected_sha256,observed_sha256,expected_bytes,observed_bytes,status
original_release,artifacts/10_figures/H02/figure4_exact_layout_replication.png,2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2,2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2,2389678,2389678,PASS
original_release,artifacts/10_figures/H02/figure4_exact_layout_replication.pdf,daccad7889e79d11980e0543f154421d3d238c0b2c3e34ddae42de3b31106ba4,daccad7889e79d11980e0543f154421d3d238c0b2c3e34ddae42de3b31106ba4,123404,123404,PASS
original_release,artifacts/11_source_data/H02/figure4_exact_layout_source.rds,63ea7588e5a19f5df64710e54d647b18cc74bc7c87dc7e8829bf65b7dfea825b,63ea7588e5a19f5df64710e54d647b18cc74bc7c87dc7e8829bf65b7dfea825b,212976,212976,PASS
original_release,scripts/hypotheses/H02/build_h02_figure4_replication.R,aed917fa24180d7e2bb0a30917046f43cf55fcdc50b11e667b175282148d9d00,aed917fa24180d7e2bb0a30917046f43cf55fcdc50b11e667b175282148d9d00,34139,34139,PASS
original_release,scripts/hypotheses/H02/h02_figure4_pointwise.R,ba6ae587bb8cde296f4273f5c40dd97a073bf1df422c694481404ae8ad3475ae,ba6ae587bb8cde296f4273f5c40dd97a073bf1df422c694481404ae8ad3475ae,21258,21258,PASS
original_release,scripts/Brown_bracket.R,55f82d40dec1ff287fc2e0a36bc09ca9e8bcb5f382d679410cf5e975b0ac5de0,55f82d40dec1ff287fc2e0a36bc09ca9e8bcb5f382d679410cf5e975b0ac5de0,595,595,PASS
original_release,artifacts/10_figures/H06/H06_paired_placement_effects.png,e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478,e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478,59084,59084,PASS
original_release,artifacts/10_figures/H06/H06_paired_placement_effects.pdf,035f8a32d2356d33280d6f8945bbef7b4e5ba24d6c0fbd4fe251296eac0c7fa7,035f8a32d2356d33280d6f8945bbef7b4e5ba24d6c0fbd4fe251296eac0c7fa7,13698,13698,PASS
original_release,artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv,b50dc0a8db8396666fb1ea8cf18cfbf01bb3bb022973755de0edcf835168fba2,b50dc0a8db8396666fb1ea8cf18cfbf01bb3bb022973755de0edcf835168fba2,1830,1830,PASS
original_release,scripts/hypotheses/H06/build_h06_stage2_reader_artifacts.R,3588b7440c4d5b0f7614034762c40cb62cb7e0fe36c32ff896dd1237df4c3291,3588b7440c4d5b0f7614034762c40cb62cb7e0fe36c32ff896dd1237df4c3291,17282,17282,PASS
original_release,artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e,191658,191658,PASS
original_release,artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.pdf,fc5d39926af682d629bca21966dd68dbc9bda89e51a511003004d033d6185694,fc5d39926af682d629bca21966dd68dbc9bda89e51a511003004d033d6185694,32383,32383,PASS
original_release,artifacts/11_source_data/H06/H06_stage3_site_specific_significance_screen_figure.csv,8d15804a66a6589b6c6f408db147e65c0fa2a42f71cd32fb1dcd2acd6657d642,8d15804a66a6589b6c6f408db147e65c0fa2a42f71cd32fb1dcd2acd6657d642,49970,49970,PASS
original_release,scripts/hypotheses/H06/build_h06_stage3_site_specific_screening.R,e92aedc03a2f5e75e9c6ce884498ebb69fa8ea79af4ce122325fc2dd26ebd7cd,e92aedc03a2f5e75e9c6ce884498ebb69fa8ea79af4ce122325fc2dd26ebd7cd,27545,27545,PASS
original_release,config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,295,PASS
original_release,artifacts/10_figures/H05/H05_reader_near_eye_effects.png,70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5,70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5,487117,487117,PASS
original_release,artifacts/10_figures/H05/H05_reader_near_eye_effects.pdf,81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337,81977488d595dd660202ea3e498f6db26bbf27bb79bf4955cd8d5796a8851337,7628,7628,PASS
original_release,artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv,e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1,e563514cfac059a284d0c38ad733bef708f92ba13fec6686e0aa07804e835ec1,66722,66722,PASS
original_release,artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv,c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb,c7b976fff6d43af5adb64fbb67c6fa348d357ad43e856ba7664c2edbeac719eb,68557,68557,PASS
original_release,scripts/hypotheses/H05/build_h05_reader_artifacts.R,7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177,7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177,23678,23678,PASS
original_release,artifacts/10_figures/H08/H08_near_eye_effects.png,f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405,f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405,140448,140448,PASS
original_release,artifacts/10_figures/H08/H08_near_eye_effects.pdf,4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe,4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe,5823,5823,PASS
original_release,artifacts/11_source_data/H08/H08_near_eye_effects_data.csv,0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51,0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51,10662,10662,PASS
original_release,artifacts/06_model_data/H08/H08_metric_registry.csv,ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f,ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f,2786,2786,PASS
original_release,scripts/hypotheses/H08/rebuild_h08_reader_figures.R,96be883521683fbb951b715dd14b5eb1b6986abd5cfdf60f21fecc4e8857302c,96be883521683fbb951b715dd14b5eb1b6986abd5cfdf60f21fecc4e8857302c,13103,13103,PASS
original_release,audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png,e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60,e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60,460731,460731,PASS
original_release,artifacts/10_figures/H10/H10_age_site_significant_associations.pdf,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf,46187,46187,PASS
original_release,artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd,41751,41751,PASS
