"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
3,"tbl-plan-h01-metric-synthesis-candidate","id",1,8628119,8628125,"a::stub","tbl-plan-h01-metric-synthesis-candidate--gt-0001","","",8628119,8628166,7,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",2,8628718,8628727,"definition","tbl-plan-h01-metric-synthesis-candidate--gt-0002","","",8628759,8628806,10,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",3,8629353,8629371,"Descriptive summary","tbl-plan-h01-metric-synthesis-candidate--gt-0003","","",8629432,8629479,19,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",4,8630043,8630062,"Association evidence","tbl-plan-h01-metric-synthesis-candidate--gt-0004","","",8630151,8630198,20,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",5,8630730,8630747,"Modelled variation","tbl-plan-h01-metric-synthesis-candidate--gt-0005","","",8630866,8630913,18,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",6,8631790,8631800,"descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0006","","",8631956,8632003,11,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",7,8632415,8632426,"distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0007","","",8632618,8632665,12,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",8,8633040,8633051,"overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0008","","",8633279,8633326,12,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",9,8633656,8633666,"photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0009","","",8633931,8633978,11,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",10,8634276,8634293,"modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0010","","",8634588,8634635,18,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",11,8635733,8635740,"Duration","tbl-plan-h01-metric-synthesis-candidate--gt-0011","","",8636075,8636122,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","id",12,8635885,8635892,"stub_1_1","tbl-plan-h01-metric-synthesis-candidate--gt-0012","","",8636267,8636314,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",1,8636549,8636576,"Duration stub_1_1 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_1|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8636971,8637116,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",2,8637151,8637179,"Duration stub_1_1 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_1|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8637691,8637836,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",3,8638047,8638076,"Duration stub_1_1 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_1|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8638704,8638849,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",4,8744580,8744609,"Duration stub_1_1 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_1|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0008",8745353,8745498,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",5,8745295,8745323,"Duration stub_1_1 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_1|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0009",8746184,8746329,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",6,8746136,8746171,"Duration stub_1_1 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0012 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Duration|stub_1_1|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0012|tbl-plan-h01-metric-synthesis-candidate--gt-0010",8747142,8747287,36,146
3,"tbl-plan-h01-metric-synthesis-candidate","id",13,8746997,8747004,"stub_1_2","tbl-plan-h01-metric-synthesis-candidate--gt-0013","","",8748113,8748160,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",7,8747671,8747698,"Duration stub_1_2 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_2|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8748827,8748972,28,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",8,8748377,8748405,"Duration stub_1_2 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Duration|stub_1_2|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0006",8749651,8749796,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",9,8749365,8749394,"Duration stub_1_2 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Duration|stub_1_2|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0007",8750756,8750901,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",10,8864286,8864315,"Duration stub_1_2 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Duration|stub_1_2|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0008",8865793,8865938,30,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",11,8865106,8865134,"Duration stub_1_2 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Duration|stub_1_2|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0009",8866729,8866874,29,146
3,"tbl-plan-h01-metric-synthesis-candidate","headers",12,8866039,8866074,"Duration stub_1_2 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0013 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Duration|stub_1_2|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0013|tbl-plan-h01-metric-synthesis-candidate--gt-0010",8867779,8867924,36,146
3,"tbl-plan-h01-metric-synthesis-candidate","id",14,8866992,8866999,"stub_1_3","tbl-plan-h01-metric-synthesis-candidate--gt-0014","","",8868842,8868889,8,48
3,"tbl-plan-h01-metric-synthesis-candidate","headers",13,8867666,8867693,"Duration stub_1_3 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011 tbl-plan-h01-metric-synthesis-candidate--gt-0014 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Duration|stub_1_3|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0011|tbl-plan-h01-metric-synthesis-candidate--gt-0014|tbl-plan-h01-metric-synthesis-candidate--gt-0002",8869556,8869701,28,146
