path,role,bytes,sha256
manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,unchanged_main_source,78609,bc24cc7393a550d50ea0d4c337ad637c6347bb4762293f6f127183dab1d9a5ff
manuscript/R0_NatHealth/supplementary_information_outline.qmd,unchanged_supplement_source,22767,d7e7ca45a833f573fce99798044599b6387eb04755106116c961a0326c0d130a
manuscript/R0_NatHealth/supplementary_information_standalone.qmd,unchanged_supplement_wrapper,602,84b88515af524e78f66ba947017afa195a000fa57663aa715d113fe1dab91f3b
manuscript/R0_NatHealth/_quarto.yml,unchanged_nested_configuration,435,2aa2911f13d4532aa8ce98e38363a5c92b1d2bdc025b3c8bba49950077e76b33
manuscript/R0_NatHealth/manuscript_displays.css,amended_display_css,3486,3e12d0a4d752c0fc69616915835d7e54a0db15c703d07ff9694632f1a377065b
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,final_main_html,30528489,498bc0ad5e9d08841f48411e290ae7ec8912a7af89c8fa8397c44d3f46864d99
manuscript/R0_NatHealth/_output/supplementary_information_standalone.html,final_supplement_html,18525716,b973fe471fcf0e47cdecd2ff3e71327141b1d6d318b5b671e77c23537981ca08
audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html,unchanged_table_fragment,1891500,6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97
artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png,unchanged_figure_asset,304155,b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6
audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,harmonizer_geometry_authority,48154,506363929f27268f765c940c33cbbc2bf089aac8619484576d7027c837677dfa
audit/manuscript_nature_health/manuscript_figure_table_selection.html,harmonizer_geometry_render,30924880,c259ac5fbf2f5284fe01cccf763c783454036810ae18d3194101dd14c43b2cec
audit/manuscript_nature_health/final_serial_render_2026_09_01/repair_mixed_gt_semantics.R,accepted_semantic_repair,7275,30fe707420758a2f0207c4601bb8343e3d63ae2b1bf6965aa05469283af8f0b1
audit/manuscript_nature_health/final_serial_render_2026_09_01/verify_rendered_manuscript.R,accepted_dom_validator,5905,ab6ce8da8c6b2324c6e3e9cc8ac6f5f5bb8c51d1876a954e3782932577cab251
audit/manuscript_nature_health/display_amendment_2026_09_01/main_mixed_gt_semantic_ledger.csv,semantic_reverse_ledger,70290,280e0210a2c7a64288846c9b5875909997dfe0a0268bbbd8bb57d58b06f7993d
audit/manuscript_nature_health/display_amendment_2026_09_01/completion_record.md,completion_record,4682,e5c272f26db800fa8738128425b2e0d49f117c5b199f88d68d15487c47d60709
