"path","sha256","bytes","role","r_version"
"/private/tmp/h05-report017-order36.pdKad8/H05_analysis_preparation.qmd.pre","f7d7d3ef4bdf9b29403e85592b7dd2737f7e3c9dcfdc0ff7275eeefa7735c28f",74171,"sealed order-36 pre-edit source","4.6.1"
"/private/tmp/h05-report017-order36.pdKad8/H05_stage4_handoff.md.pre","896205d9b7f0403e7cb70023ebb392526e58a30825c4d2b151488098602018b4",14619,"sealed order-36 pre-edit source","4.6.1"
"/private/tmp/h05-report017-order36.pdKad8/H05.qmd.pre","b4167419ce0f22b635d41c98d3d7edda2717fc73e6c963371f79035a334d793c",70979,"sealed order-36 pre-edit source","4.6.1"
"audit/handoffs/H05_stage4_handoff.md","71a8d4664504da7b6e621d5b24aa699df793ee120373ae28aeb75d1c980246da",19132,"unchanged accepted H05 handoff","4.6.1"
"audit/hypotheses/H05/H05_analysis_preparation.qmd","0a5296442b46c8b9e43773d97eb979ffbbf3512faabe6f4399da2214d38cb81c",75630,"unchanged H05 companion QMD","4.6.1"
"audit/hypotheses/H05/report017_order36/bounded_audit.md","6f7a173ba85545d592d9faf0d41be80d20f0ef7c18db30ef6f1659b4b93549ba",3572,"final order-36 evidence: bounded_audit.md","4.6.1"
"audit/hypotheses/H05/report017_order36/companion_source_exact.diff","56504ff32b040e36d2d03c6924518fa243aeb9b71c06679541252af9531346c5",17397,"final order-36 evidence: companion_source_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36/defect_list.csv","5dfb6af40e9f9348de1cd12c7fffb4dc6fa4314aaa0dc9056959550989b656c5",42,"final order-36 evidence: defect_list.csv","4.6.1"
"audit/hypotheses/H05/report017_order36/execution_record.md","f786d755f650029cba15115ae4dc39dda8e6db034b8d13a2534d56abb66ded6c",1002,"final order-36 evidence: execution_record.md","4.6.1"
"audit/hypotheses/H05/report017_order36/H05_report017_order36_source_manifest.csv","3c7e2379ce890b424dea10fe3764fd725b8ca7916bf48214541621320c467be0",25001,"final order-36 evidence: H05_report017_order36_source_manifest.csv","4.6.1"
"audit/hypotheses/H05/report017_order36/handoff_exact.diff","c956a84f1f8eb15ed5beaffe53d0a6d51d5cae44079003f53ec33ceb8a6ce467",4839,"final order-36 evidence: handoff_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36/package_versions.csv","d2d9cbf4bfb11177051b934a21a64493c43af8c3406861a1cb97bc594b364641",160,"final order-36 evidence: package_versions.csv","4.6.1"
"audit/hypotheses/H05/report017_order36/protected_inventory.csv","3872b7b8aa23fd61359ff7b53887fd4837a4592349def715a84a514029dd55fe",37691,"final order-36 evidence: protected_inventory.csv","4.6.1"
"audit/hypotheses/H05/report017_order36/result_source_exact.diff","c283c5129bb6ea2db476b40bbc227f0975079225c6dc5f5e72505471c02dcf54",36746,"final order-36 evidence: result_source_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36/reverse_proof.csv","010f0bf1d5d77c04a3c7d093a6ea946f9b068e0684b1c0fa51b319d4f6cc9f47",618,"final order-36 evidence: reverse_proof.csv","4.6.1"
"audit/hypotheses/H05/report017_order36/stored_figure_inventory.csv","a0908b0fdcb86256097ebbab4876cecc1ea5a19d7fffe3911031020eb44208b6",989,"final order-36 evidence: stored_figure_inventory.csv","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/order36a_package_versions.csv","d5992de1a2af62aae0296720685e44c9c449f8d5384635a2b624240cd0da15af",144,"preserved order-36a evidence: order36a_package_versions.csv","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/order36a_seven_row_snapshot_manifest.csv","84889363af60d0f973ccc5c56190db2516475e2c77912968d845f4e315997371",1778,"preserved order-36a evidence: order36a_seven_row_snapshot_manifest.csv","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/order36a_stopped_state_manifest.csv","ea41cbcdbd0f3ee6a57835898d25d3ec54694672a5bfb19f3e11ca51f50a4433",6538,"preserved order-36a evidence: order36a_stopped_state_manifest.csv","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/order36a_stopped_state.md","36c4242f14c520db7c4a71e0f8dad07455fddaafbf995af5399e68c2f652ceb2",4056,"preserved order-36a evidence: order36a_stopped_state.md","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/pre_H05_analysis_preparation.qmd","f7d7d3ef4bdf9b29403e85592b7dd2737f7e3c9dcfdc0ff7275eeefa7735c28f",74171,"preserved order-36a evidence: snapshots/pre_H05_analysis_preparation.qmd","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/pre_H05_stage4_handoff.md","896205d9b7f0403e7cb70023ebb392526e58a30825c4d2b151488098602018b4",14619,"preserved order-36a evidence: snapshots/pre_H05_stage4_handoff.md","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/pre_H05.qmd","b4167419ce0f22b635d41c98d3d7edda2717fc73e6c963371f79035a334d793c",70979,"preserved order-36a evidence: snapshots/pre_H05.qmd","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_H05_analysis_preparation.qmd","0a5296442b46c8b9e43773d97eb979ffbbf3512faabe6f4399da2214d38cb81c",75630,"preserved order-36a evidence: snapshots/stopped_H05_analysis_preparation.qmd","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_H05_stage4_handoff.md","71a8d4664504da7b6e621d5b24aa699df793ee120373ae28aeb75d1c980246da",19132,"preserved order-36a evidence: snapshots/stopped_H05_stage4_handoff.md","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_H05.qmd","7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0",74309,"preserved order-36a evidence: snapshots/stopped_H05.qmd","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/snapshots/stopped_test_h05_report017_source_harmonization.R","67550b6e1cb810ae4850a8f14157d000d619b2bd13e830e007233c8f2d02f43e",59836,"preserved order-36a evidence: snapshots/stopped_test_h05_report017_source_harmonization.R","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/verifier_assignment_walker_exact.diff","02acb306f6ba6c0ca3aafa199adc42a538aba6db53f17fab06f4e33dac49f6ed",769,"preserved order-36a evidence: verifier_assignment_walker_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36a_assignment_walker/verifier_assignment_walker_reverse_proof.csv","f1877155f116fe698aebe39cee46a639ca6a94e44d669ec68eb289f3a3063a9e",526,"preserved order-36a evidence: verifier_assignment_walker_reverse_proof.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/order36b_completion_record.md","114cc2e8ea24bf6b430565eb0be7e8091d5007d834b28e2ce9d225bef3ed23bb",4462,"order-36b evidence: order36b_completion_record.md","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/order36b_final_source_manifest_audit.csv","6f51357bddfeb70075b0c57f88a64b1a0fa065b062441957904611d384d5d183",616,"order-36b evidence: order36b_final_source_manifest_audit.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/order36b_package_versions.csv","4993bf74a6bd4f20747452b6d98f27ca51be50ba98a25a2b85cb354619409bab",185,"order-36b evidence: order36b_package_versions.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/order36b_structural_check.csv","17f18694f64c017c4350fce183f712335090e199c35d255706e34ae3a18bce54",933,"order-36b evidence: order36b_structural_check.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence_snapshot_manifest.csv","8ae11a80598c212e7c88e86886e889129a1d9b57106932a4647e66c3483e0392",4107,"order-36b evidence: prior_order36a_failed_evidence_snapshot_manifest.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/bounded_audit.md","fb89602246456be99c850787d5e6658b0c4a5bc8ee556109d2de63f7eec24309",3572,"order-36b evidence: prior_order36a_failed_evidence/bounded_audit.md","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/companion_source_exact.diff","56504ff32b040e36d2d03c6924518fa243aeb9b71c06679541252af9531346c5",17397,"order-36b evidence: prior_order36a_failed_evidence/companion_source_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/defect_list.csv","29c44fc01304f3a92fb6cb32f8e578f3721b45a1106ba15bf79a97af36ab4952",2303,"order-36b evidence: prior_order36a_failed_evidence/defect_list.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/execution_record.md","3db5219d41f27b1df9d42cde5a62583a38bdbbf98672a5cc7fec254b13225101",995,"order-36b evidence: prior_order36a_failed_evidence/execution_record.md","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/H05_report017_order36_source_manifest.csv","70ed24b61d942b4e5d8e97539fb40ce5cf93fcb21b3d06323cb53c435b619b60",25002,"order-36b evidence: prior_order36a_failed_evidence/H05_report017_order36_source_manifest.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/handoff_exact.diff","c956a84f1f8eb15ed5beaffe53d0a6d51d5cae44079003f53ec33ceb8a6ce467",4839,"order-36b evidence: prior_order36a_failed_evidence/handoff_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/package_versions.csv","d2d9cbf4bfb11177051b934a21a64493c43af8c3406861a1cb97bc594b364641",160,"order-36b evidence: prior_order36a_failed_evidence/package_versions.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/protected_inventory.csv","3872b7b8aa23fd61359ff7b53887fd4837a4592349def715a84a514029dd55fe",37691,"order-36b evidence: prior_order36a_failed_evidence/protected_inventory.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/result_source_exact.diff","c283c5129bb6ea2db476b40bbc227f0975079225c6dc5f5e72505471c02dcf54",36746,"order-36b evidence: prior_order36a_failed_evidence/result_source_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/reverse_proof.csv","010f0bf1d5d77c04a3c7d093a6ea946f9b068e0684b1c0fa51b319d4f6cc9f47",618,"order-36b evidence: prior_order36a_failed_evidence/reverse_proof.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/prior_order36a_failed_evidence/stored_figure_inventory.csv","a0908b0fdcb86256097ebbab4876cecc1ea5a19d7fffe3911031020eb44208b6",989,"order-36b evidence: prior_order36a_failed_evidence/stored_figure_inventory.csv","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/verifier_endpoint_metadata_and_wrapped_prose_exact.diff","ff596629d0e12435c8ecededea2e65e1a1b87e1c0f93ac20efa49dbd9d22fb39",919,"order-36b evidence: verifier_endpoint_metadata_and_wrapped_prose_exact.diff","4.6.1"
"audit/hypotheses/H05/report017_order36b_final_verifier/verifier_endpoint_metadata_and_wrapped_prose_reverse_proof.csv","13632f1cb31ff9ec164476ac7e7066b3abdc01334fe6ad5edac00cedea25f9a4",631,"order-36b evidence: verifier_endpoint_metadata_and_wrapped_prose_reverse_proof.csv","4.6.1"
"audit/report_harmonization/owner_orders/36b_h05_endpoint_metadata_and_wrapped_prose_final_verifier.md","727df63dc041c54665d1541509435a9f39f452db1499b6c239b4511c27230e17",4686,"controlling order-36b record","4.6.1"
"audit/report_harmonization/report017_h05_order36a_stopped_independent_acceptance.md","d3ac5dd3adf810b1d1e687b07c562e98b02b19597ac2f3077c33f8b065e91236",3841,"controlling order-36b record","4.6.1"
"audit/report_harmonization/report017_h05_order36b_dispatch_manifest.csv","a7f9ec55a2c4713798b0155cf4b2e8a63685ebfe0210ad53675c9f7ca23b4eee",3775,"controlling order-36b record","4.6.1"
"notebooks/hypotheses/H05.qmd","7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0",74309,"unchanged H05 result QMD","4.6.1"
"tests/hypotheses/H05/test_h05_report017_source_harmonization.R","ba09ce33344d6c1ab959c1395d7ab7cd52abc3d7312586e705924a018b1cf179",60101,"final order-36b source-only verifier","4.6.1"
