"check","pass"
"stop_seal_identity",TRUE
"stop_members_unique_non_circular",TRUE
"stop_members_458_exact",TRUE
"raw_candidate_exact",TRUE
"engine_exact",TRUE
"semantic_reverse_reapply",TRUE
"fresh_DOM_285_unique_ids",TRUE
"normalizer_mutation_reproduced",TRUE
"clone_normalization_preserves_live_DOM",TRUE
"three_current_source_pins",TRUE
"source_1_code_unchanged",TRUE
"source_1_inline_R_unchanged",TRUE
"source_1_exact_reverse",TRUE
"source_2_code_unchanged",TRUE
"source_2_inline_R_unchanged",TRUE
"source_2_exact_reverse",TRUE
"source_3_code_unchanged",TRUE
"source_3_inline_R_unchanged",TRUE
"source_3_exact_reverse",TRUE
"every_existing_HTML_target_fragment_present",TRUE
"fresh_exact_32_div_endpoints_source_order",TRUE
"source_files_untouched",TRUE
