"path","bytes","sha256","observed_sha256","observed_bytes","pass"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html",4825090,"3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d","3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d",4825090,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",35524,"f8a2728ebdb984d41dccd451059f063ecd2bc3eecceb0c94d106373af4088238","f8a2728ebdb984d41dccd451059f063ecd2bc3eecceb0c94d106373af4088238",35524,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html",4341698,"54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954","54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954",4341698,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",17093,"221cce4a29389e91b8ffe06342f0aa237a196c6a5ad1fe21e39841a54cf407a7","221cce4a29389e91b8ffe06342f0aa237a196c6a5ad1fe21e39841a54cf407a7",17093,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.html",2628071,"c60a687536ca5339ba4aabacf65f1514a63d2a819961996b70d254c4a11ee86b","c60a687536ca5339ba4aabacf65f1514a63d2a819961996b70d254c4a11ee86b",2628071,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",15681,"f7c062cf1d6973b513110d7f6f519d3b74373d616acb0beca0d4f3fd70974f13","f7c062cf1d6973b513110d7f6f519d3b74373d616acb0beca0d4f3fd70974f13",15681,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/00_preflight.R",3218,"15c081678323281c192ca4e75d080d378c1877b8bcc0918f8743443b553785f2","15c081678323281c192ca4e75d080d378c1877b8bcc0918f8743443b553785f2",3218,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/01_inspect_inputs.R",676,"44dfc7125974d81768948af92140eab02014a4725bdf967059324423fe65af0e","44dfc7125974d81768948af92140eab02014a4725bdf967059324423fe65af0e",676,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/02_read_selected.R",579,"77cc1d652b657505f697919b98a86285895d5bb7afb8058940da58bcdc1ab8d8","77cc1d652b657505f697919b98a86285895d5bb7afb8058940da58bcdc1ab8d8",579,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/03_check_formatters.R",762,"88f8917c564fdd125a4f5dcecc4c98704ee47f8f1c30262df2b505c956a38c5f","88f8917c564fdd125a4f5dcecc4c98704ee47f8f1c30262df2b505c956a38c5f",762,TRUE
