run_id,placement,scenario_id,working_power,category_order,category_code,light_source,short_label,distribution,expected_mel_edi_lx,expected_conf_low_lx,expected_conf_high_lx,model_ratio_to_indoor,ratio_to_indoor,ratio_conf_low,ratio_conf_high,statistic,df,p_raw,estimability_status,hours,participants,participant_days,sites,family_id,family_n,p_adjusted,primary_ratio,primary_conf_low,primary_conf_high,primary_p_adjusted,ratio_relative_change_percent,sign_relative_to_null_concordant,primary_ratio_inside_sensitivity_interval,stability
paired__near_eye,Near-eye,paired_common_sample,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,95.61343017025972,79.3557011415891,115.20190606862383,1,1,1,1,,110,,REFERENCE,3711,110,536,8,H03-S-paired__near_eye-context-contrasts,,,1,1,1,,0,TRUE,TRUE,stable
paired__near_eye,Near-eye,paired_common_sample,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,51.768952406171586,21.60819195268872,124.02816668328337,0.5414401754438276,,,,,110,,SUPPORT_NON_ESTIMABLE,162,42,94,8,H03-S-paired__near_eye-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877,,,,support_non_estimable
paired__near_eye,Near-eye,paired_common_sample,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,201.67752416413308,164.7690357540099,246.8535642443038,2.1093012122356036,2.1093012122356036,1.6353874269285806,2.7205489847103292,5.8123286010793995,110,6.103578635770353e-8,ESTIMABLE,3609,110,533,8,H03-S-paired__near_eye-context-contrasts,5,1.0172631059617255e-7,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11,-8.582437506738817,TRUE,TRUE,stable
paired__near_eye,Near-eye,paired_common_sample,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1071.7291046788914,853.3637606661566,1345.971468157015,11.208980817553073,11.208980817553073,8.41445351382882,14.931599629350425,16.70138264661061,110,6.084373205732515e-32,ESTIMABLE,1270,106,408,8,H03-S-paired__near_eye-context-contrasts,5,3.042186602866258e-31,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38,-3.6146507555624874,TRUE,TRUE,stable
paired__near_eye,Near-eye,paired_common_sample,1.539919,5,display,Emissive display light,Emissive display,site_standardized,57.10650115979231,38.11608972302449,85.55842161173791,0.5972644330205729,0.5972644330205729,0.39153266643396445,0.9110984434591265,-2.4186936608540974,110,0.01721731610567848,ESTIMABLE,608,70,200,8,H03-S-paired__near_eye-context-contrasts,5,0.0215216451320981,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665,-0.1026002367155554,TRUE,TRUE,stable
paired__near_eye,Near-eye,paired_common_sample,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.9772798765291943,1.5132394550998978,5.857761263963685,0.03113872048338318,0.03113872048338318,0.015359030716794014,0.06313028023845647,-9.728135365582753,110,1.6437445741368748e-16,ESTIMABLE,4187,105,565,8,H03-S-paired__near_eye-context-contrasts,5,4.109361435342187e-16,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20,0.8397999106207754,TRUE,TRUE,stable
paired__near_eye,Near-eye,paired_common_sample,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,49.81040485772946,25.225238310605516,98.35690753604469,0.5209561540573496,0.5209561540573496,0.2702999402272747,1.004052439752777,-1.9695501553609678,110,0.05140411859931958,ESTIMABLE,556,45,148,7,H03-S-paired__near_eye-context-contrasts,5,0.05140411859931958,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896,15.927025914101645,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,92.25751877081889,75.97441698492473,112.03047167096905,1,1,1,1,,110,,REFERENCE,3711,110,536,8,H03-S-paired__chest-context-contrasts,,,1,1,1,,0,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,54.194468596467424,27.406877324390493,107.16435848164662,0.5874260365823882,,,,,110,,SUPPORT_NON_ESTIMABLE,162,42,94,8,H03-S-paired__chest-context-contrasts,,,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957,,,,support_non_estimable
paired__chest,Chest,paired_common_sample,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,200.74209321600023,168.47173354342746,239.1937634947749,2.1758887068562163,2.1758887068562163,1.7054779011131287,2.7760498459313467,6.324916977485455,110,5.597809519858685e-9,ESTIMABLE,3609,110,533,8,H03-S-paired__chest-context-contrasts,5,1.3994523799646714e-8,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16,-16.409334615898587,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1307.8363975250825,1017.1233129570467,1681.6407813116537,14.175932920697104,14.175932920697104,10.435906365483461,19.256312497855017,17.155914619226593,110,7.147624323210509e-33,ESTIMABLE,1270,106,408,8,H03-S-paired__chest-context-contrasts,5,3.5738121616052545e-32,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44,-4.4313073129158775,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,5,display,Emissive display light,Emissive display,site_standardized,47.73698765567728,32.63055987992231,69.83698713182211,0.5174319480048332,0.5174319480048332,0.3444457977845561,0.7772944902743153,-3.2086695891746357,110,0.0017474463914041692,ESTIMABLE,608,70,200,8,H03-S-paired__chest-context-contrasts,5,0.0021843079892552115,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589,-10.629990569057346,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,4.739451211122514,1.7894452864412569,12.552715611262164,0.05137197785359913,0.05137197785359913,0.018817317111413184,0.14024741640719918,-5.857913624171184,110,4.953955043755479e-8,ESTIMABLE,4187,105,565,8,H03-S-paired__chest-context-contrasts,5,8.256591739592466e-8,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10,18.057946096734078,TRUE,TRUE,stable
paired__chest,Chest,paired_common_sample,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,41.292846410211986,17.51213904713163,97.36669861222018,0.44758245138577196,0.44758245138577196,0.20123330230199543,0.9955114213046954,-1.9929178710193984,110,0.048746616374055786,ESTIMABLE,556,45,148,7,H03-S-paired__chest-context-contrasts,5,0.048746616374055786,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783,21.081178175255587,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,89.55898649481212,75.49281783214661,106.24602832830662,1,1,1,1,,139,,REFERENCE,4560,138,682,9,H03-S-gap__near_eye-context-contrasts,,,1,1,1,,0,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,81.59628188271296,28.93377945896086,230.1100423650726,0.9110898311409495,0.9110898311409495,0.3199950473035676,2.594054774919604,-0.17594968901832084,139,0.8605895444381098,ESTIMABLE,202,54,117,9,H03-S-gap__near_eye-context-contrasts,6,0.8605895444381098,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877,-0.7484645398926126,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,205.82467504625654,172.88187921742855,245.04474991631352,2.298202370324717,2.298202370324717,1.8322044432787699,2.882720950896926,7.2604140949099865,139,2.4968180095181332e-11,ESTIMABLE,4718,138,678,9,H03-S-gap__near_eye-context-contrasts,6,4.9936360190362664e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11,-0.39542119797844055,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1015.4331002354005,816.0317737202524,1263.5591091666909,11.338148632289641,11.338148632289641,8.652793243745228,14.856891963854324,17.762087883765545,139,1.4094317505946245e-37,ESTIMABLE,1525,135,505,9,H03-S-gap__near_eye-context-contrasts,6,8.456590503567746e-37,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38,-2.503944515881118,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,5,display,Emissive display light,Emissive display,site_standardized,54.13342430878534,36.42680856023284,80.4470043690333,0.6044443603872306,0.6044443603872306,0.4008667891038559,0.911407466856211,-2.423786036725582,139,0.016645277297501208,ESTIMABLE,655,87,230,9,H03-S-gap__near_eye-context-contrasts,6,0.01997433275700145,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665,1.0983018005796152,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.6996304415337944,1.4770774204529422,4.934070767002248,0.030143601967739728,0.030143601967739728,0.016148315064582492,0.05626820729937342,-11.092796754729275,139,7.115451995672447e-21,ESTIMABLE,5110,130,696,9,H03-S-gap__near_eye-context-contrasts,6,2.134635598701734e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20,-2.382797243247148,TRUE,TRUE,stable
gap__near_eye,Near-eye,gap_timing_unaware_dataset,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,40.216036329288436,21.29612149113652,75.94479486378695,0.44904523714789946,0.44904523714789946,0.24265886838340547,0.8309674661740192,-2.5720160923502573,139,0.011160640357281525,ESTIMABLE,846,66,230,9,H03-S-gap__near_eye-context-contrasts,6,0.01674096053592229,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896,-0.07512448405052607,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,88.46916011428608,74.8469997058439,104.5705548931454,1,1,1,1,,150,,REFERENCE,5394,149,753,8,H03-S-gap__chest-context-contrasts,,,1,1,1,,0,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,55.176275624131456,29.38625521241,103.60018211726569,0.6236780766637067,0.6236780766637067,0.35108852843346305,1.1079095778108206,-1.6235170798278311,150,0.1065785966212291,ESTIMABLE,218,59,128,8,H03-S-gap__chest-context-contrasts,6,0.1065785966212291,0.6216250723629494,0.3504659293821016,1.1025828709556054,0.10326768735002957,0.3302640758927833,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,231.53157674470893,197.86096842134205,270.9320158371811,2.6170879936648226,2.6170879936648226,2.136141502232372,3.206318289039782,9.361438968887494,150,1.092385361145829e-16,ESTIMABLE,4916,148,729,8,H03-S-gap__chest-context-contrasts,6,3.277156083437487e-16,2.6030283367861085,2.130029067772513,3.181062936947255,2.2269193902981017e-16,0.5401269237073736,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1289.9242243206036,1023.3328573357121,1625.966070141784,14.580495877368518,14.580495877368518,11.155956636274004,19.056264465811328,19.778045389842568,150,1.2283343162998475e-43,ESTIMABLE,1656,145,547,8,H03-S-gap__chest-context-contrasts,6,7.370005897799085e-43,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44,-1.7038993112697076,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,5,display,Emissive display light,Emissive display,site_standardized,51.61374052927973,35.96677533346283,74.06775243888202,0.583409410269117,0.583409410269117,0.4029760681361923,0.8446321429577462,-2.8776049159588815,150,0.0045921932117096425,ESTIMABLE,854,97,271,8,H03-S-gap__chest-context-contrasts,6,0.006888289817564464,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589,0.765530035197326,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.8229449891002387,1.484969784919024,9.841889402809352,0.04321217681010748,0.04321217681010748,0.016691545980998212,0.11187053774370155,-6.525903089679623,150,9.796057386947726e-10,ESTIMABLE,5428,142,752,8,H03-S-gap__chest-context-contrasts,6,1.9592114773895452e-9,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10,-0.6940932835274083,TRUE,TRUE,stable
gap__chest,Chest,gap_timing_unaware_dataset,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,32.59650321508562,13.477645845825469,78.83661835350816,0.368450465370948,0.368450465370948,0.1626051656736342,0.8348796600013576,-2.411840789470095,150,0.01708045712444017,ESTIMABLE,754,63,223,7,H03-S-gap__chest-context-contrasts,6,0.020496548549328204,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783,-0.32581414170752554,TRUE,TRUE,stable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,101.31095233093018,86.29919203371249,118.93401108773354,1,1,1,1,,139,,REFERENCE,3788,136,673,9,H03-S-boundary_excluded__near_eye-context-contrasts,,,1,1,1,,0,TRUE,TRUE,stable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,111.5868773774151,38.847991937552116,320.5218746662167,1.1014295573189248,,,,,139,,SUPPORT_NON_ESTIMABLE,144,45,91,9,H03-S-boundary_excluded__near_eye-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877,,,,support_non_estimable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,210.8346517390454,177.71369831295283,250.1284413970506,2.0810647505351474,2.0810647505351474,1.6815996925019496,2.5754229827886896,6.798692377306745,139,2.864915924033801e-10,ESTIMABLE,4265,138,676,9,H03-S-boundary_excluded__near_eye-context-contrasts,5,4.774859873389669e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11,-9.806211753449734,TRUE,TRUE,stable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1082.8156338083006,871.0057662086805,1346.1331053217853,10.688041212674671,10.688041212674671,8.209784306036013,13.914400269912663,17.75664531120259,139,1.4518605191416145e-37,ESTIMABLE,1384,133,482,9,H03-S-boundary_excluded__near_eye-context-contrasts,5,7.259302595708073e-37,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38,-8.094178963232768,TRUE,TRUE,stable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,5,display,Emissive display light,Emissive display,site_standardized,64.6449891485027,43.89629972616567,95.20106815561572,0.6380849025813236,0.6380849025813236,0.4287228504471634,0.9496865923464357,-2.2338496790537277,139,0.02709027031387468,ESTIMABLE,519,81,188,9,H03-S-boundary_excluded__near_eye-context-contrasts,5,0.02709027031387468,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665,6.724959786592977,TRUE,TRUE,stable
boundary_excluded__near_eye,Near-eye,boundary_hours_excluded,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.6113613585367697,1.361790531180514,5.007530885787217,0.02577570636200132,0.02577570636200132,0.013228224535934295,0.050224959264587386,-10.843014432409595,139,3.12711013523072e-20,ESTIMABLE,4709,129,701,9,H03-S-boundary_excluded__near_eye-context-contrasts,5,7.8177753380768e-20,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20,-16.527813868069153,TRUE,TRUE,stable
