analysis_hour_id,placement,participant,participant_day,site,time_hour,observed_mel_edi_lx,fitted_mean_lx,pearson_residual,working_zero_probability,observed_zero,membership_rows,membership_weight_sum
BAUA.BAUA_S001.2025-06-11.0,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,0.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.1020,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,17.5,4031.050438680744,476.87508917576343,30.79468426797408,0.8081830321988794,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1080,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,18.5,357.0076354382742,160.56400382375168,3.9353030063211953,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1140,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,19.5,173.8988835123299,160.56400382375168,0.2671340969218461,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.120,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,2.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.1200,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,20.5,18.900747946879097,160.56400382375168,-2.837902314041174,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1260,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,21.5,9.818717099908627,14.94792209327853,-0.6392494913451608,0.9576294934457327,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1320,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,22.5,0.016677119421410674,14.94792209327853,-1.860871376173483,0.9576294934457327,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.1380,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,23.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.180,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,3.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.240,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,4.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.300,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,5.5,1.8934015763964755,14.94792209327853,-1.6269764244086227,0.9576294934457327,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.360,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,6.5,37.53988387174612,160.56400382375168,-2.464509463188706,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.420,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,7.5,166.7122471882498,437.224525710695,-1.1850281400204368,0.8263725298635164,FALSE,2,1
BAUA.BAUA_S001.2025-06-11.480,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,8.5,237.33581344148314,434.34220416824337,-1.8342413636589574,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.540,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,9.5,186.57323556290856,434.34220416824337,-2.3068697881854567,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.60,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,1.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-11.600,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,10.5,381.012824097467,434.34220416824337,-0.49652681044128444,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.660,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,11.5,404.0496533142252,434.34220416824337,-0.28204084944760666,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.720,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,12.5,580.2696882794412,434.34220416824337,1.358667738970389,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.780,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,13.5,1567.2696572582968,434.34220416824337,10.548197897624327,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.840,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,14.5,655.857466390185,434.34220416824337,2.0624328741334303,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.900,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,15.5,585.7073240220127,434.34220416824337,1.409295215382403,0.8154566667732205,FALSE,1,1
BAUA.BAUA_S001.2025-06-11.960,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-11,BAUA,16.5,1565.2642101866031,1286.4574970652047,1.595938860264598,0.7226578854224028,FALSE,2,1
BAUA.BAUA_S001.2025-06-12.0,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,0.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-12.1020,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,17.5,986.4980090850358,1286.4574970652047,-0.3255000626373359,0.7226578854224028,FALSE,2,1
BAUA.BAUA_S001.2025-06-12.1080,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,18.5,187.73575982823843,160.56400382375168,0.5443245587177271,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-12.1140,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,19.5,81.56988768844427,160.56400382375168,-1.5824681113560695,0.8789176177778292,FALSE,1,1
BAUA.BAUA_S001.2025-06-12.120,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,2.5,0,14.94792209327853,-1.862949834749621,0.9576294934457327,TRUE,1,1
BAUA.BAUA_S001.2025-06-12.1200,Near-eye,BAUA.BAUA_S001,BAUA.BAUA_S001.2025-06-12,BAUA,20.5,22.99699461879148,160.56400382375168,-2.755843294310558,0.8789176177778292,FALSE,1,1
