"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",1.5186835251788,0.0902293621934499,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","(Intercept)"
"beta_mu",0.946675448972825,0.0503167246775628,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1"
"beta_mu",0.350059140552076,0.251703504510242,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site1"
"beta_mu",0.105915808975509,0.252535740099768,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site2"
"beta_mu",-0.0121860404834886,0.214105311113999,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site3"
"beta_mu",-0.225046497116145,0.175559726698467,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site4"
"beta_mu",-0.79301619983676,0.263062733310255,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site5"
"beta_mu",0.631728430889414,0.203689693498199,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site6"
"beta_mu",-0.811342071306476,0.214087684394681,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site7"
"beta_mu",-0.463333268832045,0.366593126958885,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site8"
"beta_mu",0.179016056761423,0.0523951388600623,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","day_type1"
"beta_mu",-0.0439620161288036,0.0299551827819576,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","wake_within_10pp"
"beta_mu",-0.240490231732884,0.0552139276512449,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","wake_between_centered_10pp"
"beta_mu",0.0412035846913371,0.0440182847093327,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","wake_free_fraction_centered_10pp"
"beta_mu",0.0700172747970742,0.140148324122473,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site1"
"beta_mu",-0.448823237210373,0.130087828345762,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site2"
"beta_mu",0.0477927215951867,0.108210361408376,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site3"
"beta_mu",-0.130385748144988,0.0829475276534889,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site4"
"beta_mu",-0.347094923345991,0.117036510340447,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site5"
"beta_mu",0.726152042161795,0.119714958405743,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site6"
"beta_mu",-0.411798484782361,0.101503592676853,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site7"
"beta_mu",-0.349516152763548,0.19030287493781,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:site8"
"beta_mu",0.228283466145177,0.0533708775422732,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:day_type1"
"beta_mu",0.372957852287492,0.134190851875194,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site1:day_type1"
"beta_mu",-0.106817944669237,0.128075217428593,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site2:day_type1"
"beta_mu",0.0560670431614723,0.109713952653971,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site3:day_type1"
"beta_mu",-0.0544113050343384,0.086449500701066,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site4:day_type1"
"beta_mu",0.0172922095923012,0.117366124869837,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site5:day_type1"
"beta_mu",0.0650149364859429,0.124523353899988,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site6:day_type1"
"beta_mu",-0.0288807912511808,0.103838495474532,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site7:day_type1"
"beta_mu",-0.142871921968254,0.201929254410008,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","site8:day_type1"
"beta_mu",0.0133581713127076,0.0300677601311934,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_within_10pp"
"beta_mu",-0.0521895299661045,0.0258414513972307,"CS-ANY-F3-R3-Q2-Q1-D0","primary_any_valid","mean","target_state1:wake_between_centered_10pp"
