"state","state_order","mean_adherence","density_x"
"Sleep",1,0,1
"Sleep",1,0,1
"Sleep",1,0.00195694716242661,1
"Sleep",1,0.00391389432485323,1
"Sleep",1,0.00587084148727984,1
"Sleep",1,0.00782778864970646,1
"Sleep",1,0.00978473581213307,1
"Sleep",1,0.0117416829745597,1
"Sleep",1,0.0136986301369863,1
"Sleep",1,0.0156555772994129,0.999999999999999
"Sleep",1,0.0176125244618395,0.999999999999998
"Sleep",1,0.0195694716242661,0.999999999999998
"Sleep",1,0.0215264187866928,0.999999999999997
"Sleep",1,0.0234833659491194,0.999999999999996
"Sleep",1,0.025440313111546,0.999999999999994
"Sleep",1,0.0273972602739726,0.999999999999992
"Sleep",1,0.0293542074363992,0.99999999999999
"Sleep",1,0.0313111545988258,0.999999999999986
"Sleep",1,0.0332681017612524,0.999999999999981
"Sleep",1,0.0352250489236791,0.999999999999974
"Sleep",1,0.0371819960861057,0.999999999999966
"Sleep",1,0.0391389432485323,0.999999999999954
"Sleep",1,0.0410958904109589,0.999999999999937
"Sleep",1,0.0430528375733855,0.999999999999917
"Sleep",1,0.0450097847358121,0.99999999999989
"Sleep",1,0.0469667318982387,0.999999999999851
"Sleep",1,0.0489236790606654,0.999999999999801
"Sleep",1,0.050880626223092,0.999999999999739
"Sleep",1,0.0528375733855186,0.999999999999653
"Sleep",1,0.0547945205479452,0.999999999999536
"Sleep",1,0.0567514677103718,0.999999999999388
"Sleep",1,0.0587084148727984,0.999999999999203
"Sleep",1,0.0606653620352251,0.999999999998938
"Sleep",1,0.0626223091976517,0.999999999998596
"Sleep",1,0.0645792563600783,0.999999999998167
"Sleep",1,0.0665362035225049,0.999999999997611
"Sleep",1,0.0684931506849315,0.999999999996841
"Sleep",1,0.0704500978473581,0.999999999995869
"Sleep",1,0.0724070450097847,0.999999999994663
"Sleep",1,0.0743639921722114,0.999999999993025
"Sleep",1,0.076320939334638,0.999999999990871
"Sleep",1,0.0782778864970646,0.999999999988184
"Sleep",1,0.0802348336594912,0.999999999984869
"Sleep",1,0.0821917808219178,0.999999999980205
"Sleep",1,0.0841487279843444,0.999999999974356
"Sleep",1,0.086105675146771,0.999999999967143
"Sleep",1,0.0880626223091977,0.999999999957842
"Sleep",1,0.0900195694716243,0.999999999945394
"Sleep",1,0.0919765166340509,0.999999999929964
"Sleep",1,0.0939334637964775,0.99999999991116
"Sleep",1,0.0958904109589041,0.99999999988582
"Sleep",1,0.0978473581213307,0.999999999853559
"Sleep",1,0.0998043052837573,0.999999999814017
"Sleep",1,0.101761252446184,0.999999999765396
"Sleep",1,0.103718199608611,0.999999999699368
"Sleep",1,0.105675146771037,0.999999999618147
"Sleep",1,0.107632093933464,0.999999999519697
"Sleep",1,0.10958904109589,0.999999999393628
"Sleep",1,0.111545988258317,0.999999999230383
"Sleep",1,0.113502935420744,0.999999999031725
"Sleep",1,0.11545988258317,0.999999998793529
"Sleep",1,0.117416829745597,0.999999998476205
