"parameter","estimate","standard_error","model_id","sample_id","component","term"
"beta_mu",1.59944191901286,0.0946687121351085,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","(Intercept)"
"beta_mu",0.895053162180188,0.0539412186572411,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1"
"beta_mu",0.257769608558596,0.256414883008838,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site1"
"beta_mu",0.311173987482239,0.273145987408507,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site2"
"beta_mu",-0.0429874662780921,0.224102031115784,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site3"
"beta_mu",-0.273035114888551,0.182485420265353,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site4"
"beta_mu",-0.792995257347726,0.276151881362552,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site5"
"beta_mu",0.639781003304566,0.20824950707394,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site6"
"beta_mu",-0.889239485298127,0.230327330421582,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site7"
"beta_mu",-0.529132683314275,0.379243075467932,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","site8"
"beta_mu",0.126678217606704,0.055198514634264,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","day_type1"
"beta_mu",-0.0467865533127252,0.031196907926392,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","wake_within_10pp"
"beta_mu",-0.22716027110784,0.0574690463239767,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","wake_between_centered_10pp"
"beta_mu",0.00970627690415318,0.045569845994754,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","wake_free_fraction_centered_10pp"
"beta_mu",0.112140095796579,0.139104137820061,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site1"
"beta_mu",-0.677078499704834,0.151696979011713,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site2"
"beta_mu",0.0464875304881202,0.115543586658252,"CS-80-F3-R3-Q2-Q1-D0","support_80","mean","target_state1:site3"
