"target_state","wake_group","adjusted_target_adherence","wake_cycles","observed_median_wake_deviation","observed_minimum_wake_deviation","observed_maximum_wake_deviation","paired_target_periods","sample_id","lower_cutpoint","upper_cutpoint","inferential_p_value","interpretation"
"Sleep","High",0.873362396080986,253,0.115674744899441,0.0458180491256532,0.437098277613475,254,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Sleep","Low",0.879523231349179,254,-0.118530650717005,-0.391364863478906,-0.0546504130503278,251,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Sleep","Middle",0.876570290912952,254,-0.00511013176507645,-0.0531122168289268,0.0456320358457564,253,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","High",0.629060224278118,253,0.115674744899441,0.0458180491256532,0.437098277613475,220,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","Low",0.654680467260622,254,-0.118530650717005,-0.391364863478906,-0.0546504130503278,185,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","Middle",0.642354051354381,254,-0.00511013176507645,-0.0531122168289268,0.0456320358457564,213,"primary_any_valid",-0.0546504130503278,0.0456320358457564,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Sleep","High",0.87234575805797,239,0.11708839772559,0.0468591499939821,0.456162320174694,231,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Sleep","Low",0.878796919161701,240,-0.11669885156193,-0.382924400151915,-0.0531122168289268,234,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Sleep","Middle",0.875626140670576,239,-0.000578981620099652,-0.0529008470619073,0.0458180491256532,232,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","High",0.638325916571564,239,0.11708839772559,0.0468591499939821,0.456162320174694,178,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","Low",0.665160078165551,240,-0.11669885156193,-0.382924400151915,-0.0531122168289268,151,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
"Pre-sleep","Middle",0.651934588904222,239,-0.000578981620099652,-0.0529008470619073,0.0458180491256532,173,"support_80",-0.0531122168289268,0.0458180491256532,,"point-only descriptive display at the observed group median; not a stable category or inferential comparison"
