"model_id","target_state","association_level","conditional_logit_estimate","conditional_logit_standard_error","conditional_logit_conf_low","conditional_logit_conf_high","response_effect_percentage_points","response_standard_error_percentage_points","response_conf_low_percentage_points","response_conf_high_percentage_points","direction","interval_excludes_zero","sample_id","sensitivity"
"CS-80-F3-R3-COMPLETE","Sleep","within",-0.0655697371220278,0.0503192922824909,-0.164193737723254,0.0330542634791985,-0.517063757993586,0.398050826634899,-1.29722904221438,0.263101526227213,"negative",FALSE,"support_80","complete_target_pair"
"CS-80-F3-R3-COMPLETE","Pre-sleep","within",-0.0683050025110566,0.0470729071478406,-0.160566205168422,0.023956200146309,-1.28319603164813,0.88673804358924,-3.02117066080455,0.454778597508293,"negative",FALSE,"support_80","complete_target_pair"
"CS-80-F3-R3-COMPLETE","Sleep","between",-0.286067730363227,0.0637750674923768,-0.411064565759897,-0.161070894966557,-2.25650015046713,0.521424353250835,-3.27847310350086,-1.23452719743341,"negative",TRUE,"support_80","complete_target_pair"
"CS-80-F3-R3-COMPLETE","Pre-sleep","between",-0.136898195307387,0.0658481184725521,-0.265958135963315,-0.00783825465145804,-2.57140614266143,1.24158580746451,-5.00486960900794,-0.137942676314913,"negative",TRUE,"support_80","complete_target_pair"
"CS-ANY-F3-R3-EQUALDAY","Sleep","within",-0.00554368563817456,0.0427424294293245,-0.0893173079313955,0.0782299366550464,-0.0459261636773123,0.354160621696767,-0.74006822694529,0.648215899590666,"negative",FALSE,"primary_any_valid","equal_daytype_between"
"CS-ANY-F3-R3-EQUALDAY","Pre-sleep","within",-0.0569244484832532,0.0460440992100647,-0.147169224635569,0.0333203276690628,-1.06034563595684,0.859307810980512,-2.74455799711259,0.623866725198917,"negative",FALSE,"primary_any_valid","equal_daytype_between"
"CS-ANY-F3-R3-EQUALDAY","Sleep","between",-0.32262284659395,0.0645287782834276,-0.449096927995838,-0.196148765192061,-2.67399660912044,0.550102620093055,-3.75217793230395,-1.59581528593694,"negative",TRUE,"primary_any_valid","equal_daytype_between"
"CS-ANY-F3-R3-EQUALDAY","Pre-sleep","between",-0.187990292459654,0.0690652526767555,-0.323355700289253,-0.0526248846300545,-3.50045238588258,1.29724499412418,-6.04300585349085,-0.957898918274311,"negative",TRUE,"primary_any_valid","equal_daytype_between"
"CS-80-F3-R3-EQUALDAY","Sleep","within",-0.00829175294590608,0.0431601069339457,-0.092884008105337,0.0763005022135249,-0.068260860648206,0.355392467469951,-0.764817297266133,0.628295575969721,"negative",FALSE,"support_80","equal_daytype_between"
"CS-80-F3-R3-EQUALDAY","Pre-sleep","within",-0.0716688054678516,0.0486126377063296,-0.166947824565751,0.0236102136300482,-1.30593844296947,0.886524354427284,-3.04349424906457,0.43161736312563,"negative",FALSE,"support_80","equal_daytype_between"
"CS-80-F3-R3-EQUALDAY","Sleep","between",-0.319308365975634,0.0674296488835224,-0.451468049277519,-0.187148682673749,-2.6298192653502,0.571243390439739,-3.74943573701864,-1.51020279368176,"negative",TRUE,"support_80","equal_daytype_between"
"CS-80-F3-R3-EQUALDAY","Pre-sleep","between",-0.151025260842303,0.0720351528926004,-0.292211566132636,-0.00983895555197015,-2.75145854729345,1.31878477270213,-5.33622920514947,-0.166687889437428,"negative",TRUE,"support_80","equal_daytype_between"
"CS-ANY-F3-R3-THIN2","Sleep","within",-0.0258696074849065,0.0538726489853946,-0.131458059248048,0.0797188442782352,-0.201207207188681,0.418351533254586,-1.02116114524478,0.618746730867418,"negative",FALSE,"primary_any_valid","two_day_thinning"
"CS-ANY-F3-R3-THIN2","Pre-sleep","within",-0.0144981475698052,0.0505501185859407,-0.113574559412478,0.0845782642728674,-0.2722128478023,0.948979842583788,-2.13217916132101,1.58775346571641,"negative",FALSE,"primary_any_valid","two_day_thinning"
"CS-ANY-F3-R3-THIN2","Sleep","between",-0.314522016775042,0.0618119212457898,-0.435671156232016,-0.193372877318068,-2.44734235480393,0.497791227446764,-3.42299523241957,-1.47168947718829,"negative",TRUE,"primary_any_valid","two_day_thinning"
"CS-ANY-F3-R3-THIN2","Pre-sleep","between",-0.178288977749723,0.0608654845449838,-0.297583135359471,-0.058994820139976,-3.34617261711314,1.14748583140435,-5.59520351943568,-1.09714171479061,"negative",TRUE,"primary_any_valid","two_day_thinning"
