sensitivity_id,placement,placement_label,metric_order,metric_id,manuscript_name,participants,participant_days_contributing,sites,metric_support_valid_hours,metric_support_expected_hours,row_key_hash,formula,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,effect_status,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number
participant_summary,chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,154,902,8,20891.75,21648,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.0051563410646545205,0.0043810531342032,-0.013743047422049112,0.003430365292740072,0.9881972908540271,0.9688509123754123,1.0079299850758145,-0.028565306386235372,0.024270335011533233,-0.07613428890156201,0.019003676129091266,0.9363424082115955,0.8392004558616293,1.044729062397042,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,2,m10_mean_medi,Brightest 10 h mean,154,902,8,,,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.009039348981396262,0.005804577886369278,-0.020416112584137676,0.00233741462134515,0.9794012433480962,0.9540780127624024,1.0053966055610974,-0.050076550396495015,0.03215643489983422,-0.11310200467137692,0.012948903878386889,0.8910938566992956,0.7707224248092985,1.0302648993815093,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,3,l10_mean_medi,Darkest 10 h mean,154,902,8,,,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,0.0020061004250257223,0.004133241828434538,-0.0060949046981004515,0.010107105548151897,1.0046299019620732,0.9860639813267155,1.0235453875501785,0.011113476118798251,0.02289749993594477,-0.033764799091661676,0.05599175132925818,1.0259199522367504,0.9251990984563727,1.1376056787706506,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",154,902,8,20891.75,21648,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.017111120082372287,0.010523076000764969,-0.0377359700504494,0.0035137298857048326,0.9830344436972326,0.9629671594996011,1.0035199102711747,-0.0947928737908997,0.05829616123494963,-0.20905125024834098,0.019465502666541568,0.9095613089447784,0.8113536525016642,1.0196561908342943,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,154,818,8,10297.716666666667,10727.6,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.011243868052087554,0.00789750580265202,-0.026722694992981598,0.004234958888806492,0.9888191079799079,0.9736311968985076,1.0042439389995264,-0.06228923413851099,0.043750921459835924,-0.14803946449022992,0.02346099621320795,0.9396110798838399,0.8623970802093219,1.023738370294789,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,743,8,2180.1,2205.5,8f055234057c70c3fac52b4bfb794b89028d3c450544139cae0b9a6990aca545,participant_response ~ site + VLSQ8_c,0.009737914264472866,0.009993043733194163,-0.009848091548521376,0.029323920077467105,0.009737914264472866,-0.009848091548521376,0.029323920077467105,0.053946490552055186,0.05535986708219549,-0.05455685511797242,0.16244983622208278,0.053946490552055186,-0.05455685511797242,0.16244983622208278,difference,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.90739255937388
participant_summary,chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,861,8,6871.416666666667,6873.866666666667,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,9.815122277868819e-5,0.0024639630975916865,-0.004731127707736766,0.004927430153294142,1.0000981560397675,0.995280046447892,1.004939589901151,5.437421062147533e-4,0.013649962235731176,-0.026209692266150178,0.027297176478579682,1.0005438899607508,0.9741308004954917,1.0276731576792228,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,902,8,20891.75,21648,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.005754767670161203,0.0033687176313073326,-0.012357332901608653,8.477975612862475e-4,0.986836563665951,0.9719471868363182,1.0019540326649705,-0.03188049425329678,0.01866215792563257,-0.06845765166133533,0.004696663154741765,0.9292220476324474,0.8541661336555694,1.0108731542784557,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,154,851,8,19814.9,20424,c201026c28527e869edd2d3c85796277f434d93920318c8785a0435b48a95dd7,participant_response ~ site + VLSQ8_c,-0.011441192804776434,0.005529753889806703,-0.02227931127216784,-6.030743373850282e-4,0.9739996643024382,0.9499936201730008,0.9986123337212535,-0.0633823817692571,0.03063395382931069,-0.12342382797876891,-0.003340935559745295,0.8642066786186765,0.7526207226736974,0.9923367253507401,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,9,9,TRUE,20.945097389648286
participant_summary,glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,141,816,9,18851,19586,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.005734881502110425,0.005011072519633191,-0.015556403164509859,0.0040866401602890085,0.986881751546214,0.9648140002970222,1.009454248419999,-0.03177032805674464,0.027760541836182293,-0.08617999024697934,0.022639334133490063,0.9294577905394079,0.8200116259331678,1.0535116296812193,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,141,816,9,,,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.008244671562118288,0.006946531136435238,-0.021859622407017443,0.005370279282780867,0.9811950044902239,0.9509121085941317,1.0124422942304638,-0.045674164348856974,0.03848267361404483,-0.12109881866119465,0.029750489963480703,0.9001726956905287,0.7566607060835429,1.0709038748171587,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,3,l10_mean_medi,Darkest 10 h mean,141,816,9,,,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,3.3613828397693624e-4,0.004308238471885475,-0.008107853957728471,0.008780130525682342,1.0007742866071012,0.981504163145494,1.0204227453546593,0.0018621524351372424,0.02386695340577139,-0.04491621666087024,0.04864052153114473,1.0042969700524338,0.9017450839262234,1.1185116747905874,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,4,duration_above_1000,"Time above 1,000 lx melEDI",141,816,9,18851,19586,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.02095760602822003,0.012615210778484237,-0.045682964811430624,0.0037677527549905623,0.9792604784305725,0.9553447921006217,1.0037748596582836,-0.11610179191244584,0.0698862539339192,-0.2530763326373481,0.020872748812456418,0.8903845847347222,0.7764086142445562,1.0210921081866167,ratio,wald_normal,PASS,FALSE,FALSE,FALSE,,false convergence (8) non-positive-definite Hessian,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,5,duration_above_250_wake,Time above 250 lx melEDI during wake,141,737,9,9174.283333333333,9586.383333333333,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.01659174974028971,0.009397090156380227,-0.03500970800627082,0.0018262085256913925,0.9835451352400755,0.9655960421996321,1.0018278770600237,-0.09191564500337639,0.05205837939931981,-0.19394819371956507,0.010116903712812292,0.9121820934171551,0.8237005760262708,1.01016825260101,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,139,655,9,1925.5333333333333,1954.25,321af285458589558592d7c974bd25b53626848907b7ebf3aecfb2d085902491,participant_response ~ site + VLSQ8_c,0.007795833764974512,0.012044019675921027,-0.015810011028922467,0.03140167855887149,0.007795833764974512,-0.015810011028922467,0.03140167855887149,0.04318767460111295,0.06672194640553368,-0.08758493733214473,0.17396028653437062,0.04318767460111295,-0.08758493733214473,0.17396028653437062,difference,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.546401107166858
participant_summary,glasses,Near eye,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,778,9,6282.516666666666,6286.533333333334,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,7.015087785356568e-5,0.0031128055681214207,-0.006030835926540159,0.00617113768224729,1.000070153338484,0.9939873130615944,1.0061902183820761,3.886246650530164e-4,0.01724444594708466,-0.03340986832458061,0.03418711765468664,1.0003887001894014,0.9671420774389339,1.0347782138863975,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,816,9,18851,19586,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.005207273988017687,0.004030230847688089,-0.013106381298868671,0.0026918333228332977,0.9880814044504332,0.9702722680084761,1.0062174237182382,-0.028847466651193133,0.022326835546356713,-0.07260726021080094,0.01491232690841467,0.9357342659788008,0.8460435907411739,1.034933218700729,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
participant_summary,glasses,Near eye,9,dose_time_sensitive_corrected_medi,melEDI dose,141,761,9,17678.816666666666,18265,ffaacf69e4a51ca6e9df5d2dc208dfba43e593874105e0e0266ff1e155678d9b,participant_response ~ site + VLSQ8_c,-0.009460837092119092,0.006435835257670346,-0.022074842407586025,0.0031531682233478416,0.978451183549847,0.950440989084858,1.0072868590315185,-0.05241152724732515,0.035653499968588104,-0.12229110310855776,0.01746804861390746,0.8863157620081035,0.7545862667282137,1.041041514564094,ratio,wald_normal,PASS,TRUE,TRUE,FALSE,,,10,10,TRUE,25.680908217333762
