run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,model_frame_hash,reader_inference_status,reader_placement,display_unit,metric_display,factor_display,effect_label,effect_fill
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,5.022305227256318e-4,0.00925891791550861,-0.01764491512748392,0.01864937617293518,0.9567416448048188,odds_ratio,1.0005023566615907,0.9825098448086133,1.018824361887576,0.002001560652942,0.03689995918194334,-0.07032103037466497,0.074324151680549,1.0020035651125918,0.9320945412099548,1.0771559108103284,wald_normal,PASS,0.00312615307879582,1,0.9554119016586298,0.984363777466467,66,68,PASS,PASS,acceptable,,153,153,,900,8,15.516339869281044,3.985342511800022,0267eb67c9859da0c5a0136713206301e88a5eb2f4ac52342b7fc2e71854d324,retained_for_inference,Chest,dimensionless,Interdaily stability,F2: Spending time outdoors,×1.00,0.002001560652942
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0108051835331566,0.01123353235147572,-0.03282250236121455,0.01121213529490134,0.33611554629897944,odds_ratio,0.9892529827747216,0.9677103106410452,1.0112752268604128,-0.03363246721486504,0.03496575577441948,-0.10216408922495064,0.03489915479522054,0.9669268166450444,0.90288138640613,1.0355152767838385,wald_normal,PASS,0.9798714782064906,1,0.3222305381813993,0.7609605482613212,27,68,PASS,PASS,acceptable,,153,153,,900,8,13.875816993464053,3.1126234100199235,d962858cdd245f28b793058db48104a562fa95f8e525b1641673e9bdabe51bb7,retained_for_inference,Chest,dimensionless,Interdaily stability,F3: Using phones and smartwatches in bed before sleep,×0.97,-0.03363246721486504
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,-1.313516020632476e-4,0.00852965384783656,-0.01684916594441638,0.01658646274028989,0.9877135373685954,odds_ratio,0.9998686570241808,0.9832919873683548,1.0167247817965015,-5.476466043113599e-4,0.03556283967872544,-0.07024953156258519,0.06915423835396246,0.9994525033267192,0.9321611872449252,1.071601478450726,wald_normal,PASS,2.519628520758488e-4,1,0.9873354406973228,0.9989360590861132,67,68,PASS,PASS,acceptable,,153,153,,900,8,12.61437908496732,4.169318041874058,9c7c1da6a689d65577ea7434e572cf3049658854855361fb6ebb4a89d8a95166,retained_for_inference,Chest,dimensionless,Interdaily stability,F4: Controlling and using ambient light before bedtime,×1.00,-5.476466043113599e-4
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.01704003572451818,0.00979487394307416,-0.002157564437017,0.03623763588605337,0.08191361912276428,odds_ratio,1.0171860452903416,0.9978447614320948,1.0369022223942557,0.06300627031670109,0.03621697074774136,-0.00797768797801263,0.1339902286114148,1.0650335173078194,0.9920540493218882,1.143381647163686,wald_normal,PASS,3.182349098690821,1,0.07443764340863275,0.5726074326129581,8,68,PASS,PASS,acceptable,,153,153,,900,8,12.137254901960784,3.697543322989872,df219545e7e661b9b103b7066ad90b6986b03e76637f0ab33b290200d7087d02,retained_for_inference,Chest,dimensionless,Interdaily stability,F5: Using light in the morning and during daytime,×1.07,0.06300627031670109
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.01042630959061688,0.00853012438362741,-0.02714504616617353,0.00629242698493976,0.22159692222267052,difference,-0.01042630959061688,-0.02714504616617353,0.00629242698493976,-0.04155241485267376,0.03399546733701228,-0.1081823064708256,0.02507747676547807,-0.04155241485267376,-0.1081823064708256,0.02507747676547807,wald_normal,PASS,1.5791966728652085,1,0.2088764442304859,0.6645697178158566,19,68,PASS,PASS,acceptable,,153,153,,900,8,15.516339869281044,3.985342511800022,83b62006db1f89403072b0747bcea6141131ee4617c027b8037b4243deb70540,retained_for_inference,Chest,dimensionless,Intradaily variability,F2: Spending time outdoors,-0.04,-0.04155241485267376
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.012617957357694441,0.01038301188964141,-0.03296828671244278,0.00773237199705388,0.22427067632633213,difference,-0.012617957357694441,-0.03296828671244278,0.00773237199705388,-0.03927494945819287,0.03231840587421306,-0.1026178610093982,0.02406796209301244,-0.03927494945819287,-0.1026178610093982,0.02406796209301244,wald_normal,PASS,1.56114337289236,1,0.2114978870059779,0.6645697178158566,20,68,PASS,PASS,acceptable,,153,153,,900,8,13.875816993464053,3.1126234100199235,20ee659e064c0651da45ccf636dc4311258fbf52a488d5bfc41f527143c468b7,retained_for_inference,Chest,dimensionless,Intradaily variability,F3: Using phones and smartwatches in bed before sleep,-0.04,-0.03927494945819287
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.0055865998661748,0.00788511648193223,-0.00986794445231555,0.02104114418466515,0.47863521852024293,difference,0.0055865998661748,-0.00986794445231555,0.02104114418466515,0.02329231161477379,0.03287555841039857,-0.04114259884125025,0.08772722207079785,0.02329231161477379,-0.04114259884125025,0.08772722207079785,wald_normal,PASS,0.5324170888016226,1,0.4655924341574976,0.7609605482613212,39,68,PASS,PASS,acceptable,,153,153,,900,8,12.61437908496732,4.169318041874058,c1a18a0ab8f52ec5bb632fe32952dc7611b7f45d92b26ec078f8965bf4f99c25,retained_for_inference,Chest,dimensionless,Intradaily variability,F4: Controlling and using ambient light before bedtime,+0.02,0.02329231161477379
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,0.01099599489860676,0.00911939397024259,-0.00687768884390045,0.02886967864111397,0.2279018199683868,difference,0.01099599489860676,-0.00687768884390045,0.02886967864111397,0.04065816751697412,0.0337193542843846,-0.02543055246236605,0.1067468874963143,0.04065816751697412,-0.02543055246236605,0.1067468874963143,wald_normal,PASS,1.537031483852303,1,0.2150602042279517,0.6645697178158566,21,68,PASS,PASS,acceptable,,153,153,,900,8,12.137254901960784,3.697543322989872,67046b51600bb6b954cd0d661cdf4a925082b634453c373859e13bf1d613a4ee,retained_for_inference,Chest,dimensionless,Intradaily variability,F5: Using light in the morning and during daytime,+0.04,0.04065816751697412
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.00438294197417644,0.00644265107331206,-0.00824442209447353,0.01701030604282641,0.49631389085905,ratio,1.0101431938097958,0.9811955681088912,1.0399448439895662,0.01751774122402308,0.02574998596009522,-0.03295130386017558,0.06798678630822175,1.041160638872589,0.926933751858674,1.1694638087823706,wald_normal,PASS,0.4961523540213193,1,0.4811956408123061,0.7609605482613212,43,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,15.551948051948052,3.996799712894827,d99c4972c1911668ec6ba0cec06c432862550583839f6007dd5cd7950a92b5e0,retained_for_inference,Chest,lx,Mean melEDI,F2: Spending time outdoors,×1.04,0.01751774122402308
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0128931785367844,0.00767601981629252,-0.02793790092133351,0.00215154384776471,0.09302158212886552,ratio,0.970748708583254,0.9376960770141828,1.004966404697673,-0.04110819789571875,0.02447397596793927,-0.08907630935137853,0.00685991355994102,0.909686609750832,0.8145611459048354,1.0159209435907002,wald_normal,PASS,2.955063057763141,1,0.08560896682509629,0.5726074326129581,10,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,902,154,902,902,8,13.935064935064934,3.188368002384869,41932d3da1131dbedea1a669ac232a157299a81624de50601803d777bd733a6d,retained_for_inference,Chest,lx,Mean melEDI,F3: Using phones and smartwatches in bed before sleep,×0.91,-0.04110819789571875
