"component","basis","charged_seconds"
"previous_sealed_accounting","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_002/audit_compute_accounting.csv",839.285488459027
"exploratory_tables_fixture_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/exploratory_tables_fixture_execution_001/finish.json",0.130318208015524
"exploratory_tables_fixture_execution_002","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/exploratory_tables_fixture_execution_002/finish.json",0.243329000019003
"internal_replacement_structure_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/internal_replacement_structure_execution_001/finish.json",0.301443249976728
"internal_replacement_cells_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/internal_replacement_cells_execution_001/finish.json",0.786954207986128
"internal_replacement_images_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/internal_replacement_images_execution_001/finish.json",0.253680000023451
"all_report_headings_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/all_report_headings_execution_001/finish.json",0.968268500000704
"all_report_headings_execution_002","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/all_report_headings_execution_002/finish.json",1.47888241603505
"finishing003_recovery_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/finishing003_recovery_execution_001/finish.json",0.62395237502642
"finishing003_recovery_execution_002","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_003/independent_evidence/finishing003_recovery_execution_002/finish.json",0.665819249988999
