"path","sha256","bytes","stage3_manifest_exact"
"artifacts/09_tables/H10/H10_METRIC010_amendment_results.csv","a427b7dfbbb73e21525903c94c4b2025164bf0da710804457748e2182d8b7c0c",1375,TRUE
"artifacts/09_tables/H10/H10_model_effects.csv","38521966ba10c0160d3214f1ddf7bef336c8254f03687f5dc317340bd0a90b2d",105466,TRUE
"artifacts/09_tables/H10/H10_model_tests.csv","88158f31ef28d6daccb7ec24b0bdc790376b849f5e5732487aa60780ea2f41bd",122643,TRUE
"artifacts/09_tables/H10/H10_multiplicity_family_audit.csv","072cffd57dddaeb42ed93227d5e8878669129e963c6cdacd93622f388b9c0bfc",1749,TRUE
"artifacts/09_tables/H10/H10_primary_interaction_results.csv","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff",37219,TRUE
"artifacts/09_tables/H10/H10_primary_main_results.csv","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492",90676,TRUE
"artifacts/09_tables/H10/H10_site_specific_effects.csv","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc",622246,TRUE
"artifacts/09_tables/H10/H10_v0_chest_selected_table_recreated.csv","f32304f55cd435091d225f285ad68c5e911e7f3f3e1dbb34d808110b57f3f6c7",370,TRUE
"artifacts/09_tables/H10/H10_v0_near_eye_selected_table_recreated.csv","7eb84d53fc00666376561c26ed79b6af2b5a0623e47b306ef3c09c9cd23a9d3b",135,TRUE
"artifacts/09_tables/H10/H10_v0_overall_results_recreated.csv","a5a44ad2a7a915a05d1e6307c7dd03bea04231b36409db9016ad16e5c997475a",2647,TRUE
"artifacts/09_tables/H10/H10_v0_overall_results_recreated.html","919db3e3b9918bff2bba385aee26335e9b1ba770de58534289d671c267acee34",23330,TRUE
"artifacts/09_tables/H10/H10_v0_sex_site_comparison_unavailable.csv","2b7dd7d3bedabeb981221591487f36e59d5e9306df594a1d66729c5b03223c36",364,TRUE
"artifacts/09_tables/H10/H10_v0_to_current_comparison.csv","b0310ca0c5a60343ff0337c7aae2ff26ed45a7f436c1c1b8261d09f1691734ab",34116,TRUE
"artifacts/10_figures/H10/H10_age_site_significant_associations.pdf","5f5c5cdf91b62dbe3fbb2cd215d6f1658d1835c62eab5504d9aa3570a60de5cf",46187,TRUE
"artifacts/10_figures/H10/H10_age_site_significant_associations.png","f63973b770ecaca01a3fb2b24fa455b14f7a5208c82df377317578a443d411a6",463728,TRUE
"artifacts/10_figures/H10/H10_all_primary_model_core_diagnostics.pdf","4d68c4ce78e295bd7425179c3b40699ef9cb2cb3312d318cd7f9cdf15dddaa77",3822509,TRUE
"artifacts/10_figures/H10/H10_diagnostic_assessment.pdf","7b9faff8eb155cbd2055c88f58398be6d492d2b4212a19953836685aa3ea96f1",19143,TRUE
"artifacts/10_figures/H10/H10_diagnostic_assessment.png","4aa49a05bc6fb619f38516d4922c9365874d51db5cf6d768028a39e5f74c6699",222961,TRUE
"artifacts/10_figures/H10/H10_gap_common_sample_effects.pdf","803bd46261a268d374b034e1466f223ceba5ec1e0f7558faa62040cf5b887df9",23859,TRUE
"artifacts/10_figures/H10/H10_gap_common_sample_effects.png","d1fa523daf09b32bbd882555300c77623cb231981d56393f23d11c27d0f3e8b7",199138,TRUE
"artifacts/10_figures/H10/H10_paired_placement_effects.pdf","3d93b4fb95dc442c984a5c670b438b9383eb17cb9fc199bf53128fd78b2106a9",21769,TRUE
"artifacts/10_figures/H10/H10_paired_placement_effects.png","33fe0f8c13ebe8ca00dbab2d8602b27939913eb9495bce5738fc2bba5ebede4e",169391,TRUE
"artifacts/10_figures/H10/H10_preparation_age_distribution.pdf","df6c6442baa2d8aa46be3008bd8d3416f7fd93205d03f3069d6971da4b1026bf",29069,TRUE
"artifacts/10_figures/H10/H10_preparation_age_distribution.png","0b879a57bcde39bc1d521858d27bbf07271594306bd2e1cc08b1d8eadb3d5472",161240,TRUE
"artifacts/10_figures/H10/H10_preparation_sample_support.pdf","793ab75a6a80ed34c360fab8e1fd7987dac0f071374dc2021cb6ca376378ca1f",24924,TRUE
"artifacts/10_figures/H10/H10_preparation_sample_support.png","f38f45ceb6df90d5fbede83d8a88a2f18896053f30c425c36463e00ea99f0e9c",210708,TRUE
"artifacts/10_figures/H10/H10_primary_age_associations.pdf","5ea8e3f36673d227d3b3122a2f5552fd03ffd722773bbe4f953e94567b0d717d",22604,TRUE
"artifacts/10_figures/H10/H10_primary_age_associations.png","01c64cdd8cd12b99624de4eef4de156f953768be07f2cf629bcc16dba2c1b4e5",228711,TRUE
"artifacts/10_figures/H10/H10_primary_biological_sex_associations.pdf","aebbf63d80f8a822a31eadb979b5cfce813c9b92af5b55166b74f262803e2547",22536,TRUE
"artifacts/10_figures/H10/H10_primary_biological_sex_associations.png","de29990a755a6af14e2cb893bb0887a55442e71ed1b2434efaadbb9c188b2d39",234128,TRUE
"artifacts/10_figures/H10/H10_retained_age_core_diagnostics.pdf","f8ba26dd9367c865c74cb7d3e9c89a106c06b284b7a283a20690afc5c99de715",572673,TRUE
"artifacts/10_figures/H10/H10_retained_age_core_diagnostics.png","ca798f5067d3a3a8cd1c8360b2eca90ca28a9796c74a772d93d0f1f3bff826da",898736,TRUE
"artifacts/10_figures/H10/H10_retained_biological_sex_core_diagnostics.pdf","0cd345119ba35e40cb98de934215a0a060e044b4cbb87182c2e1bd9451c3743c",157177,TRUE
"artifacts/10_figures/H10/H10_retained_biological_sex_core_diagnostics.png","5782b8f57c414acbae6902ac04dfc3eab04e6e02403c58427dd4042ea61a3574",284888,TRUE
"artifacts/10_figures/H10/H10_v0_chest_corrected.pdf","3a76bce94394d7d9d418b331a7a28e545991c2ff51b660e8ed2e779ee1b3f11f",47995,TRUE
"artifacts/10_figures/H10/H10_v0_chest_corrected.png","6c51b452a9a62ce8337d6ba9e6cbe328f2d607acb2ccac101f1370406354806d",371782,TRUE
"artifacts/10_figures/H10/H10_v0_chest_recreated.pdf","e6634de2cc673285852ce2833adb3a29cc9ee61460d829fcbac70bf31e686fbb",47987,TRUE
"artifacts/10_figures/H10/H10_v0_chest_recreated.png","9a7a507dfaf72ca72eb338c4f9be4345bd4d810033bcbf46182b690f253a992b",364621,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_corrected.pdf","e3ef535ad3fbf150c075c8526590a3da12f11ab77c6991830a07e49a547498ce",42207,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_corrected.png","d64d4b1de3649c14d0a64c149f48ca8696191a2a668714d106bb8d8e9c23787d",314411,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_recreated.pdf","77c3c21aa1c43d9ab416c48fc01a77a3e8866d78462ee54b937c1bac1cd7b057",42205,TRUE
"artifacts/10_figures/H10/H10_v0_glasses_recreated.png","bacc88f680f4f9b89565185ccb155b90ea9b3e4cd8281de90a39c499104178fb",306252,TRUE
"artifacts/11_source_data/H10/H10_age_site_significant_associations_data.csv","5f06ab98bada441d02123e56d073e52bfacae75c0277ab73803efd401c33c8fd",41751,TRUE
"artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_data.csv","6fa20cc614151de1512af8c2c5c9be1d1f2d77340c42f3ac0eb7a13271d424ae",46627993,TRUE
"artifacts/11_source_data/H10/H10_all_primary_core_diagnostic_index.csv","7a626cc22fc696b7ba71bbe3f2dfb61c9b8fd25d48039ea670b3c2f2910e8a9a",27449,TRUE
"artifacts/11_source_data/H10/H10_diagnostic_assessment_data.csv","cc70abb5295dd14feb6ca1e250a9da9d4bb63a93700f4b5649b25a236f252bb0",73817,TRUE
"artifacts/11_source_data/H10/H10_gap_common_sample_effects_data.csv","10a6011605ba60afd60e7f29a4129cd513ff5674f708a9b252d4644bcc7b3cb1",25591,TRUE
"artifacts/11_source_data/H10/H10_paired_placement_effects_data.csv","a645a153889ebb87c6547220876c7f0de4cc8869dd29ab20ff851e3ccde44a3e",13650,TRUE
"artifacts/11_source_data/H10/H10_preparation_age_distribution_data.csv","9e76c96a36e2367408fb193755ed46b4dcc57821529fd1356fd2554a5b127692",20034,TRUE
"artifacts/11_source_data/H10/H10_preparation_sample_support_data.csv","db789495ff62fe57f9bf052edd9d27b84f56350bc0bffebdd6596da0009b8e52",11360,TRUE
