path,sha256,bytes,producer,r_version,inference_status,production_contract_sha256
artifacts/06_model_data/H01.rds,0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00,253472,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds,3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6,192816,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,6949,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
artifacts/12_manifests/H01_model_data_artifacts.csv,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,3646,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/decisions/bootstrap_execution_policy.md,8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a,2780,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/decisions/mder_mean_of_viable_ratios.md,1664347de976057807fcb5ac6e24bd4b66af1fe32378fabd1f2acafcfc9266de,9617,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_audit.csv,790c0c7ed6d285b3a4ef4be7d5610f3db02c03aab394051d86d1303758055a97,2950,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/diagnostics/H01_METRIC-010_bootstrap_pilot_provenance.csv,e16914696a81278195ed01cca175df04884673c3c9e6ee7b5695aa4aa87211d9,2049,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/H01_METRIC-010_bootstrap_pilot_manifest.csv,deeb5dab9a5b63163f932dfdf4e23cc74ebc6848bd6d4ef8335d921ddd0c8764,18741,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/hypotheses/H01/mder_METRIC-010/bootstrap_pilot/H01_METRIC-010_bootstrap_pilot_review.md,a0bdccd82e51fc1d8dac7c4b651a33c0e493fb3c3959f6d839407e7d74ba93da,5495,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
audit/hypotheses/H01/mder_METRIC-010/bootstrap_production/checkpoints/main/chest/all_available/mder_mean_of_viable_ratios_checkpoint.rds,e1dce7d5d7c1c41afd1d83bea20661161b8fd5793fb74662a0107834d403c02f,57328,scripts/hypotheses/H01/run_h01_mder_METRIC010_bootstrap_production.R,4.6.1,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d
