path,sha256,exists,live_sha256,exact
audit/hypotheses/H11/report018_order61_companion_render/order61_rendered_test_failure.md,5b6e5f73386a0f99160e2b1c857dfd174a02101d79d2d7efc2fed440675428d3,TRUE,5b6e5f73386a0f99160e2b1c857dfd174a02101d79d2d7efc2fed440675428d3,TRUE
audit/hypotheses/H11/report018_order61_companion_render/order61_fail_closed_non_circular_manifest.csv,bcacb72f9fc9796c346546081b8bdf306a4ef80079fadb606d96306bc3ad559c,TRUE,bcacb72f9fc9796c346546081b8bdf306a4ef80079fadb606d96306bc3ad559c,TRUE
notebooks/hypotheses/H11.qmd,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,TRUE,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,TRUE
_build/nathealth/notebooks/hypotheses/H11.html,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,TRUE,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,TRUE
audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,TRUE,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,TRUE
tests/hypotheses/H11/test_h11_preparation_report.R,4c31cb4120fdb0530609906df707c161b875c0859a917de61f3baa1050d24180,TRUE,4c31cb4120fdb0530609906df707c161b875c0859a917de61f3baa1050d24180,TRUE
scripts/hypotheses/H11/build_h11_preparation_report_manifest.R,317f31069e6019475023b3097b1d7f1b00435755e0a109e40535fab89b570bf8,TRUE,317f31069e6019475023b3097b1d7f1b00435755e0a109e40535fab89b570bf8,TRUE
artifacts/12_manifests/H11/H11_preparation_report_manifest.csv,3dbd92632afd32d392ef7ed456dc6f61d32e58ec73b03bd8d8e3451dfcb1afe8,TRUE,3dbd92632afd32d392ef7ed456dc6f61d32e58ec73b03bd8d8e3451dfcb1afe8,TRUE
scripts/pipeline/hypothesis_preparation_provenance_contract.R,6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026,TRUE,6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026,TRUE
tests/hypotheses/H11/test_h11_stage3_reader_report.R,b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0,TRUE,b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0,TRUE
tests/hypotheses/H11/test_h11_report016_hourly_disposition.R,3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b,TRUE,3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b,TRUE
artifacts/12_manifests/H11/H11_stage3_artifact_manifest.csv,2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645,TRUE,2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645,TRUE
audit/handoffs/H11_worker_handoff.md,5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289,TRUE,5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289,TRUE
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,TRUE,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,TRUE
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,TRUE,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,TRUE
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,TRUE,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,TRUE
_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,TRUE,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,TRUE
audit/report_harmonization/coordination_matrix.csv,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,TRUE,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,TRUE
