path,role,sealed_sha256,live_sha256,sealed_bytes,live_bytes,exact
audit/hypotheses/H11/report018_order61_companion_render/acceptance_and_companion_preflight_checks.csv,bounded audit evidence,a213dfe30dfe8452267d0836f01268058cd53de654753cd51f620f48fa831705,a213dfe30dfe8452267d0836f01268058cd53de654753cd51f620f48fa831705,1221,1221,TRUE
audit/hypotheses/H11/report018_order61_companion_render/build_delta_postfailure.csv,bounded audit evidence,90c11e1abce3a05aceaa6fc00c40bc1cf42d2b6e5717e4d4834c6c3aeec38d9f,90c11e1abce3a05aceaa6fc00c40bc1cf42d2b6e5717e4d4834c6c3aeec38d9f,1060,1060,TRUE
audit/hypotheses/H11/report018_order61_companion_render/build_inventory_postfailure.csv,bounded audit evidence,b8c3443478e4e8e1a84f5a5a5e488f85e8a3739ffae868697e2f610e61b6c303,b8c3443478e4e8e1a84f5a5a5e488f85e8a3739ffae868697e2f610e61b6c303,172992,172992,TRUE
audit/hypotheses/H11/report018_order61_companion_render/build_inventory_prerender.csv,bounded audit evidence,01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d,01ef9869c63d67c42610c55d01832fb78a6b378da6c10b875f422d20825e179d,172992,172992,TRUE
audit/hypotheses/H11/report018_order61_companion_render/capture_order61_prerender.R,task-owned verifier,cb9b9d420bff49aac685bca5b2d71769f9191e83f72fc40f43dd41946937f281,cb9b9d420bff49aac685bca5b2d71769f9191e83f72fc40f43dd41946937f281,9165,9165,TRUE
audit/hypotheses/H11/report018_order61_companion_render/companion_source_endpoint_inventory.csv,bounded audit evidence,95b0c23bfc3bd93892aa7524679ed75988cedfdf2400adf468baf1e231ab8ede,95b0c23bfc3bd93892aa7524679ed75988cedfdf2400adf468baf1e231ab8ede,1301,1301,TRUE
audit/hypotheses/H11/report018_order61_companion_render/companion_source_link_audit.csv,bounded audit evidence,4a90ac3e251b6a8894c0c9edb0d8630898aa9bbb726d5b1e8c0c18d0757a4d0c,4a90ac3e251b6a8894c0c9edb0d8630898aa9bbb726d5b1e8c0c18d0757a4d0c,4574,4574,TRUE
audit/hypotheses/H11/report018_order61_companion_render/critical_delta_postfailure.csv,bounded audit evidence,4f9855a29921c09ecb863dbaf799de5a006b4792b388c86f0a9068168d3fc62d,4f9855a29921c09ecb863dbaf799de5a006b4792b388c86f0a9068168d3fc62d,867,867,TRUE
audit/hypotheses/H11/report018_order61_companion_render/critical_identities_postfailure.csv,execution evidence,ed2b5bce100bb9d2a7147fcd65a8a24f68a84a539bd11dfabe91d8602244c81e,ed2b5bce100bb9d2a7147fcd65a8a24f68a84a539bd11dfabe91d8602244c81e,2854,2854,TRUE
audit/hypotheses/H11/report018_order61_companion_render/critical_identities_prerender.csv,execution evidence,ada839c188d4ca44e064a55ef108c711e67024180a7e3dff3cabe66541bc5520,ada839c188d4ca44e064a55ef108c711e67024180a7e3dff3cabe66541bc5520,4392,4392,TRUE
audit/hypotheses/H11/report018_order61_companion_render/execution_log.csv,execution evidence,2cf2a52c9f2ff2784a4259b9aaebb4a1ffd3626f6116e86366e5f2ec8f773956,2cf2a52c9f2ff2784a4259b9aaebb4a1ffd3626f6116e86366e5f2ec8f773956,1015,1015,TRUE
audit/hypotheses/H11/report018_order61_companion_render/fail_closed_checks.csv,bounded audit evidence,f8bf3e5daf802b64c7607743487d55ca9bdfb046e7bd01c3fb22920d95adc40e,f8bf3e5daf802b64c7607743487d55ca9bdfb046e7bd01c3fb22920d95adc40e,839,839,TRUE
audit/hypotheses/H11/report018_order61_companion_render/fixed_identity_audit.csv,bounded audit evidence,2e63a001e1e60f6071ecd0668b12f631429252490447b5854b621d78c3e4dbcf,2e63a001e1e60f6071ecd0668b12f631429252490447b5854b621d78c3e4dbcf,4131,4131,TRUE
audit/hypotheses/H11/report018_order61_companion_render/fixed_preservation_audit.csv,bounded audit evidence,1ffe2f224580eb2f44deb3ae97af0999c64834b86c0f6d218fff1ee26a4d7f41,1ffe2f224580eb2f44deb3ae97af0999c64834b86c0f6d218fff1ee26a4d7f41,2258,2258,TRUE
audit/hypotheses/H11/report018_order61_companion_render/gt_html_semantic_post_render_summary.csv,execution evidence,0f35a17131488b77753ab4dadf1e31ff7227ca96348da12606a6702ef1d6f646,0f35a17131488b77753ab4dadf1e31ff7227ca96348da12606a6702ef1d6f646,498,498,TRUE
