run_id,placement,time_hour,light_source,ratio_to_global,ratio_conf_low,ratio_conf_high,pointwise_log_ratio_se,reference,extraction,interval_type,category_order,category_code,short_label,figure_label
temporal_raw_mean__near_eye,Near-eye,0.5,Electric light source indoors,1.8390007602185394,1.0553898864253997,3.2044307412674997,0.2833224998769825,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,1.5,Electric light source indoors,3.585647772338411,2.242138583395676,5.7341995015330065,0.23954541440099392,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,2.5,Electric light source indoors,6.1108378746412315,3.7179816907857957,10.043712593500551,0.25351169931966333,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,3.5,Electric light source indoors,7.336061701182789,4.41170105344927,12.19887762827531,0.2594601041667433,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,4.5,Electric light source indoors,5.419769984645297,3.2976344225444074,8.907569160985892,0.25349388088178904,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,5.5,Electric light source indoors,2.8576144628430797,1.897348766451398,4.303879477847765,0.2089436975694367,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,6.5,Electric light source indoors,1.541625709514822,1.1378326943617088,2.088716416757815,0.15495520790968478,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,7.5,Electric light source indoors,1.1031294891307313,0.8712361101236762,1.3967449875523226,0.12040479086832667,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,8.5,Electric light source indoors,1.0215686713590115,0.8294984884094116,1.2581126607034037,0.10626191360231065,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,9.5,Electric light source indoors,1.0323817817099017,0.846719079751781,1.2587553164846104,0.10115043188753112,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,10.5,Electric light source indoors,1.0358678571445203,0.8527640878341419,1.258287295130418,0.09924077654544967,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,11.5,Electric light source indoors,1.037658853879086,0.8517586632706692,1.2641326040631027,0.10072404332912821,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,12.5,Electric light source indoors,1.0383812014272609,0.8419728304669781,1.2806060723830088,0.10697474312045684,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,13.5,Electric light source indoors,1.0258523939443585,0.8193421620728653,1.2844122796011834,0.11468233311930727,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,14.5,Electric light source indoors,1.0479949209134838,0.8315709785059103,1.3207451710661797,0.11801906194861732,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,15.5,Electric light source indoors,1.1765616497704743,0.9307058208070401,1.4873629075514523,0.11959610326147138,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
