run_id,placement,fitted_bin,observations,fitted_mean,fitted_minimum,fitted_maximum,pearson_mean,pearson_q25,pearson_q75,deviance_mean,zero_fraction
main__near_eye,Near-eye,1,598,1.3204256557281537,1.3204256557281537,1.3204256557281537,-0.7655828223614565,-1.0660291940328566,-1.0660291940328566,-1.9650369385118207,0.8762541806020067
main__near_eye,Near-eye,2,598,1.9543090854912923,1.9543090854912923,1.9543090854912923,-0.5007000656068147,-1.1871402575479613,-1.1144195675126876,-1.917509181401768,0.7976588628762542
main__near_eye,Near-eye,3,598,2.2010458562005453,2.2010458562005453,2.2010458562005453,0.8930229778476351,-1.2036389298624546,-1.1599925424124138,-1.3838750148108347,0.7006688963210702
main__near_eye,Near-eye,4,598,2.3132958074718992,2.3132958074718992,2.3132958074718992,-1.0297478763726486,-1.2036389298624546,-1.2036389298624546,-2.2015077220403927,0.7809364548494984
main__near_eye,Near-eye,5,598,2.765803114120104,2.765803114120104,2.765803114120104,0.9855810426051099,-1.2636790450224396,-1.2636790450224396,-1.9925417306687245,0.8478260869565217
main__near_eye,Near-eye,6,598,3.658052439090109,3.658052439090109,3.658052439090109,-0.6133058764123643,-1.3723993429871988,-1.2636790450224396,-2.2416058917768815,0.7658862876254181
main__near_eye,Near-eye,7,598,4.00677777890601,4.00677777890601,4.00677777890601,1.1936351858039607,-1.3787059711899896,-1.372378195279036,-1.9245436300890473,0.725752508361204
main__near_eye,Near-eye,8,598,4.296252726547011,4.296252726547011,4.296252726547011,-0.1665584077388201,-1.3946878849908606,-1.3945656637750548,-2.2645043234955935,0.7491638795986622
main__near_eye,Near-eye,9,598,10.527414005082274,10.527414005082274,10.527414005082274,-0.33423057602481415,-1.428372181549255,-1.428372181549255,-2.59525804920622,0.7140468227424749
main__near_eye,Near-eye,10,598,35.105105113290385,35.105105113290385,35.105105113290385,-0.552026254815573,-2.2285444155096674,-1.2510051722651743,-2.4655378295778974,0.30434782608695654
main__near_eye,Near-eye,11,598,43.014035483653075,43.014035483653075,43.014035483653075,0.23249848535623296,-2.3229174579563168,-0.04453557759332215,-1.6489663269892825,0.11371237458193979
