run_id,placement,time_hour,light_source,ratio_to_global,ratio_conf_low,ratio_conf_high,pointwise_log_ratio_se,reference,extraction,interval_type,category_order,category_code,short_label,figure_label
temporal_raw_mean__chest,Chest,0.5,Electric light source indoors,2.480566508494215,1.343498348585712,4.5799908943249585,0.31286226788289917,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,1.5,Electric light source indoors,3.115284167014687,1.8999183502968435,5.108111851088801,0.2523007457772843,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,2.5,Electric light source indoors,3.8450937187047365,2.396444353147587,6.169450872582849,0.2412305395607993,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,3.5,Electric light source indoors,4.175642598010057,2.651055247681803,6.577000280006599,0.23179106874631228,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,4.5,Electric light source indoors,3.5395438540967503,2.328819463915122,5.379708856440018,0.21358999629477973,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,5.5,Electric light source indoors,2.4274397734742004,1.7136959393967135,3.4384535309798596,0.17764525744143872,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,6.5,Electric light source indoors,1.6283228379063936,1.2317758317703775,2.15253067649228,0.1423947232037839,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,7.5,Electric light source indoors,1.2501038602735206,0.9925272574584058,1.574525686551484,0.11771808134955826,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,8.5,Electric light source indoors,1.097813190786843,0.8937558074983667,1.3484598273424833,0.1049198366387444,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,9.5,Electric light source indoors,1.0191391324583037,0.8391921585141808,1.2376719214664977,0.09911931076372908,"global raw-scale conditional time-of-day mean; site, participant, and participant-day smooths excluded",gratia::smooth_estimates(overall_uncertainty = TRUE),pointwise_95_percent_gratia_smooth_estimate,1,electric_indoor,Indoor electric,"Indoor
electric"
