run_id,placement,time_hour,light_source,estimated_mel_edi_lx,pointwise_conf_low_lx,pointwise_conf_high_lx,pointwise_log_se,site_effects_excluded,estimand,interval_type,category_order,category_code,short_label,figure_label
temporal_raw_mean__near_eye,Near-eye,0.5,Electric light source indoors,0.9789184806273767,0.4883329852463687,1.9623523715694724,0.35482186279906547,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,1.5,Electric light source indoors,1.0677363802744948,0.5547413321855883,2.055121750654545,0.3340786822109984,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,2.5,Electric light source indoors,1.0646834416993247,0.5214351606901638,2.173905629087935,0.3642080927230481,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,3.5,Electric light source indoors,1.045030577226767,0.4933202169407795,2.2137525887571905,0.38298108878597703,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,4.5,Electric light source indoors,1.3978889381457273,0.6849212410078124,2.8530192471690334,0.3639870516482278,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,5.5,Electric light source indoors,2.9362477399387954,1.7596581785178458,4.899559980198875,0.261231078491987,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,6.5,Electric light source indoors,8.140789857899376,5.656960818789672,11.71520567905517,0.18571449962056444,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,7.5,Electric light source indoors,24.65731021609123,18.158506955423153,33.48198993370317,0.15608890986310603,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,8.5,Electric light source indoors,66.32717651117495,49.57687598957612,88.73682046584663,0.14850775520435716,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,9.5,Electric light source indoors,120.80661478748192,89.3555194290406,163.32777504584578,0.1538612394642355,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,10.5,Electric light source indoors,154.15194920800306,112.82672148511107,210.61343564576202,0.1592273446544687,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,11.5,Electric light source indoors,168.5178346248661,122.5302417244558,231.76531921413581,0.16259373312513406,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,12.5,Electric light source indoors,172.96187665177646,125.81596594923089,237.77435994868833,0.16237293494383395,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,13.5,Electric light source indoors,167.57600621829383,122.71661628894853,228.83386707756384,0.15895880213511515,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,14.5,Electric light source indoors,159.29831601685,118.53165413058855,214.0858800286972,0.15081561089170414,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,15.5,Electric light source indoors,151.53604089175403,114.76234160403736,200.09326551018628,0.14181637503566927,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,16.5,Electric light source indoors,132.17960253958316,102.44567895782146,170.54352614242967,0.13001475834808246,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__near_eye,Near-eye,17.5,Electric light source indoors,91.71894649615237,72.26900908107383,116.40349374275748,0.12159876427639567,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
