run_id,placement,time_hour,light_source,estimated_mel_edi_lx,pointwise_conf_low_lx,pointwise_conf_high_lx,pointwise_log_se,site_effects_excluded,estimand,interval_type,category_order,category_code,short_label,figure_label
temporal_raw_mean__chest,Chest,0.5,Electric light source indoors,1.521289143580653,0.7595519382216486,3.046955108553753,0.35437993403717927,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,1.5,Electric light source indoors,1.1485963892412583,0.5981144427577177,2.205721131386328,0.33291522108081445,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,2.5,Electric light source indoors,0.7009214785835306,0.3395377873503296,1.4469403331323967,0.3698013385592813,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,3.5,Electric light source indoors,0.4590683617520565,0.20059438528117013,1.050596508303663,0.42240522945856335,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,4.5,Electric light source indoors,0.6054337489538109,0.27431631089521014,1.3362312404102343,0.40390983759556376,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,5.5,Electric light source indoors,1.7726781442839725,1.0576189328129757,2.9711909514178045,0.2635058098341852,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,6.5,Electric light source indoors,6.810248766348992,4.869887778946618,9.523728341352069,0.17110089569864884,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,7.5,Electric light source indoors,22.77647265780009,17.249821988085795,30.073800592830487,0.1417991215905585,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,8.5,Electric light source indoors,58.68974185967849,45.83862751668139,75.14373763268097,0.12609072702455393,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,9.5,Electric light source indoors,104.12389908402746,81.22621217757327,133.4764489172397,0.1267058787062539,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,10.5,Electric light source indoors,135.5697562366435,105.14987548112234,174.79011479535768,0.12964265106191675,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,11.5,Electric light source indoors,149.7724772767981,115.57239285805977,194.09302165421644,0.1322552106111771,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,12.5,Electric light source indoors,153.4223326453949,118.33793569086548,198.90842287331824,0.13247452526191048,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,13.5,Electric light source indoors,154.04788829195834,119.30742018485198,198.90424124873235,0.13038775109497475,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,14.5,Electric light source indoors,155.49209743541826,121.82894550957539,198.45687955138132,0.1244780280984691,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,15.5,Electric light source indoors,147.61704794805803,117.0453238594276,186.17397198259872,0.11839804250084875,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,16.5,Electric light source indoors,119.32546619966494,96.33278760089262,147.80602989252068,0.10920716095542124,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,17.5,Electric light source indoors,79.00127927844606,64.31500356142048,97.04115341719164,0.10493423715746754,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,18.5,Electric light source indoors,44.22499748169663,36.565265785399596,53.48929811518118,0.09703643650975596,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,19.5,Electric light source indoors,23.981269851675254,19.60032859468372,29.341411340157613,0.10292182228663954,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,20.5,Electric light source indoors,14.60920914404635,11.763897551490203,18.14271085584651,0.1105187658926573,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,21.5,Electric light source indoors,9.83638024475866,7.560093643703766,12.798039399956094,0.13428785981303634,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
temporal_raw_mean__chest,Chest,22.5,Electric light source indoors,6.288403299965833,4.529502498460535,8.730322165946747,0.16739544968415843,TRUE,"raw-scale conditional arithmetic mean; site, participant, and participant-day smooths excluded",pointwise_95_percent_conditional,1,electric_indoor,Indoor electric,"Indoor
electric"
