"path","role","expected_sha256","expected_bytes","source","current_sha256","current_bytes","status"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html","stale companion HTML context","c44f4f77f4e2295f6b265ed9505c3c560361a7280562dd9ce1afce73149d5866",839152,"order-36 controlling package","c44f4f77f4e2295f6b265ed9505c3c560361a7280562dd9ce1afce73149d5866",839152,"PASS"
"_build/nathealth/notebooks/hypotheses/H05.html","stale result HTML context","58be9b4da8bb67a4322af7096472de1bf97c47d17c79f39078692577a2788b96",573311,"order-36 controlling package","58be9b4da8bb67a4322af7096472de1bf97c47d17c79f39078692577a2788b96",573311,"PASS"
"_quarto-nathealth.yml","shared profile context","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"order-36 controlling package","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"artifacts/06_model_data/H05/H05_author_approvals.csv","protected H05 scientific or display artifact","afce3ebde77398a61df61f0a14ecee954278f169995df83600f778989e28b48a",1662,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","afce3ebde77398a61df61f0a14ecee954278f169995df83600f778989e28b48a",1662,"PASS"
"artifacts/06_model_data/H05/H05_factor_registry.csv","protected H05 scientific or display artifact","efbffc9296eb41648032a77e23632d0e4e23c09d6ca5a5fe61463d6fa4f022f7",1201,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","efbffc9296eb41648032a77e23632d0e4e23c09d6ca5a5fe61463d6fa4f022f7",1201,"PASS"
"artifacts/06_model_data/H05/H05_formula_registry.csv","protected H05 scientific or display artifact","d80849fc5e02d438fda7dbcef669327d4e3903818dd1f5c466e52dcc55971781",471,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","d80849fc5e02d438fda7dbcef669327d4e3903818dd1f5c466e52dcc55971781",471,"PASS"
"artifacts/06_model_data/H05/H05_input_audit.csv","protected H05 scientific or display artifact","cc0ec125ca692c277e2e2b8820afa79a9023ab5177d16ac5bccb492b6386c14e",4445,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","cc0ec125ca692c277e2e2b8820afa79a9023ab5177d16ac5bccb492b6386c14e",4445,"PASS"
"artifacts/06_model_data/H05/H05_input_metric_contract_comparison.csv","protected H05 scientific or display artifact","05327da95d1d07373c088318a5968ab3c0e119775d3bbab9de63cbdfdfb7822d",322,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","05327da95d1d07373c088318a5968ab3c0e119775d3bbab9de63cbdfdfb7822d",322,"PASS"
"artifacts/06_model_data/H05/H05_metric_registry.csv","protected H05 scientific or display artifact","25a3df408dad73b657ea1ee20631195c93fe33340fafa7250ed6e76727c65bb7",5096,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","25a3df408dad73b657ea1ee20631195c93fe33340fafa7250ed6e76727c65bb7",5096,"PASS"
"artifacts/06_model_data/H05/H05_model_frame_index.csv","protected H05 scientific or display artifact","54e34b4fc946ccc6496662a27a69e4734f2c315c741094542d0728da14595db9",231701,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","54e34b4fc946ccc6496662a27a69e4734f2c315c741094542d0728da14595db9",231701,"PASS"
"artifacts/06_model_data/H05/H05_model_frames.rds","protected H05 scientific or display artifact","191be716c6e8282fe1a30f662303ea28819e9ef4ad32663b8b1c37e4db9ae630",231372,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","191be716c6e8282fe1a30f662303ea28819e9ef4ad32663b8b1c37e4db9ae630",231372,"PASS"
"artifacts/06_model_data/H05/H05_run_registry.csv","protected H05 scientific or display artifact","c4f0b087182d080ac5210f38807741cc545d7a54db86871fe17b623c5745f1f2",1297,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","c4f0b087182d080ac5210f38807741cc545d7a54db86871fe17b623c5745f1f2",1297,"PASS"
"artifacts/06_model_data/H05/H05_site_structure_evidence.csv","protected H05 scientific or display artifact","e42baf820fa520c4c151efaee0d0203432653fad6f439050da8f8a3150066efc",429,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","e42baf820fa520c4c151efaee0d0203432653fad6f439050da8f8a3150066efc",429,"PASS"
"artifacts/07_models/H05/H05_inferential_model_objects.rds","protected H05 scientific or display artifact","c26937d15c7a1873958acecd31736c0e392584c27e7f28e3effbd38a0c8ad2a8",4853068,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","c26937d15c7a1873958acecd31736c0e392584c27e7f28e3effbd38a0c8ad2a8",4853068,"PASS"
"artifacts/07_models/H05/H05_model_manifest.csv","protected H05 scientific or display artifact","aa35c6aece1d7e8665fd452b356a6c1f4d414ac639460f1be1473d8e74d0b7a9",696727,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","aa35c6aece1d7e8665fd452b356a6c1f4d414ac639460f1be1473d8e74d0b7a9",696727,"PASS"
"artifacts/08_diagnostics/H05/H05_leave_one_site_out_spearman.csv","protected H05 scientific or display artifact","c9ddaa0a58ba8a8fb8febf1091efbee965b646ded0238bdaf2ec05364436604e",443582,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","c9ddaa0a58ba8a8fb8febf1091efbee965b646ded0238bdaf2ec05364436604e",443582,"PASS"
"artifacts/08_diagnostics/H05/H05_leba_score_audit.csv","protected H05 scientific or display artifact","aa1a4a0aab070ca1295906a222bba588b919a2356b89f116059f3f2f280c4ddd",585,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","aa1a4a0aab070ca1295906a222bba588b919a2356b89f116059f3f2f280c4ddd",585,"PASS"
