"path","sha256","bytes","role","r_version"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html","c44f4f77f4e2295f6b265ed9505c3c560361a7280562dd9ce1afce73149d5866",839152,"stale companion HTML context","4.6.1"
"_build/nathealth/notebooks/hypotheses/H05.html","58be9b4da8bb67a4322af7096472de1bf97c47d17c79f39078692577a2788b96",573311,"stale result HTML context","4.6.1"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"shared profile context","4.6.1"
"artifacts/06_model_data/H05/H05_author_approvals.csv","afce3ebde77398a61df61f0a14ecee954278f169995df83600f778989e28b48a",1662,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_factor_registry.csv","efbffc9296eb41648032a77e23632d0e4e23c09d6ca5a5fe61463d6fa4f022f7",1201,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_formula_registry.csv","d80849fc5e02d438fda7dbcef669327d4e3903818dd1f5c466e52dcc55971781",471,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_input_audit.csv","cc0ec125ca692c277e2e2b8820afa79a9023ab5177d16ac5bccb492b6386c14e",4445,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_input_metric_contract_comparison.csv","05327da95d1d07373c088318a5968ab3c0e119775d3bbab9de63cbdfdfb7822d",322,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_metric_registry.csv","25a3df408dad73b657ea1ee20631195c93fe33340fafa7250ed6e76727c65bb7",5096,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_model_frame_index.csv","54e34b4fc946ccc6496662a27a69e4734f2c315c741094542d0728da14595db9",231701,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_model_frames.rds","191be716c6e8282fe1a30f662303ea28819e9ef4ad32663b8b1c37e4db9ae630",231372,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_run_registry.csv","c4f0b087182d080ac5210f38807741cc545d7a54db86871fe17b623c5745f1f2",1297,"protected H05 scientific or display artifact","4.6.1"
"artifacts/06_model_data/H05/H05_site_structure_evidence.csv","e42baf820fa520c4c151efaee0d0203432653fad6f439050da8f8a3150066efc",429,"protected H05 scientific or display artifact","4.6.1"
"artifacts/07_models/H05/H05_inferential_model_objects.rds","c26937d15c7a1873958acecd31736c0e392584c27e7f28e3effbd38a0c8ad2a8",4853068,"protected H05 scientific or display artifact","4.6.1"
"artifacts/07_models/H05/H05_model_manifest.csv","aa35c6aece1d7e8665fd452b356a6c1f4d414ac639460f1be1473d8e74d0b7a9",696727,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_leave_one_site_out_spearman.csv","c9ddaa0a58ba8a8fb8febf1091efbee965b646ded0238bdaf2ec05364436604e",443582,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_leba_score_audit.csv","aa1a4a0aab070ca1295906a222bba588b919a2356b89f116059f3f2f280c4ddd",585,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail.csv","580bbdbf133f1aeceb37ec022277326abc1cd0e8af5211dc262f2db8dfb1a7fb",844935,"protected H05 scientific or display artifact","4.6.1"
"artifacts/08_diagnostics/H05/H05_model_diagnostics.csv","918eda5b13c2d3ed055099197c830eb814087aa9c0a87638af6be946d12afdb2",333907,"protected H05 scientific or display artifact","4.6.1"
