component,charged_seconds,basis
old_independent_audit,0.611,"Prior sealed charge, retained once"
preliminary_two_readonly_audits_conservative,5.0,"Conservative debit, not claimed measured elapsed"
simple_full_audit,0.4652594159997534,/private/tmp/ba018-completion-audit.ekpsA4/simple_fit_audit_job_002/finish.json
deletion_audit001_preserved_stop,2.7487008339958265,/private/tmp/ba018-deletion-target-recovery.dOzpVc/audit_job_001/finish.json
deletion_complete_audit002,6.427120875014225,/private/tmp/ba018-deletion-target-recovery.dOzpVc/audit_job_002/finish.json
chest_complete_original_UTC_audit,12.34535566600971,/private/tmp/ba018-completion-audit.ekpsA4/chest_audit_job_001/finish.json
fourteen_deletion_fit_audit,0.5952892499917652,/private/tmp/ba018-completion-audit.ekpsA4/deletion_fit_audit_job_001/finish.json
fourteen_deletion_reporting_audit,0.3493753749935422,/private/tmp/ba018-completion-audit.ekpsA4/deletion_reporting_audit_job_001/finish.json
family_grouping_weighting_audit,0.6071095420047641,/private/tmp/ba018-completion-audit.ekpsA4/family_audit_job_001/finish.json
complete_prospective_chest_guards,6.29451366700232,/private/tmp/ba018-completion-audit.ekpsA4/chest_guard_audit_job_001/finish.json
chest_prefit_complete_interface_001,1.895528666995233,/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_audit_job_001/finish.json
owner_calendar_date_guard_audit_001,0.686,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/continued_final_package_008/date_guard_audit/audit_execution.csv
independent_saved_calendar_001,16.36790633399505,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_calendar_date_recovery_001/independent_evidence/calendar_audit_job_001/finish.json
independent_completed_chest_001,1.473038166994229,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_calendar_date_recovery_001/independent_evidence/completed_chest_audit_job_001/finish.json
independent_saved_diagnostics_001,2.883366499998374,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_calendar_date_recovery_001/independent_evidence/completed_diagnostic_audit_job_001/finish.json
independent_full_calendar_validator_replay_001,0.2818146670178976,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_calendar_date_recovery_001/independent_evidence/calendar_validator_replay_job_001/finish.json
