"path","bytes","sha256","actual_sha256","actual_bytes","pass"
"attempt_03/evidence/full_resolution_visual_review.json",5280,"bc486b41c1969830769b377fa493749a66a74e2a52f51d3f552fd1f3310f0e93","bc486b41c1969830769b377fa493749a66a74e2a52f51d3f552fd1f3310f0e93",5280,TRUE
"attempt_03/qa/S4/Table_S4.pdf",62793,"3a969c665087b7eb0179f8d56718cda7f37c56b717bbde2fc4422d4487f9feff","3a969c665087b7eb0179f8d56718cda7f37c56b717bbde2fc4422d4487f9feff",62793,TRUE
"attempt_03/qa/S4/page-1.png",270439,"2b0e3db31b3e124598ec0096cd967a322bab86c9a18a8ffd6eaa3e349a9490cd","2b0e3db31b3e124598ec0096cd967a322bab86c9a18a8ffd6eaa3e349a9490cd",270439,TRUE
"attempt_03/qa/S7/Table_S7.pdf",153582,"5aaa64f07328cf96197d28994dca45882cf8f920e52f54f5fc1d136420353bfe","5aaa64f07328cf96197d28994dca45882cf8f920e52f54f5fc1d136420353bfe",153582,TRUE
"attempt_03/qa/S7/page-1.png",234563,"c4c6a36c60affddfe6ec8bf5de76f215a66c2f8003b71e8185008466fcdb6c17","c4c6a36c60affddfe6ec8bf5de76f215a66c2f8003b71e8185008466fcdb6c17",234563,TRUE
"attempt_03/qa/S7/page-2.png",271242,"f5b8ca6bcd77a34c45f97ae4280c206b2b3394236e945e5889d986bd6ac2bf96","f5b8ca6bcd77a34c45f97ae4280c206b2b3394236e945e5889d986bd6ac2bf96",271242,TRUE
"attempt_03/qa/main/Nature_Health_manuscript.pdf",18441818,"d8fa2e5ed01779f43665e7c66607c9f1f5d145c129fe54d5cf4b0204257f0c23","d8fa2e5ed01779f43665e7c66607c9f1f5d145c129fe54d5cf4b0204257f0c23",18441818,TRUE
"attempt_03/qa/main/page-1.png",326587,"3cb9b0495a43fca8dda4aa0333357816049ba48e658ae30b2fa303cf28e6e5e3","3cb9b0495a43fca8dda4aa0333357816049ba48e658ae30b2fa303cf28e6e5e3",326587,TRUE
"attempt_03/qa/main/page-10.png",435899,"7ff0a57050d46ed6863fb6bf894a83c7f08b0b5216e45dca4f8999bdcb280ee6","7ff0a57050d46ed6863fb6bf894a83c7f08b0b5216e45dca4f8999bdcb280ee6",435899,TRUE
"attempt_03/qa/main/page-11.png",364526,"bbff12ca0f1b218f97e1d19885714618f4d672ac382fa081759bc0523b52ce89","bbff12ca0f1b218f97e1d19885714618f4d672ac382fa081759bc0523b52ce89",364526,TRUE
