category,path,bytes,sha256,expected_sha256,exact
protected_order,audit/report_harmonization/final_documents_2026_09_13/final_site_candidate_order_011.md,10277,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,True
protected_dispatch_seal,audit/report_harmonization/final_documents_2026_09_13/final_site_candidate_order_011_dispatch_manifest.csv,7961,ed4395ee67a03bde42f1349c97d6cad126517867863e64cc4212cc3eca458c56,ed4395ee67a03bde42f1349c97d6cad126517867863e64cc4212cc3eca458c56,True
protected_dispatch47,_quarto-nathealth.yml,10042,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_handoff.md,8848,b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d,b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_manifest.csv,30356,86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2,86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_1.docx,60255,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_2.docx,57761,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_3.docx,1382422,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S1.docx,56935,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S10.docx,57964,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11a.docx,57471,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11b.docx,57155,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S12.docx,57088,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S13.docx,57086,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S14.docx,57219,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S15.docx,56739,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S2.docx,1386939,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S3.docx,59127,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S4.docx,57161,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S5.docx,57179,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S6.docx,57155,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S7.docx,58866,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S8.docx,57363,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S9.docx,56653,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,True
protected_dispatch47,audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,27222259,752ee27291e7970d28fc369c1ad3c396dc8894f483aa9864e65b9edea638df17,752ee27291e7970d28fc369c1ad3c396dc8894f483aa9864e65b9edea638df17,True
protected_dispatch47,audit/manuscript_nature_health/final_pagination_completion_2026_09_14/completion_handoff.md,6827,2e7a75b1dacd901aeb30cccbc01477269825eae5815055191f48971dcfe26283,2e7a75b1dacd901aeb30cccbc01477269825eae5815055191f48971dcfe26283,True
protected_dispatch47,audit/manuscript_nature_health/final_pagination_completion_2026_09_14/completion_manifest.csv,14658,7fce1f1e88980219a1e8199c5440af0ed19070cbf28b3906bcce13d7bd529ad2,7fce1f1e88980219a1e8199c5440af0ed19070cbf28b3906bcce13d7bd529ad2,True
protected_dispatch47,audit/manuscript_nature_health/final_pagination_completion_2026_09_14/deliverables/Nature_Health_manuscript.docx,14372157,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,True
protected_dispatch47,audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/evidence/cumulative_passage_changes.csv,39396,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8,True
protected_dispatch47,audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/evidence/cumulative_passage_changes.md,38124,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24,True
protected_dispatch47,audit/report_harmonization/final_documents_2026_09_13/final_site_candidate_order_011.md,10277,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,True
protected_dispatch47,audit/report_harmonization/final_documents_2026_09_13/seal_final_word_and_site_candidate_011.R,5000,9e771ba6409716463e1e04affaf6afbb5d57f8073ac193c0981b8fcbd46d2bfa,9e771ba6409716463e1e04affaf6afbb5d57f8073ac193c0981b8fcbd46d2bfa,True
protected_dispatch47,audit/report_harmonization/final_documents_2026_09_13/writer010c_final_independent_acceptance_manifest.csv,5444,bb4fa6d95712fb3cf3091e94f0ff7d0bec2995984a248c1e3c78d63983992101,bb4fa6d95712fb3cf3091e94f0ff7d0bec2995984a248c1e3c78d63983992101,True
protected_dispatch47,audit/report_harmonization/final_documents_2026_09_13/writer010c_final_independent_acceptance.md,4641,a1406539b9d5eae4660d20abec23950ae2c8fd95292eab67eb3bcbbb84028952,a1406539b9d5eae4660d20abec23950ae2c8fd95292eab67eb3bcbbb84028952,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/build_inventory.csv,217036,270446ed3f41236df2534b337d9804efdd56df4569919cdc36094b61b8a8fa8c,270446ed3f41236df2534b337d9804efdd56df4569919cdc36094b61b8a8fa8c,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/completion_manifest.csv,2439,6a4e78f7952a467d4e3dfd629313500c4380b2cdc7288b5182214df26183fe91,6a4e78f7952a467d4e3dfd629313500c4380b2cdc7288b5182214df26183fe91,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/completion_seal.json,940,5977f0681e0cf1d875d0f1b4daa3d4343b772e3dd248f6e5d5cef83d1b86ac5a,5977f0681e0cf1d875d0f1b4daa3d4343b772e3dd248f6e5d5cef83d1b86ac5a,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/editable_table_bindings.csv,3995,87cc11c5dc641580ef4b06121777b9be5a61ca24a6cb13257c1fdafc2aee4285,87cc11c5dc641580ef4b06121777b9be5a61ca24a6cb13257c1fdafc2aee4285,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/input_identities.csv,251131,0442d4de3c7d335b0b938aadb1ef9c89c4a6c14c815725cd0c268c12c6225eda,0442d4de3c7d335b0b938aadb1ef9c89c4a6c14c815725cd0c268c12c6225eda,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/integration_component_identities.csv,3125,7ecd880ef945c02b65bc70132fecfe6c7ddef175f47499907e90bd95a709c489,7ecd880ef945c02b65bc70132fecfe6c7ddef175f47499907e90bd95a709c489,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/local_reference_audit.csv,7786027,6a63f60ea07c4a07a479850764a640d69766597f854f22c7d2c7fd43aa73e33a,6a63f60ea07c4a07a479850764a640d69766597f854f22c7d2c7fd43aa73e33a,True
protected_dispatch47,audit/report_harmonization/final_integration_reconciliation_2026_09_14/proposed_integration_matrix.csv,14294,b8bc0d324dbf3ec44f360e327d8b6ca75ea06b7b6ba5d9ee2ade947a3586aba0,b8bc0d324dbf3ec44f360e327d8b6ca75ea06b7b6ba5d9ee2ade947a3586aba0,True
